Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	4.426	2.207	0.	2.9601e-002
2	3.8716	3.3778	0.	2.2346e-002
3	5.2658	4.1661	0.	4.3197e-002
4	2.4465	0.68683	0.	7.1835e-003
5	2.6029	1.8309	0.	9.2061e-003
6	4.8212	0.80739	0.	3.4367e-002
7	2.4301	3.9009	0.	8.2526e-003
8	4.622	5.4755	0.	3.0822e-002
9	2.3106	5.0447	0.	6.671e-003
10	5.2687	2.9289	0.	4.3562e-002
11	5.7154	2.5395	0.	5.1463e-002
12	1.2556	4.973	0.	1.9663e-003
13	1.1844	3.749	0.	1.9562e-003
14	1.4947	1.2813	0.	2.9361e-003
15	6.0893	1.8545	0.	5.8178e-002
16	6.0539	0.93317	0.	5.6736e-002
17	7.1557	1.0652	0.	7.893e-002
18	8.2067	1.1415	0.	0.10185
19	9.345	1.1762	0.	0.12841
20	10.489	1.1761	0.	0.15671
21	11.614	1.1748	0.	0.18591
22	12.739	1.1727	0.	0.21625
23	13.861	1.1728	0.	0.24747
24	14.986	1.1735	0.	0.27951
25	16.107	1.1757	0.	0.31207
26	17.232	1.1784	0.	0.34519
27	18.355	1.1816	0.	0.37863
28	19.48	1.1826	0.	0.41235
29	20.608	1.1835	0.	0.44634
30	21.736	1.1915	0.	0.48041
31	22.869	1.1973	0.	0.5147
32	22.864	2.4009	0.	0.5146
33	22.858	3.5988	0.	0.51444
34	22.867	4.7973	0.	0.51467
35	21.732	4.8008	0.	0.48032
36	20.602	4.7871	0.	0.44619
37	19.474	4.7707	0.	0.41223
38	18.348	4.7348	0.	0.37845
39	17.224	4.7042	0.	0.34501
40	16.101	4.6892	0.	0.31197
41	14.98	4.6835	0.	0.27942
42	13.859	4.6821	0.	0.24747
43	12.737	4.6803	0.	0.21628
44	11.605	4.7185	0.	0.18576
45	10.455	4.7579	0.	0.15593
46	9.2724	4.7475	0.	0.12676
47	8.0246	4.7151	0.	9.7939e-002
48	6.7177	4.7035	0.	7.0235e-002
49	5.6753	5.2174	0.	4.9637e-002
50	6.6831	3.3989	0.	7.0131e-002
51	7.0733	2.1918	0.	7.7953e-002
52	8.1472	2.3328	0.	0.10117
53	9.2956	2.3616	0.	0.12781
54	10.454	2.3561	0.	0.15633
55	11.61	2.3527	0.	0.18625
56	12.74	2.3523	0.	0.21666
57	13.86	2.3523	0.	0.24775
58	14.983	2.3544	0.	0.2797
59	16.105	2.3572	0.	0.31223
60	17.229	2.3601	0.	0.3453
61	18.353	2.3625	0.	0.37871
62	19.478	2.3661	0.	0.41239
63	20.603	2.3832	0.	0.44627
64	21.725	2.4001	0.	0.48015
65	21.724	3.5948	0.	0.48012
66	20.593	3.5784	0.	0.44599
67	19.474	3.5679	0.	0.41231
68	18.344	3.5434	0.	0.37846
69	17.223	3.5332	0.	0.34513
70	16.101	3.5241	0.	0.31214
71	14.979	3.5176	0.	0.2796
72	13.856	3.5145	0.	0.24767
73	12.737	3.5135	0.	0.2166
74	11.591	3.536	0.	0.18578
75	10.444	3.5388	0.	0.15611
76	9.2495	3.5548	0.	0.12673
77	8.0107	3.5284	0.	9.8178e-002
78	4.4267	5.0671	0.	2.8229e-002
79	4.8901	4.6904	0.	3.6339e-002
80	2.7873	1.1701	0.	9.8746e-003
81	3.1502	3.439	0.	1.435e-002
82	1.1992	2.5413	0.	2.0525e-003
83	4.3282	1.1551	0.	2.673e-002
84	4.4283	1.6274	0.	2.9e-002
85	4.4152	3.3473	0.	2.9842e-002
86	5.1114	1.6818	0.	4.0304e-002
87	5.0927	2.2406	0.	4.0361e-002
88	3.8238	2.965	0.	2.1787e-002
89	4.5364	2.8052	0.	3.1629e-002
90	5.4555	3.564	0.	4.6788e-002
91	2.3301	2.6968	0.	7.7666e-003
92	2.3301	2.6968	0.1	7.7666e-003
93	5.4555	3.564	0.1	4.6788e-002
94	4.5364	2.8052	0.1	3.1629e-002
95	3.8238	2.965	0.1	2.1787e-002
96	5.0927	2.2406	0.1	4.0361e-002
97	5.1114	1.6818	0.1	4.0304e-002
98	4.4152	3.3473	0.1	2.9842e-002
99	4.4283	1.6274	0.1	2.9e-002
100	4.3282	1.1551	0.1	2.673e-002
101	1.1992	2.5413	0.1	2.0525e-003
102	3.1502	3.439	0.1	1.435e-002
103	2.7873	1.1701	0.1	9.8746e-003
104	4.8901	4.6904	0.1	3.6339e-002
105	4.4267	5.0671	0.1	2.8229e-002
106	8.0107	3.5284	0.1	9.8178e-002
107	9.2495	3.5548	0.1	0.12673
108	10.444	3.5388	0.1	0.15611
109	11.591	3.536	0.1	0.18578
110	12.737	3.5135	0.1	0.2166
111	13.856	3.5145	0.1	0.24767
112	14.979	3.5176	0.1	0.2796
113	16.101	3.5241	0.1	0.31214
114	17.223	3.5332	0.1	0.34513
115	18.344	3.5434	0.1	0.37846
116	19.474	3.5679	0.1	0.41231
117	20.593	3.5784	0.1	0.44599
118	21.724	3.5948	0.1	0.48012
119	21.725	2.4001	0.1	0.48015
120	20.603	2.3832	0.1	0.44627
121	19.478	2.3661	0.1	0.41239
122	18.353	2.3625	0.1	0.37871
123	17.229	2.3601	0.1	0.3453
124	16.105	2.3572	0.1	0.31223
125	14.983	2.3544	0.1	0.2797
126	13.86	2.3523	0.1	0.24775
