Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	8.0545	3.0528	0.	3.8853e-004
2	8.1106	2.5871	0.	4.5693e-004
3	8.8742	3.2876	0.	2.5198e-004
4	5.7027	1.749	0.	1.7312e-004
5	6.3914	2.9839	0.	1.2386e-004
6	7.5933	3.0141	0.	4.053e-004
7	8.3277	2.8017	0.	3.523e-004
8	20.042	3.	0.	3.1494e-005
9	16.083	3.	0.	6.2108e-005
10	12.125	2.7425	0.	8.8124e-005
11	10.151	4.0544	0.	1.6421e-004
12	3.0058	2.9955	0.	2.522e-004
13	5.6561	4.2987	0.	1.7356e-004
14	9.4093	2.1148	0.	1.2564e-004
15	8.8473	2.4774	0.	1.918e-004
16	10.24	1.3496	0.	9.8447e-005
17	10.24	1.3496	0.1	2.7991e-004
18	8.8473	2.4774	0.1	4.3435e-004
19	9.4093	2.1148	0.1	3.5951e-004
20	5.6561	4.2987	0.1	4.2364e-004
21	3.0058	2.9955	0.1	3.6772e-004
22	10.151	4.0544	0.1	2.8087e-004
23	12.125	2.7425	0.1	2.4543e-004
24	16.083	3.	0.1	1.768e-004
25	20.042	3.	0.1	8.8769e-005
26	8.3277	2.8017	0.1	7.2888e-004
27	7.5933	3.0141	0.1	5.8134e-004
28	6.3914	2.9839	0.1	3.3284e-004
29	5.7027	1.749	0.1	4.2452e-004
30	8.8742	3.2876	0.1	5.3564e-004
31	8.1106	2.5871	0.1	9.5709e-004
32	8.0545	3.0528	0.1	8.834e-004
33	24.	6.	0.1	4.8203e-005
34	24.	3.	0.1	4.6785e-005
35	24.	0.	0.1	4.8365e-005
36	20.042	6.	0.1	8.9244e-005
37	20.042	0.	0.1	8.9558e-005
38	16.083	6.	0.1	1.7919e-004
39	16.083	0.	0.1	1.7563e-004
40	8.	0.	0.1	3.5992e-004
41	8.	1.	0.1	4.0051e-004
42	8.	2.	0.1	1.491e-003
43	8.	1.5	0.1	7.9757e-004
44	0.	0.	0.1	4.4695e-004
45	2.6226e-014	3.	0.1	4.9309e-004
46	3.937e-014	6.	0.1	4.4635e-004
47	6.	9.0989e-031	0.1	3.8085e-004
48	4.	6.0659e-031	0.1	3.7652e-004
49	4.	6.	0.1	3.7825e-004
50	6.	6.	0.1	3.7828e-004
51	8.	6.	0.1	3.5144e-004
52	8.	5.	0.1	3.854e-004
53	8.1667	2.	0.1	1.4466e-003
54	8.1667	4.5	0.1	6.0486e-004
55	8.1667	4.	0.1	1.2548e-003
56	8.1667	1.5	0.1	5.9281e-004
57	8.1667	1.	0.1	3.8932e-004
58	8.1667	0.	0.1	2.2618e-004
59	12.125	0.	0.1	2.5221e-004
60	10.146	0.	0.1	2.2436e-004
61	12.125	6.	0.1	2.4992e-004
62	8.	4.	0.1	1.5357e-003
63	8.	4.5	0.1	8.0246e-004
64	10.146	6.	0.1	2.4977e-004
65	8.1667	6.	0.1	2.238e-004
66	8.1667	5.	0.1	4.0269e-004
67	6.	6.	0.	1.3595e-004
68	4.	6.	0.	2.6571e-004
69	8.	6.	0.	1.5695e-004
70	3.937e-014	6.	0.	1.2327e-005
71	4.	6.0659e-031	0.	2.6723e-004
72	6.	9.0989e-031	0.	1.3968e-004
73	8.	0.	0.	1.6093e-004
74	0.	0.	0.	1.0548e-005
75	10.146	0.	0.	1.0132e-004
76	12.125	0.	0.	8.7774e-005
77	16.083	0.	0.	6.303e-005
78	20.042	0.	0.	3.3893e-005
79	8.1667	0.	0.	6.3819e-005
