Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	5.0893	2.5213	0.	420.
2	5.4139	3.3868	0.	379.28
3	6.3312	2.6784	0.	4.5517
4	6.1686	3.7403	0.	6.4047
5	4.5241	2.0111	0.	511.45
6	9.176	2.7749	0.	12.17
7	4.8671	3.1049	0.	170.08
8	5.325	2.6032	0.	427.58
9	22.09	2.0488	0.	8.5112
10	22.127	4.0267	0.	8.5149
11	20.311	4.1459	0.	7.7523
12	18.448	4.3472	0.	7.3026
13	16.524	4.3781	0.	6.9082
14	14.655	4.3472	0.	4.2962
15	12.758	4.3987	0.	-2.5001
16	10.858	4.4461	0.	1.0095
17	8.9502	4.3991	0.	12.964
18	7.6272	3.6505	0.	39.794
19	6.7658	4.3403	0.	-29.521
20	7.3258	1.1503	0.	48.69
21	9.1385	1.3406	0.	21.497
22	10.89	1.3775	0.	-5.0687
23	12.764	1.4596	0.	0.46411
24	14.636	1.4671	0.	3.91
25	16.504	1.4895	0.	5.5653
26	18.38	1.6596	0.	5.8306
27	20.186	2.1729	0.	4.9406
28	3.5618	1.5805	0.	17.47
29	2.0779	2.2326	0.	300.62
30	1.6064	4.1896	0.	342.47
31	3.2207	4.68	0.	-73.65
32	4.6264	2.9034	0.	123.67
33	4.1338	3.2813	0.	59.158
34	5.8046	3.0752	0.	105.47
35	6.6678	3.3673	0.	34.152
36	7.3958	2.3562	0.	-52.085
37	18.349	2.8487	0.	5.8322
38	16.497	2.9562	0.	6.367
39	14.635	2.9328	0.	3.8365
40	12.749	2.9137	0.	-2.7515
41	10.863	2.906	0.	2.9175
42	3.5884	3.7057	0.	-76.494
43	7.0848	5.1647	0.	89.998
44	7.0848	5.1647	0.1	668.83
45	3.5884	3.7057	0.1	1251.3
46	10.863	2.906	0.1	505.69
47	12.749	2.9137	0.1	375.39
48	14.635	2.9328	0.1	263.03
49	16.497	2.9562	0.1	171.5
50	18.349	2.8487	0.1	104.63
51	7.3958	2.3562	0.1	750.99
52	6.6678	3.3673	0.1	797.15
53	5.8046	3.0752	0.1	1780.2
54	4.1338	3.2813	0.1	1347.6
55	4.6264	2.9034	0.1	1594.8
56	3.2207	4.68	0.1	1144.2
57	1.6064	4.1896	0.1	1230.8
58	2.0779	2.2326	0.1	1188.
59	3.5618	1.5805	0.1	1061.
60	20.186	2.1729	0.1	54.792
61	18.38	1.6596	0.1	102.43
62	16.504	1.4895	0.1	171.57
63	14.636	1.4671	0.1	263.37
64	12.764	1.4596	0.1	373.93
65	10.89	1.3775	0.1	504.46
66	9.1385	1.3406	0.1	618.82
67	7.3258	1.1503	0.1	627.44
68	6.7658	4.3403	0.1	828.03
69	7.6272	3.6505	0.1	775.3
70	8.9502	4.3991	0.1	611.
71	10.858	4.4461	0.1	506.74
72	12.758	4.3987	0.1	377.56
73	14.655	4.3472	0.1	262.35
74	16.524	4.3781	0.1	170.64
75	18.448	4.3472	0.1	98.758
76	20.311	4.1459	0.1	46.073
77	22.127	4.0267	0.1	17.154
78	22.09	2.0488	0.1	17.518
79	5.325	2.6032	0.1	1936.4
80	4.8671	3.1049	0.1	2001.3
81	9.176	2.7749	0.1	623.14
82	4.5241	2.0111	0.1	1154.1
83	6.1686	3.7403	0.1	1194.1
84	6.3312	2.6784	0.1	1171.4
85	5.4139	3.3868	0.1	1788.3
86	5.0893	2.5213	0.1	2276.3
87	5.2667	5.	0.1	811.51
88	5.2667	4.5	0.1	1408.6
89	5.2667	4.	0.1	3805.1
90	5.1	4.	0.1	3981.2
