Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.0893,2.5213,0,0.0002533,2531.3,0.00011559,420,6.6189e-05,48.835,-0.00024327,-2276.3,0.033836
2,5.4139,3.3868,0,0.000203,2028.6,9.488e-05,379.28,5.2986e-05,64.504,-0.00019361,-1788.3,0.038728
3,6.3312,2.6784,0,0.00011265,1125.7,4.2564e-05,4.5517,2.8151e-05,-103.74,-0.00011394,-1171.4,0.054497
4,6.1686,3.7403,0,0.00011593,1158.5,4.2801e-05,6.4047,3.0951e-05,-82.626,-0.00011697,-1194.1,0.05136
5,4.5241,2.0111,0,0.0001477,1476,8.9561e-05,511.45,2.0405e-05,-8.1644,-0.00013211,-1154.1,0.02623
6,9.176,2.7749,0,6.1687e-05,616.45,2.2703e-05,12.17,1.7426e-05,-27.479,-6.1852e-05,-623.14,0.11399
7,4.8671,3.1049,0,0.00020518,2050.4,8.6361e-05,170.08,5.0619e-05,-98.47,-0.00020263,-2001.3,0.03102
8,5.325,2.6032,0,0.00022069,2205.4,0.00010456,427.58,5.639e-05,65.619,-0.00021006,-1936.4,0.037346
9,22.09,2.0488,0,2.2605e-06,22.59,1.5303e-06,8.5112,-5.9409e-09,-3.0315,-1.9339e-06,-17.518,0.46805
10,22.127,4.0267,0,2.2305e-06,22.29,1.5074e-06,8.5149,1.6145e-08,-2.6897,-1.909e-06,-17.154,0.46914
11,20.311,4.1459,0,4.9571e-06,49.537,2.3764e-06,7.7523,1.0255e-06,-2.3979,-4.7873e-06,-46.073,0.41598
12,18.448,4.3472,0,1.0202e-05,101.95,4.0412e-06,7.3026,2.8711e-06,-1.4895,-1.0075e-05,-98.758,0.36176
13,16.524,4.3781,0,1.7331e-05,173.19,6.3984e-06,6.9082,5.189e-06,-2.1781,-1.7232e-05,-170.64,0.30648
14,14.655,4.3472,0,2.6354e-05,263.35,9.1729e-06,4.2962,8.2803e-06,-2.4106,-2.6315e-05,-262.35,0.25402
15,12.758,4.3987,0,3.74e-05,373.74,1.2388e-05,-2.5001,1.2035e-05,-5.1473,-3.7529e-05,-377.56,0.2026
16,10.858,4.4461,0,5.0261e-05,502.27,1.717e-05,1.0095,1.5685e-05,-10.152,-5.0407e-05,-506.74,0.15382
17,8.9502,4.3991,0,5.929e-05,592.49,2.3325e-05,12.964,1.4141e-05,-56.036,-5.972e-05,-611,0.10853
18,7.6272,3.6505,0,7.8624e-05,785.7,3.0335e-05,39.794,2.2014e-05,-22.724,-7.8147e-05,-775.3,0.080016
19,6.7658,4.3403,0,7.4727e-05,746.75,2.9243e-05,-29.521,1.3613e-05,-146.96,-7.7033e-05,-828.03,0.062305
20,7.3258,1.1503,0,6.5009e-05,649.65,2.5856e-05,48.69,1.8313e-05,-7.9851,-6.4131e-05,-627.44,0.0732
21,9.1385,1.3406,0,6.3232e-05,631.88,2.2445e-05,21.497,2.0154e-05,4.2876,-6.2776e-05,-618.82,0.11265
22,10.89,1.3775,0,4.9867e-05,498.33,1.6389e-05,-5.0687,1.6105e-05,-7.2059,-5.0076e-05,-504.46,0.15453
23,12.764,1.4596,0,3.7413e-05,373.87,1.2414e-05,0.46411,1.2275e-05,-0.57991,-3.7415e-05,-373.93,0.20274
24,14.636,1.4671,0,2.6476e-05,264.58,9.1404e-06,3.91,8.4104e-06,-1.5752,-2.6432e-05,-263.37,0.25346
25,16.504,1.4895,0,1.7311e-05,172.99,6.3232e-06,5.5653,5.1773e-06,-3.0447,-1.7252e-05,-171.57,0.30589
26,18.38,1.6596,0,1.0489e-05,104.82,4.0136e-06,5.8306,3.0463e-06,-1.4369,-1.0396e-05,-102.43,0.3598
27,20.186,2.1729,0,5.553e-06,55.491,2.4638e-06,4.9406,1.1615e-06,-4.844,-5.4862e-06,-54.792,0.41236
28,3.5618,1.5805,0,0.00010613,1060.6,3.7423e-05,17.47,3.2528e-05,-19.304,-0.00010611,-1061,0.016188
29,2.0779,2.2326,0,0.00013119,1311,7.6084e-05,300.62,8.7823e-06,-205.06,-0.00012203,-1188,0.0057397
30,1.6064,4.1896,0,0.00013865,1385.5,8.1261e-05,342.47,1.0099e-05,-192.22,-0.00012812,-1230.8,0.0033766
31,3.2207,4.68,0,0.00010586,1057.9,3.3698e-05,-73.65,3.0269e-05,-99.415,-0.00010878,-1144.2,0.013074
32,4.6264,2.9034,0,0.00016203,1619.2,6.8269e-05,123.67,3.8804e-05,-97.721,-0.00016045,-1594.8,0.027973
33,4.1338,3.2813,0,0.00013215,1320.6,5.4861e-05,59.158,2.9093e-05,-134.45,-0.00013236,-1347.6,0.022273
34,5.8046,3.0752,0,0.00018418,1840.5,6.8959e-05,105.47,5.6461e-05,11.568,-0.00018201,-1780.2,0.045172
35,6.6678,3.3673,0,8.0966e-05,809.1,3.0146e-05,34.152,2.3971e-05,-12.244,-8.0494e-05,-797.15,0.060865
36,7.3958,2.3562,0,6.7554e-05,675.08,2.2976e-05,-52.085,1.6254e-05,-102.59,-7.0044e-05,-750.99,0.075275
37,18.349,2.8487,0,1.0606e-05,105.99,4.1637e-06,5.8322,2.8845e-06,-3.7795,-1.0538e-05,-104.63,0.35896
38,16.497,2.9562,0,1.7326e-05,173.14,6.4163e-06,6.367,5.102e-06,-3.5084,-1.7256e-05,-171.5,0.30586
39,14.635,2.9328,0,2.6401e-05,263.83,9.1468e-06,3.8365,8.3257e-06,-2.3328,-2.637e-05,-263.03,0.25364
40,12.749,2.9137,0,3.7271e-05,372.46,1.2224e-05,-2.7515,1.2175e-05,-3.1234,-3.7371e-05,-375.39,0.20261
41,10.863,2.906,0,4.9877e-05,498.43,1.7589e-05,2.9175,1.4791e-05,-18.112,-5.0102e-05,-505.69,0.15425
42,3.5884,3.7057,0,0.0001127,1126.3,3.9643e-05,-76.494,2.5743e-05,-180.94,-0.00011672,-1251.3,0.016749
43,7.0848,5.1647,0,7.2211e-05,721.61,3.0807e-05,89.998,1.9981e-05,8.6607,-7.0187e-05,-668.83,0.068012
44,7.0848,5.1647,0.1,7.2211e-05,721.61,7.0187e-05,668.83,-1.9981e-05,-8.6607,-3.0807e-05,-89.998,0.068012
45,3.5884,3.7057,0.1,0.0001127,1126.3,0.00011672,1251.3,-2.5743e-05,180.94,-3.9643e-05,76.495,0.016749
46,10.863,2.906,0.1,4.9877e-05,498.43,5.0102e-05,505.69,-1.4791e-05,18.112,-1.7589e-05,-2.9175,0.15425
47,12.749,2.9137,0.1,3.7271e-05,372.46,3.7371e-05,375.39,-1.2175e-05,3.1234,-1.2224e-05,2.7515,0.20261
48,14.635,2.9328,0.1,2.6401e-05,263.83,2.637e-05,263.03,-8.3257e-06,2.3328,-9.1468e-06,-3.8365,0.25364
49,16.497,2.9562,0.1,1.7326e-05,173.14,1.7256e-05,171.5,-5.102e-06,3.5084,-6.4163e-06,-6.367,0.30586
50,18.349,2.8487,0.1,1.0606e-05,105.99,1.0538e-05,104.63,-2.8845e-06,3.7795,-4.1637e-06,-5.8322,0.35896
51,7.3958,2.3562,0.1,6.7554e-05,675.08,7.0044e-05,750.99,-1.6254e-05,102.59,-2.2976e-05,52.085,0.075275
52,6.6678,3.3673,0.1,8.0966e-05,809.1,8.0494e-05,797.15,-2.3971e-05,12.244,-3.0146e-05,-34.152,0.060865
53,5.8046,3.0752,0.1,0.00018418,1840.5,0.00018201,1780.2,-5.6461e-05,-11.568,-6.8959e-05,-105.47,0.045172
54,4.1338,3.2813,0.1,0.00013215,1320.6,0.00013236,1347.6,-2.9093e-05,134.45,-5.4861e-05,-59.158,0.022273
55,4.6264,2.9034,0.1,0.00016203,1619.2,0.00016045,1594.8,-3.8804e-05,97.721,-6.8269e-05,-123.67,0.027973
56,3.2207,4.68,0.1,0.00010586,1057.9,0.00010878,1144.2,-3.0269e-05,99.415,-3.3698e-05,73.65,0.013074
57,1.6064,4.1896,0.1,0.00013865,1385.5,0.00012812,1230.8,-1.0099e-05,192.22,-8.1261e-05,-342.47,0.0033766
58,2.0779,2.2326,0.1,0.00013119,1311,0.00012203,1188,-8.7823e-06,205.06,-7.6084e-05,-300.62,0.0057397
59,3.5618,1.5805,0.1,0.00010613,1060.6,0.00010611,1061,-3.2528e-05,19.304,-3.7423e-05,-17.47,0.016188
60,20.186,2.1729,0.1,5.553e-06,55.491,5.4862e-06,54.792,-1.1615e-06,4.844,-2.4638e-06,-4.9406,0.41236
61,18.38,1.6596,0.1,1.0489e-05,104.82,1.0396e-05,102.43,-3.0463e-06,1.4369,-4.0136e-06,-5.8306,0.3598
62,16.504,1.4895,0.1,1.7311e-05,172.99,1.7252e-05,171.57,-5.1773e-06,3.0447,-6.3232e-06,-5.5653,0.30589
63,14.636,1.4671,0.1,2.6476e-05,264.58,2.6432e-05,263.37,-8.4104e-06,1.5752,-9.1404e-06,-3.91,0.25346
64,12.764,1.4596,0.1,3.7413e-05,373.87,3.7415e-05,373.93,-1.2275e-05,0.57991,-1.2414e-05,-0.4641,0.20274
65,10.89,1.3775,0.1,4.9867e-05,498.33,5.0076e-05,504.46,-1.6105e-05,7.2059,-1.6389e-05,5.0687,0.15453
66,9.1385,1.3406,0.1,6.3232e-05,631.88,6.2776e-05,618.82,-2.0154e-05,-4.2876,-2.2445e-05,-21.497,0.11265
67,7.3258,1.1503,0.1,6.5009e-05,649.65,6.4131e-05,627.44,-1.8313e-05,7.9851,-2.5856e-05,-48.69,0.0732
68,6.7658,4.3403,0.1,7.4727e-05,746.75,7.7033e-05,828.03,-1.3613e-05,146.96,-2.9243e-05,29.521,0.062305
69,7.6272,3.6505,0.1,7.8624e-05,785.7,7.8147e-05,775.3,-2.2014e-05,22.724,-3.0335e-05,-39.794,0.080016
70,8.9502,4.3991,0.1,5.929e-05,592.49,5.972e-05,611,-1.4141e-05,56.036,-2.3325e-05,-12.964,0.10853
71,10.858,4.4461,0.1,5.0261e-05,502.27,5.0407e-05,506.74,-1.5685e-05,10.152,-1.717e-05,-1.0095,0.15382
72,12.758,4.3987,0.1,3.74e-05,373.74,3.7529e-05,377.56,-1.2035e-05,5.1473,-1.2388e-05,2.5001,0.2026
73,14.655,4.3472,0.1,2.6354e-05,263.35,2.6315e-05,262.35,-8.2803e-06,2.4106,-9.1729e-06,-4.2962,0.25402
74,16.524,4.3781,0.1,1.7331e-05,173.19,1.7232e-05,170.64,-5.189e-06,2.1781,-6.3984e-06,-6.9082,0.30648
75,18.448,4.3472,0.1,1.0202e-05,101.95,1.0075e-05,98.758,-2.8711e-06,1.4895,-4.0412e-06,-7.3026,0.36176
76,20.311,4.1459,0.1,4.9571e-06,49.537,4.7873e-06,46.073,-1.0255e-06,2.3979,-2.3764e-06,-7.7523,0.41598
77,22.127,4.0267,0.1,2.2305e-06,22.29,1.909e-06,17.154,-1.6146e-08,2.6897,-1.5074e-06,-8.5149,0.46914
78,22.09,2.0488,0.1,2.2605e-06,22.59,1.9339e-06,17.518,5.9405e-09,3.0315,-1.5303e-06,-8.5112,0.46805
79,5.325,2.6032,0.1,0.00022069,2205.4,0.00021006,1936.4,-5.639e-05,-65.619,-0.00010456,-427.58,0.037346
80,4.8671,3.1049,0.1,0.00020518,2050.4,0.00020263,2001.3,-5.0619e-05,98.47,-8.6361e-05,-170.08,0.03102
81,9.176,2.7749,0.1,6.1687e-05,616.45,6.1852e-05,623.14,-1.7426e-05,27.479,-2.2703e-05,-12.17,0.11399
