Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	5.4775	3.1391	0.	-1.9326e-004
2	4.728	2.8582	0.	-1.3318e-004
3	6.2784	2.9431	0.	-1.0128e-004
4	3.5818	2.4918	0.	-9.7777e-005
5	5.7264	2.893	0.	-1.3768e-004
6	5.2796	2.9226	0.	-2.022e-004
7	5.4813	2.5347	0.	-2.7144e-004
8	21.324	3.1515	0.	-3.3866e-006
9	18.648	3.3031	0.	-9.6364e-006
10	15.971	3.3031	0.	-1.9733e-005
11	13.295	3.3031	0.	-3.4195e-005
12	10.619	3.1515	0.	-5.1425e-005
13	7.9388	3.0225	0.	-4.4262e-005
14	2.1852	3.6476	0.	-1.0055e-004
15	2.1852	3.6476	0.1	-6.9271e-005
16	7.9388	3.0225	0.1	-2.7667e-005
17	10.619	3.1515	0.1	-2.1291e-005
18	13.295	3.3031	0.1	-1.1475e-005
19	15.971	3.3031	0.1	-6.405e-006
20	18.648	3.3031	0.1	-3.7681e-006
21	21.324	3.1515	0.1	-1.8203e-006
22	5.4813	2.5347	0.1	-8.4673e-005
23	5.2796	2.9226	0.1	-1.0162e-004
24	5.7264	2.893	0.1	-7.7931e-005
25	3.5818	2.4918	0.1	-4.0041e-005
26	6.2784	2.9431	0.1	-4.8007e-005
27	4.728	2.8582	0.1	-1.0446e-004
28	5.4775	3.1391	0.1	-8.2657e-005
29	5.2667	5.	0.1	-3.3165e-005
30	5.2667	4.5	0.1	-6.2855e-005
31	5.2667	4.	0.1	-9.0192e-005
32	5.1	4.	0.1	-1.3058e-004
33	5.1	4.5	0.1	-9.4508e-005
34	5.1	5.	0.1	-4.2797e-005
35	5.2667	1.	0.1	-4.7139e-005
36	5.2667	1.5	0.1	-6.7877e-005
37	5.2667	2.	0.1	-2.1447e-004
38	5.1	2.	0.1	-1.4812e-004
39	5.1	1.5	0.1	-7.7325e-005
40	5.1	1.	0.1	-4.2594e-005
41	5.2667	6.	0.1	-9.1681e-006
42	7.9429	6.	0.1	-2.1925e-005
43	10.619	6.	0.1	-2.1078e-005
44	13.295	6.	0.1	-1.1211e-005
45	15.971	6.	0.1	-6.5481e-006
46	18.648	6.	0.1	-4.1101e-006
