Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	8.19	3.3764	0.	9.1505e-004
2	6.5753	2.9666	0.	3.7156e-004
3	9.628	2.908	0.	2.9729e-004
4	6.0555	1.5094	0.	4.5281e-004
5	7.9981	3.1952	0.	8.5787e-004
6	8.54	2.7732	0.	7.2689e-004
7	20.079	3.0002	0.	8.8367e-005
8	16.231	3.0013	0.	1.7102e-004
9	13.106	3.0042	0.	1.9252e-004
10	10.319	4.3177	0.	3.0874e-004
11	3.1813	2.9634	0.	4.0344e-004
12	5.7221	4.1835	0.	4.0833e-004
13	7.4944	3.0133	0.	6.2841e-004
14	8.1002	2.531	0.	1.0153e-003
15	8.1702	2.786	0.	8.1741e-004
16	7.776	2.809	0.	7.7032e-004
17	10.409	1.6891	0.	2.9105e-004
18	10.409	1.6891	0.1	2.9105e-004
19	7.776	2.809	0.1	7.7032e-004
20	8.1702	2.786	0.1	8.1741e-004
21	8.1002	2.531	0.1	1.0153e-003
22	7.4944	3.0133	0.1	6.2841e-004
23	5.7221	4.1835	0.1	4.0833e-004
24	3.1813	2.9634	0.1	4.0344e-004
25	10.319	4.3177	0.1	3.0874e-004
26	13.106	3.0042	0.1	1.9252e-004
27	16.231	3.0013	0.1	1.7102e-004
28	20.079	3.0002	0.1	8.8367e-005
29	8.54	2.7732	0.1	7.2689e-004
30	7.9981	3.1952	0.1	8.5787e-004
31	6.0555	1.5094	0.1	4.5281e-004
32	9.628	2.908	0.1	2.9729e-004
33	6.5753	2.9666	0.1	3.7156e-004
34	8.19	3.3764	0.1	9.1505e-004
35	8.1667	5.	0.1	3.2009e-004
36	8.1667	4.5	0.1	3.8406e-004
37	8.1667	4.	0.1	1.2158e-003
38	8.	4.	0.1	1.4303e-003
39	8.	4.5	0.1	8.121e-004
40	8.	5.	0.1	4.0652e-004
41	8.1667	1.	0.1	3.0842e-004
42	8.1667	1.5	0.1	7.6908e-004
43	8.1667	2.	0.1	1.5697e-003
44	8.	2.	0.1	1.2472e-003
45	8.	1.5	0.1	4.7477e-004
46	8.	1.	0.1	3.5737e-004
47	8.1667	6.	0.1	2.6237e-004
48	10.146	6.	0.1	2.4557e-004
49	12.125	6.	0.1	2.0123e-004
50	16.083	6.	0.1	1.7305e-004
51	20.042	6.	0.1	9.1133e-005
