Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	8.19	3.3764	0.	9144.2
2	6.5753	2.9666	0.	3713.
3	9.628	2.908	0.	2970.8
4	6.0555	1.5094	0.	4525.
5	7.9981	3.1952	0.	8572.7
6	8.54	2.7732	0.	7263.9
7	20.079	3.0002	0.	883.06
8	16.231	3.0013	0.	1709.
9	13.106	3.0042	0.	1923.8
10	10.319	4.3177	0.	3085.2
11	3.1813	2.9634	0.	4031.6
12	5.7221	4.1835	0.	4080.5
13	7.4944	3.0133	0.	6279.7
14	8.1002	2.531	0.	10146
15	8.1702	2.786	0.	8168.5
16	7.776	2.809	0.	7697.9
17	10.409	1.6891	0.	2908.5
18	10.409	1.6891	0.1	2908.5
19	7.776	2.809	0.1	7697.9
20	8.1702	2.786	0.1	8168.5
21	8.1002	2.531	0.1	10146
22	7.4944	3.0133	0.1	6279.7
23	5.7221	4.1835	0.1	4080.5
24	3.1813	2.9634	0.1	4031.6
25	10.319	4.3177	0.1	3085.2
26	13.106	3.0042	0.1	1923.8
27	16.231	3.0013	0.1	1709.
28	20.079	3.0002	0.1	883.06
29	8.54	2.7732	0.1	7263.9
30	7.9981	3.1952	0.1	8572.7
31	6.0555	1.5094	0.1	4525.
32	9.628	2.908	0.1	2970.8
33	6.5753	2.9666	0.1	3713.
34	8.19	3.3764	0.1	9144.2
35	8.1667	5.	0.1	3198.7
36	8.1667	4.5	0.1	3837.9
37	8.1667	4.	0.1	12150
38	8.	4.	0.1	14293
39	8.	4.5	0.1	8115.4
40	8.	5.	0.1	4062.4
41	8.1667	1.	0.1	3082.1
42	8.1667	1.5	0.1	7685.5
43	8.1667	2.	0.1	15686
44	8.	2.	0.1	12464
45	8.	1.5	0.1	4744.4
46	8.	1.	0.1	3571.2
47	8.1667	6.	0.1	2621.9
48	10.146	6.	0.1	2454.
49	12.125	6.	0.1	2010.9
50	16.083	6.	0.1	1729.4
51	20.042	6.	0.1	910.7
52	24.	6.	0.1	490.19
53	24.	3.	0.1	458.71
54	2.6226e-014	3.	0.1	3693.4
55	24.	0.	0.1	489.89
56	20.042	0.	0.1	908.01
57	16.083	0.	0.1	1739.2
58	12.125	0.	0.1	2022.1
59	10.146	0.	0.1	2396.9
60	8.1667	0.	0.1	2687.3
61	8.	0.	0.1	3827.
