Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.1,6,0.1,2.0806e-05,207.92,2.048e-05,198.74,-6.4472e-06,-3.5821,-7.8813e-06,-14.358,0.030956
2,3.937e-14,6,0.1,9.0847e-05,907.85,9.2446e-05,1056.4,1.9157e-06,376.15,-4.4756e-05,25.478,0
3,2.55,6,0.1,0.00012648,1263.9,0.00012713,1283.8,-3.8981e-05,35.631,-4.3105e-05,4.6477,0.0077521
4,5.1,6,0,1.9158e-05,191.44,7.9152e-06,18.156,5.2231e-06,-2.0713,-1.8804e-05,-182.6,0.030957
5,3.937e-14,6,0,8.8441e-05,883.8,4.2538e-05,-29.72,-4.0805e-20,-349.33,-9.0441e-05,-1028.9,0
6,2.55,6,0,0.00012643,1263.5,4.3261e-05,-1.8005,3.8937e-05,-34.29,-0.00012702,-1281.2,0.0077521
7,5.1,0,0.1,2.248e-05,224.65,2.1391e-05,198.93,-5.1514e-06,-0.50157,-1.1001e-05,-44.45,0.031037
8,5.1,0,0,2.5907e-05,258.89,9.7947e-06,30.118,9.1995e-06,25.646,-2.4956e-05,-230.98,0.031037
9,0,0,0.1,0.00010168,1016.1,9.3853e-05,943.55,-5.1102e-20,238.38,-6.1165e-05,-221.19,0
10,2.55,0,0.1,0.0001262,1261.1,0.00012722,1294.4,-3.5442e-05,72.177,-4.5365e-05,-2.383,0.0077417
11,0,0,0,9.7335e-05,972.68,5.0593e-05,24.189,-2.4426e-06,-374.3,-9.6959e-05,-1084.5,0
12,2.55,0,0,0.00012764,1275.5,4.6188e-05,1.5581,3.5226e-05,-80.804,-0.00012879,-1313.1,0.0077417
13,5.2667,0,0.1,1.3372e-05,133.62,1.2549e-05,110.97,-4.0175e-06,-13.502,-6.2435e-06,-30.227,0.03455
14,5.2667,0,0,9.9474e-06,99.405,5.8186e-06,29.215,1.2768e-06,-4.9097,-9.0841e-06,-82.758,0.034551
15,24,0,0,5.9034e-07,5.8993,5.7126e-07,5.3464,-1.9661e-07,-0.42307,-2.301e-07,-0.67475,0.54691
16,8.3889,0,0,6.774e-05,676.94,2.3211e-05,-0.33985,2.0863e-05,-17.987,-6.8035e-05,-685.93,0.10029
17,11.511,0,0,4.4308e-05,442.77,1.6368e-05,19.28,1.3401e-05,-3.0179,-4.3989e-05,-434.22,0.17853
18,14.633,0,0,2.6657e-05,266.39,9.6365e-06,9.559,8.2407e-06,-0.92814,-2.6495e-05,-261.92,0.26529
19,17.756,0,0,1.4099e-05,140.89,5.0821e-06,4.9981,4.3786e-06,-0.2879,-1.4011e-05,-138.46,0.35714
20,20.878,0,0,4.948e-06,49.446,2.9611e-06,16.749,7.301e-07,-0.013479,-4.4452e-06,-38.899,0.4516
21,24,0,0.1,4.4566e-07,4.4535,2.0446e-07,0.44407,8.476e-08,-0.45531,-4.3898e-07,-4.3905,0.54691
22,8.3889,0,0.1,6.8197e-05,681.5,6.8566e-05,692.72,-2.0885e-05,20.62,-2.3336e-05,2.2018,0.10029
23,11.511,0,0.1,4.2415e-05,423.86,4.1999e-05,412.45,-1.2907e-05,-0.093364,-1.5806e-05,-21.874,0.17853
24,14.633,0,0.1,2.6511e-05,264.93,2.6338e-05,260.13,-8.2222e-06,0.45522,-9.5818e-06,-9.7605,0.26529
25,17.756,0,0.1,1.4299e-05,142.89,1.417e-05,139.22,-4.5088e-06,-1.1237,-5.1698e-06,-6.0899,0.35714
26,20.878,0,0.1,5.0766e-06,50.731,4.6494e-06,41.422,-8.8703e-07,-0.1765,-2.8727e-06,-15.096,0.4516
27,5.1,4,0.1,0.0003768,3765.4,0.00037193,3743.4,-6.8452e-05,434.51,-0.00017337,-353.78,0.035749
28,1.9685e-14,3,0.1,0.00011195,1118.7,0.00014866,2197.7,3.0797e-07,1083.1,-7.6548e-07,1075,0
29,5.1,2,0.1,0.00040855,4082.7,0.00041057,4265.8,-6.9073e-05,661.99,-0.00017955,-168.12,0.035763
30,5.2667,2,0.1,0.00026499,2648.1,0.00025975,2560.1,-5.5686e-05,190,-0.00012064,-298.05,0.03834
31,24,6,0.1,5.1411e-07,5.1375,2.3743e-07,1.0605,1.4944e-07,0.39938,-4.8607e-07,-4.3756,0.5469
32,24,3,0.1,3.0665e-06,30.644,1.3774e-06,5.2374,8.5765e-07,1.3323,-2.936e-06,-27.172,0.54713
33,5.2667,6,0.1,1.0619e-05,106.12,9.7426e-06,90.165,-1.2218e-06,7.7824,-6.1947e-06,-29.582,0.034459
34,20.878,6,0.1,4.8526e-06,48.493,4.4293e-06,38.973,-9.032e-07,-1.0934,-2.7455e-06,-14.936,0.45157
35,17.756,6,0.1,1.4168e-05,141.58,1.4048e-05,138.16,-4.4698e-06,-0.97419,-5.106e-06,-5.7537,0.35713
36,14.633,6,0.1,2.4899e-05,248.82,2.4671e-05,242.8,-7.3829e-06,1.9577,-9.4132e-06,-13.297,0.26527
37,11.511,6,0.1,4.2634e-05,426.05,4.2266e-05,416.24,-1.2759e-05,2.7978,-1.5978e-05,-21.386,0.17851
38,8.3889,6,0.1,6.7828e-05,677.81,6.8086e-05,686.07,-2.0419e-05,21.08,-2.374e-05,-3.8732,0.10032
39,5.2667,4,0.1,0.00033945,3392.2,0.00033572,3338.3,-7.8091e-05,229.06,-0.00014576,-279.42,0.038323
40,5.1,4,0,0.00032874,3285.1,0.00014149,349.14,8.2739e-05,-92.318,-0.00032214,-3134.4,0.035748
41,5.2667,4,0,0.00030179,3015.8,0.00013586,274.21,5.9848e-05,-296.94,-0.00029809,-2986.4,0.038322
42,5.2667,6,0,1.6875e-05,168.63,7.7837e-06,36.422,5.08e-06,16.107,-1.5889e-05,-141.44,0.034459
43,24,6,0,3.8518e-07,3.8492,3.5442e-07,3.4193,-2.1677e-08,0.59339,-2.2905e-07,-0.96469,0.5469
44,20.878,6,0,4.9602e-06,49.568,2.8713e-06,16.299,8.9368e-07,1.4398,-4.4884e-06,-38.999,0.45157
45,17.756,6,0,1.4097e-05,140.87,5.0681e-06,5.078,4.4085e-06,0.12189,-1.4002e-05,-138.21,0.35713
46,14.633,6,0,2.75e-05,274.81,9.7811e-06,6.9733,8.5102e-06,-2.5758,-2.7413e-05,-272.48,0.26527
