Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	5.1	6.	0.1	2.048e-005
2	3.937e-014	6.	0.1	9.2446e-005
3	2.55	6.	0.1	1.2713e-004
4	5.1	6.	0.	7.9152e-006
5	3.937e-014	6.	0.	4.2538e-005
6	2.55	6.	0.	4.3261e-005
7	5.1	0.	0.1	2.1391e-005
8	5.1	0.	0.	9.7947e-006
9	0.	0.	0.1	9.3853e-005
10	2.55	0.	0.1	1.2722e-004
11	0.	0.	0.	5.0593e-005
12	2.55	0.	0.	4.6188e-005
13	5.2667	0.	0.1	1.2549e-005
14	5.2667	0.	0.	5.8186e-006
15	24.	0.	0.	5.7126e-007
16	8.3889	0.	0.	2.3211e-005
17	11.511	0.	0.	1.6368e-005
18	14.633	0.	0.	9.6365e-006
19	17.756	0.	0.	5.0821e-006
20	20.878	0.	0.	2.9611e-006
21	24.	0.	0.1	2.0446e-007
22	8.3889	0.	0.1	6.8566e-005
23	11.511	0.	0.1	4.1999e-005
24	14.633	0.	0.1	2.6338e-005
25	17.756	0.	0.1	1.417e-005
26	20.878	0.	0.1	4.6494e-006
27	5.1	4.	0.1	3.7193e-004
28	1.9685e-014	3.	0.1	1.4866e-004
29	5.1	2.	0.1	4.1057e-004
30	5.2667	2.	0.1	2.5975e-004
31	24.	6.	0.1	2.3743e-007
32	24.	3.	0.1	1.3774e-006
33	5.2667	6.	0.1	9.7426e-006
34	20.878	6.	0.1	4.4293e-006
35	17.756	6.	0.1	1.4048e-005
36	14.633	6.	0.1	2.4671e-005
37	11.511	6.	0.1	4.2266e-005
38	8.3889	6.	0.1	6.8086e-005
39	5.2667	4.	0.1	3.3572e-004
40	5.1	4.	0.	1.4149e-004
41	5.2667	4.	0.	1.3586e-004
42	5.2667	6.	0.	7.7837e-006
43	24.	6.	0.	3.5442e-007
44	20.878	6.	0.	2.8713e-006
45	17.756	6.	0.	5.0681e-006
46	14.633	6.	0.	9.7811e-006
47	11.511	6.	0.	1.6086e-005
48	8.3889	6.	0.	2.3807e-005
49	24.	3.	0.	2.9406e-006
50	5.2667	2.	0.	1.2422e-004
51	5.1	2.	0.	1.9581e-004
