Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	0.45	2.	0.	4.5479e-004
2	0.3	2.	0.	1.4002e-004
3	0.15	2.	0.	2.293e-005
4	0.76667	2.1818	0.	6.8252e-004
5	0.76667	2.3636	0.	4.7603e-004
6	0.76667	2.5455	0.	3.3325e-004
7	0.76667	2.7273	0.	2.5045e-004
8	0.76667	2.9091	0.	2.1139e-004
9	0.76667	3.0909	0.	2.1139e-004
10	0.76667	3.2727	0.	2.5045e-004
11	0.76667	3.4545	0.	3.3325e-004
12	0.76667	3.6364	0.	4.7603e-004
13	0.76667	3.8182	0.	6.8252e-004
14	0.45	4.	0.	4.5479e-004
15	0.3	4.	0.	1.4002e-004
16	0.15	4.	0.	2.293e-005
17	0.15	0.18182	0.	5.3049e-007
18	0.15	0.36364	0.	7.5704e-007
19	0.15	0.54545	0.	5.9639e-007
20	0.15	0.72727	0.	9.6571e-007
21	0.15	0.90909	0.	1.8686e-006
22	0.15	1.0909	0.	3.5542e-006
23	0.15	1.2727	0.	6.4154e-006
24	0.15	1.4545	0.	1.1219e-005
25	0.15	1.6364	0.	1.6557e-005
26	0.15	1.8182	0.	1.8654e-005
27	0.3	0.18182	0.	1.6054e-006
28	0.3	0.36364	0.	2.1699e-006
29	0.3	0.54545	0.	3.4789e-006
30	0.3	0.72727	0.	6.5132e-006
31	0.3	0.90909	0.	1.2239e-005
32	0.3	1.0909	0.	2.2089e-005
33	0.3	1.2727	0.	3.8578e-005
34	0.3	1.4545	0.	6.3697e-005
35	0.3	1.6364	0.	9.6991e-005
36	0.3	1.8182	0.	1.3817e-004
37	0.45	0.18182	0.	1.3571e-006
38	0.45	0.36364	0.	3.2687e-006
39	0.45	0.54545	0.	6.4857e-006
40	0.45	0.72727	0.	1.2008e-005
41	0.45	0.90909	0.	2.1229e-005
42	0.45	1.0909	0.	3.6003e-005
43	0.45	1.2727	0.	5.9573e-005
44	0.45	1.4545	0.	9.4535e-005
45	0.45	1.6364	0.	1.5647e-004
46	0.45	1.8182	0.	2.4685e-004
47	0.6	2.1818	0.	6.1994e-004
48	0.45	2.1818	0.	3.7887e-004
49	0.3	2.1818	0.	1.727e-004
50	0.15	2.1818	0.	3.4877e-005
51	0.6	2.3636	0.	4.4261e-004
52	0.45	2.3636	0.	3.2505e-004
53	0.3	2.3636	0.	1.6603e-004
54	0.15	2.3636	0.	4.3532e-005
55	0.6	2.5455	0.	3.0101e-004
56	0.45	2.5455	0.	2.2354e-004
57	0.3	2.5455	0.	1.2574e-004
58	0.15	2.5455	0.	3.6954e-005
59	0.6	2.7273	0.	2.1733e-004
60	0.45	2.7273	0.	1.5827e-004
61	0.3	2.7273	0.	8.6997e-005
62	0.15	2.7273	0.	2.6158e-005
63	0.6	2.9091	0.	1.7679e-004
64	0.45	2.9091	0.	1.2481e-004
65	0.3	2.9091	0.	6.6503e-005
66	0.15	2.9091	0.	1.9781e-005
67	0.6	3.0909	0.	1.7679e-004
68	0.45	3.0909	0.	1.2481e-004
69	0.3	3.0909	0.	6.6503e-005
70	0.15	3.0909	0.	1.9781e-005
71	0.6	3.2727	0.	2.1733e-004
72	0.45	3.2727	0.	1.5827e-004
73	0.3	3.2727	0.	8.6997e-005
74	0.15	3.2727	0.	2.6158e-005
75	0.6	3.4545	0.	3.0101e-004
76	0.45	3.4545	0.	2.2354e-004
77	0.3	3.4545	0.	1.2574e-004
78	0.15	3.4545	0.	3.6954e-005
79	0.6	3.6364	0.	4.4261e-004
80	0.45	3.6364	0.	3.2505e-004
81	0.3	3.6364	0.	1.6603e-004
82	0.15	3.6364	0.	4.3532e-005
83	0.6	3.8182	0.	6.1994e-004
84	0.45	3.8182	0.	3.7887e-004
85	0.3	3.8182	0.	1.727e-004
86	0.15	3.8182	0.	3.4877e-005
87	0.45	4.1818	0.	2.4685e-004
88	0.3	4.1818	0.	1.3817e-004
89	0.15	4.1818	0.	1.8654e-005
90	0.45	4.3636	0.	1.5647e-004
91	0.3	4.3636	0.	9.6991e-005
92	0.15	4.3636	0.	1.6557e-005
93	0.45	4.5455	0.	9.4535e-005
94	0.3	4.5455	0.	6.3697e-005
95	0.15	4.5455	0.	1.1219e-005
96	0.45	4.7273	0.	5.9573e-005
97	0.3	4.7273	0.	3.8578e-005
98	0.15	4.7273	0.	6.4154e-006
99	0.45	4.9091	0.	3.6003e-005
100	0.3	4.9091	0.	2.2089e-005
