Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	7.8977	2.7675	0.	295.1
2	8.5037	3.458	0.	434.6
3	6.3946	3.007	0.	-265.52
4	9.1342	3.7203	0.	-607.4
5	6.0317	1.5175	0.	-61.431
6	8.0945	3.2939	0.	257.57
7	8.3409	2.7532	0.	442.4
8	18.722	2.6487	0.	-12.356
9	13.444	2.2974	0.	-99.204
10	10.824	3.985	0.	84.672
11	3.1407	2.951	0.	-285.25
12	9.613	2.3249	0.	-162.96
13	9.0976	2.7671	0.	-605.22
14	7.5524	3.2298	0.	-379.69
15	10.387	1.3302	0.	-91.806
16	5.7644	4.1614	0.	-512.51
17	5.7644	4.1614	0.1	512.51
18	10.387	1.3302	0.1	91.806
19	7.5524	3.2298	0.1	379.69
20	9.0976	2.7671	0.1	605.22
21	9.613	2.3249	0.1	162.96
22	3.1407	2.951	0.1	285.25
23	10.824	3.985	0.1	-84.672
24	13.444	2.2974	0.1	99.204
25	18.722	2.6487	0.1	12.356
26	8.3409	2.7532	0.1	-442.4
27	8.0945	3.2939	0.1	-257.57
28	6.0317	1.5175	0.1	61.431
29	9.1342	3.7203	0.1	607.4
30	6.3946	3.007	0.1	265.52
31	8.5037	3.458	0.1	-434.6
32	7.8977	2.7675	0.1	-295.1
33	8.1667	5.	0.1	585.86
34	8.1667	4.5	0.1	1057.3
35	8.1667	4.	0.1	2067.2
36	8.	4.	0.1	2438.8
37	8.	4.5	0.1	1386.9
38	8.	5.	0.1	874.66
39	8.1667	1.	0.1	391.16
40	8.1667	1.5	0.1	882.87
41	8.1667	2.	0.1	1615.1
42	8.	2.	0.1	2592.5
43	8.	1.5	0.1	698.37
44	8.	1.	0.1	483.51
45	8.1667	6.	0.1	382.28
46	10.806	6.	0.1	-38.197
47	13.444	6.	0.1	-2.9331
48	18.722	6.	0.1	10.438
49	24.	6.	0.1	184.88
50	24.	3.	0.1	189.8
51	2.6226e-014	3.	0.1	3529.6
52	24.	0.	0.1	213.55
53	18.722	0.	0.1	-8.4651
54	13.444	0.	0.1	-26.459
55	10.806	0.	0.1	246.05
56	8.1667	0.	0.1	203.74
57	8.	0.	0.1	246.05
58	6.	9.0989e-031	0.1	1362.1
59	4.	6.0659e-031	0.1	-105.93
60	0.	0.	0.1	3105.4
61	3.937e-014	6.	0.1	3269.7
62	4.	6.	0.1	-40.739
63	6.	6.	0.1	1209.7
64	8.	6.	0.1	-167.01
65	6.	6.	0.	-1209.7
66	4.	6.	0.	40.739
67	8.	6.	0.	167.01
68	3.937e-014	6.	0.	-3269.7
69	4.	6.0659e-031	0.	105.93
70	6.	9.0989e-031	0.	-1362.1
71	8.	0.	0.	-246.05
72	0.	0.	0.	-3105.4
73	10.806	0.	0.	-246.05
74	13.444	0.	0.	26.459
75	18.722	0.	0.	8.4651
76	8.1667	0.	0.	-203.74
77	24.	0.	0.	-213.55
78	2.6226e-014	3.	0.	-3529.6
79	24.	3.	0.	-189.8
80	24.	6.	0.	-184.88
81	18.722	6.	0.	-10.438
82	13.444	6.	0.	2.9331
83	10.806	6.	0.	38.197
84	8.1667	6.	0.	-382.28
85	8.	1.5	0.	-698.37
86	8.	1.	0.	-483.51
87	8.	2.	0.	-2592.5
88	8.1667	1.	0.	-391.16
89	8.1667	1.5	0.	-882.87
90	8.1667	2.	0.	-1615.1
91	8.	4.5	0.	-1386.9
92	8.	5.	0.	-874.66
93	8.	4.	0.	-2438.8
94	8.1667	5.	0.	-585.86
95	8.1667	4.5	0.	-1057.3
96	8.1667	4.	0.	-2067.2
97	7.9961	3.0307	0.	275.86
98	8.1193	2.7604	0.	374.48
99	7.725	2.9986	0.	-42.296
100	7.8977	2.7675	5.e-002	1.2432e-004
101	7.9488	2.3837	0.	-1151.3
102	8.8189	3.5891	0.	-90.194
103	8.2991	3.3759	0.	345.46
104	8.4223	3.1056	0.	439.48
105	8.5037	3.458	5.e-002	7.5937e-005
106	8.3352	3.729	0.	-184.91
107	6.2131	2.2622	0.	-95.921
108	6.9735	3.1184	0.	-204.1
109	6.0795	3.5842	0.	-352.73
110	6.3946	3.007	5.e-002	-1.0528e-005
111	7.1973	2.5035	0.	-1328.6
112	7.1973	3.7535	0.	-907.86
113	9.9791	3.8526	0.	-252.27
114	9.1159	3.2437	0.	-611.05
115	9.1342	3.7203	5.e-002	9.9038e-005
116	8.6504	4.1101	0.	-667.77
117	4.5862	2.2342	0.	55.27
118	6.0317	1.5175	5.e-002	1.1156e-004
119	6.0159	0.75874	0.	-716.4
120	7.0159	1.5087	0.	-379.12
121	7.0159	1.2587	0.	-129.61
122	8.0945	3.2939	5.e-002	1.0263e-004
123	8.0472	3.647	0.	-654.69
124	8.7193	2.7602	0.	-82.354
125	8.3409	2.7532	5.e-002	1.029e-004
126	8.2538	2.3766	0.	-368.26
127	16.083	2.473	0.	-44.985
128	18.722	2.6487	5.e-002	2.0144e-005
129	18.722	1.3243	0.	-1.8072
130	21.361	2.8243	0.	-100.64
131	18.722	4.3243	0.	-10.346
132	12.134	3.1412	0.	60.355
133	11.916	1.8138	0.	-55.224
134	13.444	2.2974	5.e-002	2.0599e-005
135	13.444	1.1487	0.	-10.755
136	13.444	4.1487	0.	-44.415
137	10.219	3.1549	0.	29.291
138	10.824	3.985	5.e-002	-8.3823e-006
139	10.815	4.9925	0.	62.24
140	9.4954	4.4925	0.	-279.47
141	4.4526	3.5562	0.	-233.75
142	3.1407	2.951	5.e-002	-5.2918e-006
143	3.5704	4.4755	0.	-124.03
144	3.5704	1.4755	0.	-86.862
145	1.5704	2.9755	0.	-1908.7
146	9.3553	2.546	0.	-352.46
147	10.	1.8276	0.	-127.3
148	9.613	2.3249	5.e-002	4.6817e-005
149	8.8898	1.9125	0.	-503.72
150	9.0976	2.7671	5.e-002	-6.2116e-006
151	8.6321	2.3835	0.	-971.32
152	7.5524	3.2298	5.e-002	7.3805e-005
153	7.7762	3.6149	0.	-839.33
154	10.387	1.3302	5.e-002	8.9659e-005
155	10.596	0.66508	0.	-155.2
156	9.277	1.1651	0.	-250.57
157	5.7644	4.1614	5.e-002	9.3839e-006
158	5.8822	5.0807	0.	-852.94
159	6.8822	4.5807	0.	-643.51
160	4.4526	3.5562	0.1	233.75
161	6.0795	3.5842	0.1	352.73
162	6.8822	4.5807	0.1	643.51
163	5.8822	5.0807	0.1	852.94
164	10.	1.8276	0.1	127.3
165	11.916	1.8138	0.1	55.224
166	9.277	1.1651	0.1	250.57
167	10.596	0.66508	0.1	155.2
168	6.9735	3.1184	0.1	204.1
169	7.725	2.9986	0.1	42.296
170	7.7762	3.6149	0.1	839.33
171	9.3553	2.546	0.1	352.46
172	8.7193	2.7602	0.1	82.354
173	9.1159	3.2437	0.1	611.05
174	8.6321	2.3835	0.1	971.32
175	10.219	3.1549	0.1	-29.291
176	8.8898	1.9125	0.1	503.72
177	4.5862	2.2342	0.1	-55.27
178	1.5704	2.9755	0.1	1908.7
179	3.5704	1.4755	0.1	86.862
180	3.5704	4.4755	0.1	124.03
181	12.134	3.1412	0.1	-60.355
182	9.9791	3.8526	0.1	252.27
183	9.4954	4.4925	0.1	279.47
184	10.815	4.9925	0.1	-62.24
185	16.083	2.473	0.1	44.985
186	13.444	4.1487	0.1	44.415
187	13.444	1.1487	0.1	10.755
188	18.722	4.3243	0.1	10.346
189	21.361	2.8243	0.1	100.64
190	18.722	1.3243	0.1	1.8072
191	8.4223	3.1056	0.1	-439.48
192	8.1193	2.7604	0.1	-374.48
193	8.2538	2.3766	0.1	368.26
194	8.2991	3.3759	0.1	-345.46
195	7.9961	3.0307	0.1	-275.86
196	8.0472	3.647	0.1	654.69
197	6.2131	2.2622	0.1	95.921
198	7.0159	1.5087	0.1	379.12
199	7.0159	1.2587	0.1	129.61
200	6.0159	0.75874	0.1	716.4
201	8.8189	3.5891	0.1	90.194
202	8.6504	4.1101	0.1	667.77
203	7.1973	3.7535	0.1	907.86
204	7.1973	2.5035	0.1	1328.6
205	8.3352	3.729	0.1	184.91
206	7.9488	2.3837	0.1	1151.3
207	8.1667	4.75	0.1	838.5
208	8.1667	5.5	0.1	475.
209	8.1667	5.	5.e-002	-3.7473e-014
210	8.1667	4.25	0.1	1497.5
211	8.1667	4.5	5.e-002	2.2478e-006
212	8.0833	4.	0.1	2979.1
213	8.1667	4.	5.e-002	-4.7592e-005
214	8.	4.25	0.1	1997.3
215	8.	4.	5.e-002	2.9686e-004
216	8.	4.75	0.1	1088.5
217	8.	4.5	5.e-002	6.9909e-005
218	8.	5.5	0.1	439.15
219	8.	5.	5.e-002	-2.7696e-014
220	8.1667	1.25	0.1	606.21
221	8.1667	0.5	0.1	303.66
222	8.1667	1.	5.e-002	-1.6399e-014
223	8.1667	1.75	0.1	1294.7
224	8.1667	1.5	5.e-002	5.2996e-005
225	8.0833	2.	0.1	2084.3
226	8.1667	2.	5.e-002	2.1747e-004
227	8.	1.75	0.1	1661.8
228	8.	2.	5.e-002	5.3335e-004
229	8.	1.25	0.1	407.79
230	8.	1.5	5.e-002	1.0911e-005
231	8.	0.5	0.1	461.92
232	8.	1.	5.e-002	3.5268e-006
233	9.4861	6.	0.1	179.2
234	8.1667	6.	5.e-002	-2.5352e-014
235	12.125	6.	0.1	-27.141
236	10.806	6.	5.e-002	1.6227e-006
237	16.083	6.	0.1	1.7957
238	13.444	6.	5.e-002	2.9131e-005
239	21.361	6.	0.1	95.848
240	18.722	6.	5.e-002	2.2322e-005
241	24.	4.5	0.1	185.37
242	24.	6.	5.e-002	-1.9855e-005
243	24.	1.5	0.1	201.51
244	24.	3.	5.e-002	4.3356e-006
245	1.3113e-014	1.5	0.1	3326.4
246	3.9339e-014	4.5	0.1	3399.5
247	2.6581e-014	3.	5.e-002	6.1046e-005
248	21.361	0.	0.1	102.54
249	24.	0.	5.e-002	7.87e-005
250	16.083	0.	0.1	-19.249
251	18.722	0.	5.e-002	1.8621e-005
252	12.125	0.	0.1	96.41
253	13.444	0.	5.e-002	3.5618e-005
254	9.4861	0.	0.1	116.9
255	10.806	0.	5.e-002	9.1407e-005
256	8.1667	0.	5.e-002	-5.7949e-015
257	7.	1.0615e-030	0.1	577.16
258	8.	1.2132e-030	5.e-002	-1.4795e-005
259	5.	7.5824e-031	0.1	250.82
260	6.	0.	5.e-002	7.4776e-007
261	2.	3.033e-031	0.1	1494.5
262	4.	0.	5.e-002	4.6868e-006
263	0.	0.	5.e-002	1.238e-004
264	2.	6.	0.1	1609.1
265	5.2451e-014	6.	5.e-002	1.7508e-006
266	5.	6.	0.1	355.11
267	4.	6.	5.e-002	1.2362e-006
268	7.	6.	0.1	278.12
269	6.	6.	5.e-002	-5.6304e-014
270	8.	6.	5.e-002	4.2377e-006
271	5.	6.	0.	-355.11
272	7.	6.	0.	-278.12
273	2.	6.	0.	-1609.1
274	8.	5.5	0.	-439.15
275	3.9339e-014	4.5	0.	-3399.5
276	5.	7.5824e-031	0.	-250.82
277	2.	3.033e-031	0.	-1494.5
278	7.	1.0615e-030	0.	-577.16
279	8.	0.5	0.	-461.92
280	1.3113e-014	1.5	0.	-3326.4
281	12.125	0.	0.	-96.41
282	9.4861	0.	0.	-116.9
283	16.083	0.	0.	19.249
284	21.361	0.	0.	-102.54
285	8.1667	0.5	0.	-303.66
286	24.	1.5	0.	-201.51
287	24.	4.5	0.	-185.37
288	21.361	6.	0.	-95.848
289	16.083	6.	0.	-1.7957
290	12.125	6.	0.	27.141
291	9.4861	6.	0.	-179.2
292	8.1667	5.5	0.	-475.
293	8.	1.25	0.	-407.79
294	8.	1.75	0.	-1661.8
295	8.0833	2.	0.	-2084.3
296	8.1667	1.25	0.	-606.21
297	8.1667	1.75	0.	-1294.7
298	8.	4.75	0.	-1088.5
299	8.	4.25	0.	-1997.3
300	8.0833	4.	0.	-2979.1
301	8.1667	4.75	0.	-838.5
302	8.1667	4.25	0.	-1497.5
