Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	2.8363	3.6752	0.	7.8177e-004
2	1.5212	2.2163	0.	8.9431e-004
3	1.5419	4.2455	0.	7.2294e-004
4	3.1897	4.8604	0.	4.1787e-004
5	1.2307	1.8748	0.	6.4001e-004
6	3.4026	1.401	0.	4.7138e-004
7	3.5569	3.5585	0.	5.9721e-004
8	6.1935	4.0345	0.	4.3749e-004
9	21.504	2.4371	0.	5.6969e-005
10	7.0336	2.1418	0.	4.1875e-004
11	8.279	1.9731	0.	3.8301e-004
12	9.4742	1.9257	0.	3.5012e-004
13	10.708	2.0603	0.	3.1699e-004
14	11.796	2.2854	0.	2.8632e-004
15	12.904	2.4329	0.	2.5822e-004
16	14.097	2.4456	0.	2.2719e-004
17	15.325	2.4462	0.	1.9663e-004
18	16.561	2.4467	0.	1.6645e-004
19	17.799	2.4472	0.	1.3714e-004
20	19.038	2.4476	0.	1.0894e-004
21	20.279	2.4498	0.	8.2021e-005
22	20.196	3.663	0.	8.3689e-005
23	18.937	3.6652	0.	1.1112e-004
24	17.677	3.6613	0.	1.3991e-004
25	16.415	3.6582	0.	1.6984e-004
26	15.159	3.6546	0.	2.0068e-004
27	13.902	3.6572	0.	2.324e-004
28	12.618	3.6406	0.	2.6539e-004
29	11.269	3.5716	0.	2.9782e-004
30	9.8291	3.8918	0.	3.4344e-004
31	8.5505	3.877	0.	3.7328e-004
32	7.318	3.8595	0.	4.11e-004
33	2.3354	2.9949	0.	1.0023e-003
34	1.8454	3.0019	0.	1.0025e-003
35	22.727	4.8342	0.	3.1626e-005
36	21.464	4.8464	0.	5.6468e-005
37	20.163	4.8484	0.	8.3826e-005
38	18.887	4.8346	0.	1.1232e-004
39	17.611	4.8334	0.	1.417e-004
40	16.337	4.832	0.	1.7208e-004
41	15.067	4.8313	0.	2.0349e-004
42	13.78	4.8279	0.	2.3646e-004
43	12.492	4.8095	0.	2.6988e-004
44	11.211	4.8216	0.	3.0256e-004
45	9.9193	4.8934	0.	3.3916e-004
46	8.6014	4.9411	0.	3.7726e-004
47	7.3489	4.9646	0.	4.0978e-004
48	6.0936	5.0045	0.	4.47e-004
49	4.7755	4.987	0.	4.4897e-004
50	3.4732	5.3701	0.	4.1837e-004
51	2.869	4.3559	0.	6.0246e-004
52	22.786	1.2106	0.	3.0862e-005
53	22.754	2.4197	0.	3.4258e-005
54	22.738	3.6356	0.	3.4335e-005
55	3.4603	0.71293	0.	4.044e-004
56	4.6892	0.92742	0.	4.6432e-004
57	5.8589	1.0723	0.	4.4429e-004
58	7.011	1.0845	0.	4.2209e-004
59	8.21	1.0039	0.	3.8807e-004
60	9.4661	0.97682	0.	3.5256e-004
61	10.689	1.0408	0.	3.179e-004
62	11.886	1.1277	0.	2.8619e-004
63	13.083	1.1199	0.	2.5438e-004
64	14.296	1.1199	0.	2.2332e-004
65	15.509	1.1199	0.	1.9286e-004
66	16.722	1.1199	0.	1.6314e-004
67	17.935	1.1199	0.	1.3436e-004
68	19.148	1.1199	0.	1.0652e-004
69	20.35	1.1729	0.	7.9924e-005
70	21.554	1.2211	0.	5.4536e-005
71	0.88245	0.76909	0.	4.7861e-004
72	0.96899	1.4974	0.	6.4624e-004
73	1.3124	5.1881	0.	3.919e-004
74	1.3727	2.8489	0.	9.8019e-004
75	0.79934	2.7473	0.	8.334e-004
76	0.64815	4.956	0.	4.9249e-004
77	1.3696	3.6865	0.	8.2538e-004
78	3.2082	1.8873	0.	5.9556e-004
79	2.9537	2.3949	0.	7.612e-004
80	3.4742	4.121	0.	5.289e-004
81	21.467	3.6519	0.	5.78e-005
82	2.7381	2.9955	0.	9.6621e-004
83	4.6244	1.8357	0.	4.7713e-004
84	5.8073	2.1349	0.	4.4455e-004
85	10.569	2.8229	0.	3.316e-004
86	3.9337	4.4849	0.	5.4006e-004
87	3.4894	2.9465	0.	6.5659e-004
88	5.109	3.9653	0.	4.9026e-004
