Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	21.6	2.1818	0.	32.72
2	21.6	2.3636	0.	-4.1735
3	21.6	2.5455	0.	-0.15006
4	21.6	2.7273	0.	-0.55498
5	21.6	2.9091	0.	-0.34776
6	21.6	3.0909	0.	-0.34776
7	21.6	3.2727	0.	-0.55498
8	21.6	3.4545	0.	-0.15006
9	21.6	3.6364	0.	-4.1735
10	21.6	3.8182	0.	32.72
11	21.767	2.1818	0.	-19.14
12	21.767	2.3636	0.	-6.0913
13	21.767	2.5455	0.	4.8639e-002
14	21.767	2.7273	0.	-0.66831
15	21.767	2.9091	0.	-0.34017
16	21.767	3.0909	0.	-0.34017
17	21.767	3.2727	0.	-0.66831
18	21.767	3.4545	0.	4.864e-002
19	21.767	3.6364	0.	-6.0913
20	21.767	3.8182	0.	-19.14
21	21.415	5.8182	0.	-1.6512
22	21.415	5.6364	0.	-0.7027
23	21.415	5.4545	0.	-0.57765
24	21.415	5.2727	0.	-0.54053
25	21.415	5.0909	0.	-0.52519
26	21.415	4.9091	0.	-0.76188
27	21.415	4.7273	0.	-0.25517
28	21.415	4.5455	0.	-2.8551
29	21.415	4.3636	0.	4.5858
30	21.415	4.1818	0.	-13.808
31	21.415	4.	0.	-74.073
32	21.415	3.8182	0.	4.5343
33	21.415	3.6364	0.	-3.1257
34	21.415	3.4545	0.	0.5935
35	21.415	3.2727	0.	-0.54832
36	21.415	3.0909	0.	-0.17643
37	21.415	2.9091	0.	-0.17643
38	21.415	2.7273	0.	-0.54832
39	21.415	2.5455	0.	0.5935
40	21.415	2.3636	0.	-3.1257
41	21.415	2.1818	0.	4.5343
42	21.415	2.	0.	-74.073
43	21.415	1.8182	0.	-13.808
44	21.415	1.6364	0.	4.5859
45	21.415	1.4545	0.	-2.8551
46	21.415	1.2727	0.	-0.25517
47	21.415	1.0909	0.	-0.76188
48	21.415	0.90909	0.	-0.52519
49	21.415	0.72727	0.	-0.54052
50	21.415	0.54545	0.	-0.57764
51	21.415	0.36364	0.	-0.7027
52	21.415	0.18182	0.	-1.6511
53	21.231	5.8182	0.	0.41941
54	21.231	5.6364	0.	0.39097
55	21.231	5.4545	0.	0.41313
56	21.231	5.2727	0.	0.44405
57	21.231	5.0909	0.	0.46439
58	21.231	4.9091	0.	0.52441
59	21.231	4.7273	0.	0.51188
60	21.231	4.5455	0.	0.55279
61	21.231	4.3636	0.	1.5533
62	21.231	4.1818	0.	3.4632
63	21.231	4.	0.	7.5906
64	21.231	3.8182	0.	4.412
65	21.231	3.6364	0.	-0.81071
66	21.231	3.4545	0.	1.4602e-002
67	21.231	3.2727	0.	-0.12286
68	21.231	3.0909	0.	-8.8364e-002
69	21.231	2.9091	0.	-8.8364e-002
70	21.231	2.7273	0.	-0.12285
71	21.231	2.5455	0.	1.46e-002
72	21.231	2.3636	0.	-0.81071
73	21.231	2.1818	0.	4.412
74	21.231	2.	0.	7.5906
75	21.231	1.8182	0.	3.4632
76	21.231	1.6364	0.	1.5533
77	21.231	1.4545	0.	0.55279
78	21.231	1.2727	0.	0.51188
79	21.231	1.0909	0.	0.52441
80	21.231	0.90909	0.	0.46439
81	21.231	0.72727	0.	0.44405
82	21.231	0.54545	0.	0.41313
83	21.231	0.36364	0.	0.39097
84	21.231	0.18182	0.	0.41941
85	21.046	5.8182	0.	0.27013
86	21.046	5.6364	0.	0.12233
87	21.046	5.4545	0.	0.13072
88	21.046	5.2727	0.	9.3773e-002
89	21.046	5.0909	0.	7.0605e-002
90	21.046	4.9091	0.	1.0088e-002
91	21.046	4.7273	0.	-4.7951e-003
92	21.046	4.5455	0.	5.9857e-002
93	21.046	4.3636	0.	-1.1043
94	21.046	4.1818	0.	-0.31069
95	21.046	4.	0.	-1.167
96	21.046	3.8182	0.	-1.3068
97	21.046	3.6364	0.	0.45856
98	21.046	3.4545	0.	-3.0306e-002
99	21.046	3.2727	0.	-7.5524e-003
100	21.046	3.0909	0.	-2.2913e-002
101	21.046	2.9091	0.	-2.2912e-002
102	21.046	2.7273	0.	-7.5531e-003
103	21.046	2.5455	0.	-3.0304e-002
104	21.046	2.3636	0.	0.45856
105	21.046	2.1818	0.	-1.3068
106	21.046	2.	0.	-1.167
107	21.046	1.8182	0.	-0.31069
108	21.046	1.6364	0.	-1.1043
109	21.046	1.4545	0.	5.9858e-002
110	21.046	1.2727	0.	-4.7935e-003
111	21.046	1.0909	0.	1.0086e-002
112	21.046	0.90909	0.	7.0607e-002
113	21.046	0.72727	0.	9.3775e-002
114	21.046	0.54545	0.	0.13071
115	21.046	0.36364	0.	0.12233
116	21.046	0.18182	0.	0.27013
117	20.862	5.8182	0.	0.21784
118	20.862	5.6364	0.	0.1066
119	20.862	5.4545	0.	0.14165
120	20.862	5.2727	0.	0.10898
121	20.862	5.0909	0.	8.8695e-002
122	20.862	4.9091	0.	7.1234e-002
123	20.862	4.7273	0.	3.4582e-002
124	20.862	4.5455	0.	8.152e-004
125	20.862	4.3636	0.	0.31262
126	20.862	4.1818	0.	0.10999
127	20.862	4.	0.	0.32189
128	20.862	3.8182	0.	0.50195
129	20.862	3.6364	0.	1.3225e-002
130	20.862	3.4545	0.	1.9926e-002
131	20.862	3.2727	0.	2.5689e-002
132	20.862	3.0909	0.	1.6876e-002
133	20.862	2.9091	0.	1.6875e-002
134	20.862	2.7273	0.	2.569e-002
135	20.862	2.5455	0.	1.9925e-002
136	20.862	2.3636	0.	1.3227e-002
137	20.862	2.1818	0.	0.50195
138	20.862	2.	0.	0.32189
139	20.862	1.8182	0.	0.10998
140	20.862	1.6364	0.	0.31263
141	20.862	1.4545	0.	8.1357e-004
142	20.862	1.2727	0.	3.4584e-002
143	20.862	1.0909	0.	7.1235e-002
144	20.862	0.90909	0.	8.87e-002
145	20.862	0.72727	0.	0.10898
146	20.862	0.54545	0.	0.14165
