Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.1042,2.7542,0,0.00018538,1852.5,7.1045e-05,45.12,4.8116e-05,-127.16,-0.00018617,-1887.5,0.0069019
2,3.8979,2.2923,0,0.00014749,1473.9,4.856e-05,-29.756,4.613e-05,-48.019,-0.0001488,-1512.7,0.026301
3,1.2819,1.8641,0,0.00016134,1612.3,8.5981e-05,185.26,7.608e-06,-403.6,-0.00015677,-1638.7,0.0022842
4,2.8472,2.9606,0,0.00023003,2298.7,0.00011113,525.75,6.2634e-05,161.39,-0.00021616,-1933.4,0.013344
5,3.968,4.7426,0,0.00012574,1256.5,5.8418e-05,181.48,2.8158e-05,-45.88,-0.00012188,-1173.2,0.026277
6,1.8761,0.51436,0,9.8109e-05,980.41,4.1244e-05,56.827,2.1891e-05,-88.581,-9.7837e-05,-988.17,0.0038508
7,0.99965,0.76279,0,0.00014189,1417.9,7.5511e-05,288.95,2.0821e-05,-121.97,-0.00013451,-1289,0.0011303
8,3.9409,0.60427,0,8.6974e-05,869.14,3.9358e-05,135.61,2.2507e-05,8.997,-8.3819e-05,-789.9,0.025068
9,1.8298,5.3619,0,0.0001135,1134.2,4.5038e-05,61.921,2.9945e-05,-51.484,-0.0001129,-1124.7,0.0037534
10,1.8466,3.6598,0,0.00017093,1708.1,5.7362e-05,-147.96,4.097e-05,-271.12,-0.00017772,-1914.3,0.0051387
11,3.7449,5.4742,0,8.4472e-05,844.13,3.7636e-05,127.56,2.2565e-05,14.316,-8.1486e-05,-767.48,0.021765
12,4.4183,4.101,0,0.00012128,1212,4.5325e-05,-68.887,2.4081e-05,-228.5,-0.00012555,-1352.8,0.033982
13,0.92241,3.6571,0,0.00017107,1709.5,9.9547e-05,346.12,5.3072e-06,-361.96,-0.00015996,-1603.7,0.0012353
14,0.95314,4.8488,0,0.00013377,1336.8,7.3753e-05,267.14,1.3386e-05,-186.44,-0.0001265,-1237.5,0.0011712
