Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	0.18	2.	0.	-9268.2
2	0.36	2.	0.	-10284
3	0.54	2.	0.	-11671
4	0.72	2.	0.	-16489
5	1.0667	2.1818	0.	-21128
6	1.0667	2.3636	0.	-17093
7	1.0667	2.5455	0.	-15353
8	1.0667	2.7273	0.	-14476
9	1.0667	2.9091	0.	-14107
10	1.0667	3.0909	0.	-14107
11	1.0667	3.2727	0.	-14476
12	1.0667	3.4545	0.	-15353
13	1.0667	3.6364	0.	-17093
14	1.0667	3.8182	0.	-21128
15	0.18	4.	0.	-9268.2
16	0.36	4.	0.	-10284
17	0.54	4.	0.	-11671
18	0.72	4.	0.	-16489
19	0.72	5.8182	0.	-516.07
20	0.72	5.6364	0.	-815.48
21	0.72	5.4545	0.	-1216.6
22	0.72	5.2727	0.	-1722.8
23	0.72	5.0909	0.	-2367.9
24	0.72	4.9091	0.	-3199.5
25	0.72	4.7273	0.	-4287.5
26	0.72	4.5455	0.	-5770.
27	0.72	4.3636	0.	-7885.7
28	0.72	4.1818	0.	-11720
29	0.54	5.8182	0.	-663.89
30	0.54	5.6364	0.	-866.62
31	0.54	5.4545	0.	-1207.2
32	0.54	5.2727	0.	-1671.6
33	0.54	5.0909	0.	-2281.1
34	0.54	4.9091	0.	-3072.5
35	0.54	4.7273	0.	-4099.8
36	0.54	4.5455	0.	-5437.5
37	0.54	4.3636	0.	-7189.7
38	0.54	4.1818	0.	-9435.7
39	0.36	5.8182	0.	-702.48
40	0.36	5.6364	0.	-877.11
41	0.36	5.4545	0.	-1186.8
42	0.36	5.2727	0.	-1627.7
43	0.36	5.0909	0.	-2219.4
44	0.36	4.9091	0.	-2991.8
45	0.36	4.7273	0.	-3979.9
46	0.36	4.5455	0.	-5223.3
47	0.36	4.3636	0.	-6732.5
48	0.36	4.1818	0.	-8469.3
49	0.18	5.8182	0.	-525.31
50	0.18	5.6364	0.	-725.38
51	0.18	5.4545	0.	-1040.
52	0.18	5.2727	0.	-1455.7
53	0.18	5.0909	0.	-2007.2
54	0.18	4.9091	0.	-2729.8
55	0.18	4.7273	0.	-3652.1
56	0.18	4.5455	0.	-4789.
57	0.18	4.3636	0.	-6135.
58	0.18	4.1818	0.	-7651.3
59	0.18	3.8182	0.	-10872
60	0.36	3.8182	0.	-11906
61	0.54	3.8182	0.	-13527
62	0.72	3.8182	0.	-17120
63	0.9	3.8182	0.	-21917
64	0.18	3.6364	0.	-12314
65	0.36	3.6364	0.	-13136
66	0.54	3.6364	0.	-14309
67	0.72	3.6364	0.	-16326
68	0.9	3.6364	0.	-17660
69	0.18	3.4545	0.	-13464
70	0.36	3.4545	0.	-13922
71	0.54	3.4545	0.	-14501
72	0.72	3.4545	0.	-15382
73	0.9	3.4545	0.	-15819
74	0.18	3.2727	0.	-14250
75	0.36	3.2727	0.	-14374
76	0.54	3.2727	0.	-14508
77	0.72	3.2727	0.	-14867
78	0.9	3.2727	0.	-14921
79	0.18	3.0909	0.	-14646
80	0.36	3.0909	0.	-14581
81	0.54	3.0909	0.	-14494
82	0.72	3.0909	0.	-14629
83	0.9	3.0909	0.	-14545
84	0.18	2.9091	0.	-14646
85	0.36	2.9091	0.	-14581
86	0.54	2.9091	0.	-14494
87	0.72	2.9091	0.	-14629
88	0.9	2.9091	0.	-14545
89	0.18	2.7273	0.	-14250
90	0.36	2.7273	0.	-14374
91	0.54	2.7273	0.	-14508
92	0.72	2.7273	0.	-14867
93	0.9	2.7273	0.	-14921
94	0.18	2.5455	0.	-13464
95	0.36	2.5455	0.	-13922
96	0.54	2.5455	0.	-14501
97	0.72	2.5455	0.	-15382
98	0.9	2.5455	0.	-15819
99	0.18	2.3636	0.	-12314
100	0.36	2.3636	0.	-13136
101	0.54	2.3636	0.	-14309
102	0.72	2.3636	0.	-16326
103	0.9	2.3636	0.	-17660
104	0.18	2.1818	0.	-10872
105	0.36	2.1818	0.	-11906
106	0.54	2.1818	0.	-13527
107	0.72	2.1818	0.	-17120
108	0.9	2.1818	0.	-21917
109	1.2516	5.8182	0.	-1057.3
110	1.4366	5.8182	0.	-1672.1
111	1.6215	5.8182	0.	-2294.6
112	1.8065	5.8182	0.	-2855.6
