NodeIndex,X,Y,Z,Weight,StrainValue,CutLocation
195,9.1161,6,0,0.374043920836908,6.5691e-05,2.08
854,9.1161,6,0.05,0.321313044199475,1.4201e-06,2.08
265,9.1161,6,0.1,0.240414044054455,6.5691e-05,2.08
853,9.6886,6,0,0.064228990909162,6.0899e-05,2.08
855,10.834,6,0,0.27298354082964,5.1706e-05,2.08
974,10.834,6,0.1,0.255523412956434,5.1706e-05,2.08
197,11.406,6,0,0.237299417845373,4.7302e-05,2.08
858,11.406,6,0.05,0.234193628368553,1.3675e-06,2.08
863,15.413,6,0,0.324027163831636,2.2558e-05,2.08
978,15.413,6,0.1,0.293310549112641,2.2558e-05,2.08
200,14.841,6,0,0.192250099989245,2.543e-05,2.08
864,14.841,6,0.05,0.190412187066478,9.9488e-07,2.08
202,17.131,6,0,0.531848692053369,1.47e-05,2.08
868,17.131,6,0.05,0.28025217367511,7.5994e-07,2.08
272,17.131,6,0.1,0.157479744135628,1.47e-05,2.08
865,16.558,6,0,0.0304193901358926,1.7192e-05,2.08
873,21.138,6,0,0.565132395209057,3.2691e-06,2.08
983,21.138,6,0.1,0.297790677194458,3.2691e-06,2.08
206,21.71,6,0,0.0687023696136472,2.2949e-06,2.08
876,21.71,6,0.05,0.0683745579828379,2.5286e-07,2.08
845,5.1263,6,0,0.740435264380973,9.8347e-05,2.1
969,5.1263,6,0.1,0.188330068319841,9.8347e-05,2.1
191,4.5544,6,0,0.0356918025168981,9.9508e-05,2.1
846,4.5544,6,0.05,0.0355428647822883,1.9085e-06,2.1
193,6.8421,6,0,0.267707397642537,8.5565e-05,2.1
850,6.8421,6,0.05,0.262813770886018,1.0712e-06,2.1
263,6.8421,6,0.1,0.249600685445936,8.5565e-05,2.1
849,7.414,6,0,0.21987814602551,8.0793e-05,2.1
195,9.1298,6,0,0.395417348156183,6.5539e-05,2.1
854,9.1298,6,0.05,0.322074035173209,1.397e-06,2.1
265,9.1298,6,0.1,0.227191163819743,6.5539e-05,2.1
853,9.7018,6,0,0.0553174528508647,6.078e-05,2.1
855,10.846,6,0,0.284230243563907,5.1616e-05,2.1
974,10.846,6,0.1,0.264471718261983,5.1616e-05,2.1
197,11.418,6,0,0.227026672532177,4.7209e-05,2.1
858,11.418,6,0.05,0.224271365641934,1.3727e-06,2.1
863,15.421,6,0,0.316051860925167,2.2504e-05,2.1
978,15.421,6,0.1,0.287945703712068,2.2504e-05,2.1
200,14.849,6,0,0.198995616138069,2.541e-05,2.1
864,14.849,6,0.05,0.197006819224696,1.0556e-06,2.1
202,17.137,6,0,0.497262380218255,1.4673e-05,2.1
868,17.137,6,0.05,0.295793048726499,7.5181e-07,2.1
272,17.137,6,0.1,0.172554462516788,1.4673e-05,2.1
865,16.565,6,0,0.0343901085384579,1.7133e-05,2.1
873,21.14,6,0,0.571979002450829,3.2709e-06,2.1
983,21.14,6,0.1,0.294280768954618,3.2709e-06,2.1
206,21.712,6,0,0.067028789349705,2.3013e-06,2.1
876,21.712,6,0.05,0.0667114392448486,2.5667e-07,2.1
845,5.1437,6,0,0.638696281926864,9.8206e-05,2.12
969,5.1437,6,0.1,0.255755861799635,9.8206e-05,2.12
191,4.5723,6,0,0.0528918467314841,9.9356e-05,2.12
846,4.5723,6,0.05,0.0526560095420167,1.597e-06,2.12
193,6.8579,6,0,0.274816879287978,8.5228e-05,2.12
850,6.8579,6,0.05,0.269137049945007,9.4129e-07,2.12
263,6.8579,6,0.1,0.254001836100695,8.5228e-05,2.12
849,7.4293,6,0,0.202044234666321,8.0593e-05,2.12
195,9.1435,6,0,0.425438878538946,6.5434e-05,2.12
854,9.1435,6,0.05,0.318598436441104,1.4199e-06,2.12
265,9.1435,6,0.1,0.209279257873999,6.5434e-05,2.12
853,9.7149,6,0,0.0466834271459513,6.0663e-05,2.12
855,10.858,6,0,0.295248507920055,5.1516e-05,2.12
974,10.858,6,0.1,0.272869505832452,5.1516e-05,2.12
197,11.429,6,0,0.217173674518702,4.7141e-05,2.12
858,11.429,6,0.05,0.214708311728791,1.3653e-06,2.12
863,15.429,6,0,0.307827685092725,2.2468e-05,2.12
978,15.429,6,0.1,0.282103343762089,2.2468e-05,2.12
200,14.858,6,0,0.206118537679048,2.5369e-05,2.12
864,14.858,6,0.05,0.203950433466138,1.0545e-06,2.12
202,17.143,6,0,0.469813007699622,1.4643e-05,2.12
868,17.143,6,0.05,0.306336530026364,7.4961e-07,2.12
272,17.143,6,0.1,0.185589175662114,1.4643e-05,2.12
865,16.572,6,0,0.0382612866119002,1.7103e-05,2.12
873,21.143,6,0,0.582590356615097,3.2648e-06,2.12
983,21.143,6,0.1,0.288500518006556,3.2648e-06,2.12
206,21.714,6,0,0.0646063235935015,2.2903e-06,2.12
876,21.714,6,0.05,0.0643028017848454,2.5244e-07,2.12
859,5.1611,6,0,0.568017058568491,9.7781e-05,2.14
983,5.1611,6,0.1,0.29615328769562,9.7781e-05,2.14
195,4.5902,6,0,0.0680773681414971,9.9223e-05,2.14
860,4.5902,6,0.05,0.0677522855943919,2.0555e-06,2.14
197,6.8737,6,0,0.281862441528623,8.5738e-05,2.14
864,6.8737,6,0.05,0.275224666915115,1.5977e-06,2.14
267,6.8737,6,0.1,0.257812861034129,8.5738e-05,2.14
863,7.4446,6,0,0.185100030522133,8.0677e-05,2.14
199,9.1572,6,0,0.4706299993996,6.5341e-05,2.14
868,9.1572,6,0.05,0.306046327478326,1.3684e-06,2.14
269,9.1572,6,0.1,0.185181344066397,6.5341e-05,2.14
867,9.7281,6,0,0.0381423290556764,6.0573e-05,2.14
869,10.87,6,0,0.306851260612594,5.1437e-05,2.14
988,10.87,6,0.1,0.281404102831367,5.1437e-05,2.14
201,11.441,6,0,0.206967125926383,4.7066e-05,2.14
872,11.441,6,0.05,0.204777510629656,1.3548e-06,2.14
877,15.437,6,0,0.300058422325417,2.2427e-05,2.14
992,15.437,6,0.1,0.2764565486199,2.2427e-05,2.14
204,14.866,6,0,0.212915706859652,2.5323e-05,2.14
878,14.866,6,0.05,0.21056932219503,1.053e-06,2.14
206,17.149,6,0,0.44762882935055,1.4617e-05,2.14
882,17.149,6,0.05,0.313308211950641,7.4837e-07,2.14
276,17.149,6,0.1,0.196963510257011,1.4617e-05,2.14
879,16.579,6,0,0.0420994484417978,1.7072e-05,2.14
887,21.146,6,0,0.593837147030433,3.2596e-06,2.14
997,21.146,6,0.1,0.282161075940764,3.2596e-06,2.14
210,21.716,6,0,0.0621457479450434,2.2873e-06,2.14
890,21.716,6,0.05,0.0618560290837596,2.5267e-07,2.14
930,5.1784,6,0,0.516813495118771,9.6446e-05,2.16
990,5.1784,6,0.1,0.318867240090986,9.6446e-05,2.16
230,4.6081,6,0,0.0823707623852649,9.6065e-05,2.16
933,4.6081,6,0.05,0.0819485024049787,2.9638e-06,2.16
228,6.8895,6,0,0.288914298835827,8.4908e-05,2.16
929,6.8895,6,0.05,0.281093404913214,6.4686e-07,2.16
269,6.8895,6,0.1,0.260963780673022,8.4908e-05,2.16
926,7.4598,6,0,0.169028515577936,8.0336e-05,2.16
226,9.1709,6,0,0.544605833840206,6.5275e-05,2.16
925,9.1709,6,0.05,0.273942710933588,1.3234e-06,2.16
271,9.1709,6,0.1,0.152168325579588,6.5275e-05,2.16
922,9.7412,6,0,0.0292831296466183,6.0507e-05,2.16
920,10.882,6,0,0.318327931796561,5.1336e-05,2.16
995,10.882,6,0.1,0.289338817636156,5.1336e-05,2.16
224,11.452,6,0,0.197146275942188,4.6929e-05,2.16
921,11.452,6,0.05,0.195186974625094,1.3216e-06,2.16
912,15.445,6,0,0.292378111332012,2.2407e-05,2.16
999,15.445,6,0.1,0.270697585444796,2.2407e-05,2.16
221,14.874,6,0,0.219732016185103,2.527e-05,2.16
915,14.874,6,0.05,0.21719228703809,9.5829e-07,2.16
219,17.156,6,0,0.426752446023118,1.4599e-05,2.16
911,17.156,6,0.05,0.318330721679617,7.3109e-07,2.16
278,17.156,6,0.1,0.208512682826793,1.4599e-05,2.16
910,16.585,6,0,0.0464041494704727,1.707e-05,2.16
902,21.148,6,0,0.60194681057331,3.2508e-06,2.16
1004,21.148,6,0.1,0.277709808370912,3.2508e-06,2.16
215,21.719,6,0,0.0603106631017567,2.2775e-06,2.16
903,21.719,6,0.05,0.0600327179540215,2.5289e-07,2.16
866,5.1958,6,0,0.477353368436608,9.7778e-05,2.18
990,5.1958,6,0.1,0.33022345706231,9.7778e-05,2.18
197,4.626,6,0,0.0964777483042771,9.8978e-05,2.18
867,4.626,6,0.05,0.0959454261968054,2.0515e-06,2.18
199,6.9053,6,0,0.296106331336759,8.457e-05,2.18
871,6.9053,6,0.05,0.286800222340491,9.3453e-07,2.18
269,6.9053,6,0.1,0.263396025071707,8.457e-05,2.18
870,7.4751,6,0,0.153697421251044,8.009e-05,2.18
201,9.1846,6,0,0.678270535416281,6.539e-05,2.18
875,9.1846,6,0.05,0.199651960832684,1.4113e-06,2.18
271,9.1846,6,0.1,0.103236655545028,6.539e-05,2.18
874,9.7544,6,0,0.0188408482060073,6.0502e-05,2.18
876,10.894,6,0,0.330446381454125,5.1252e-05,2.18
995,10.894,6,0.1,0.297271615634169,5.1252e-05,2.18
203,11.464,6,0,0.187010864229532,4.6888e-05,2.18
879,11.464,6,0.05,0.185271138682174,1.2898e-06,2.18
884,15.453,6,0,0.284377051852115,2.2366e-05,2.18
999,15.453,6,0.1,0.264467798875331,2.2366e-05,2.18
206,14.883,6,0,0.226963388386704,2.5225e-05,2.18
885,14.883,6,0.05,0.224191760885851,9.5669e-07,2.18
208,17.162,6,0,0.411963425721553,1.4569e-05,2.18
889,17.162,6,0.05,0.320677702368578,7.2819e-07,2.18
278,17.162,6,0.1,0.217079871132831,1.4569e-05,2.18
886,16.592,6,0,0.0502790007770378,1.7038e-05,2.18
894,21.151,6,0,0.614369518136607,3.2464e-06,2.18
1004,21.151,6,0.1,0.270331955747045,3.2464e-06,2.18
212,21.721,6,0,0.0577813942201408,2.283e-06,2.18
897,21.721,6,0.05,0.0575171318962072,2.5466e-07,2.18
845,5.2132,6,0,0.445562180971167,9.715e-05,2.2
969,5.2132,6,0.1,0.333927160860872,9.715e-05,2.2
191,4.6439,6,0,0.11058460619587,9.7677e-05,2.2
846,4.6439,6,0.05,0.109926051972092,1.9542e-06,2.2
193,6.9211,6,0,0.30356117329876,8.4885e-05,2.2
850,6.9211,6,0.05,0.292357490832546,1.3949e-06,2.2
263,6.9211,6,0.1,0.264975050256122,8.4885e-05,2.2
849,7.4904,6,0,0.139106285612572,8.0039e-05,2.2
195,9.1982,6,0,0.945943504557425,6.4939e-05,2.2
854,9.1982,6,0.05,0.034031920619937,1.3802e-06,2.2
265,9.1982,6,0.1,0.0170242253808716,6.4939e-05,2.2
853,9.7675,6,0,0.00300034944176697,6.0218e-05,2.2
855,10.906,6,0,0.342584244299277,5.1144e-05,2.2
974,10.906,6,0.1,0.304509938945788,5.1144e-05,2.2
197,11.475,6,0,0.177230249050825,4.6791e-05,2.2
858,11.475,6,0.05,0.17567556770411,1.3705e-06,2.2
863,15.461,6,0,0.276833403872651,2.2302e-05,2.2
978,15.461,6,0.1,0.258508663954502,2.2302e-05,2.2
200,14.891,6,0,0.233830156669134,2.5146e-05,2.2
864,14.891,6,0.05,0.230827775503714,1.0133e-06,2.2
202,17.168,6,0,0.399410537631376,1.4535e-05,2.2
868,17.168,6,0.05,0.321785504105566,7.4629e-07,2.2
272,17.168,6,0.1,0.224592547965787,1.4535e-05,2.2
865,16.599,6,0,0.0542114102972708,1.6995e-05,2.2
873,21.154,6,0,0.627583044331677,3.2463e-06,2.2
983,21.154,6,0.1,0.262270473857607,3.2463e-06,2.2
206,21.723,6,0,0.0551985086792672,2.2876e-06,2.2
876,21.723,6,0.05,0.0549479731314484,2.5372e-07,2.2
866,5.2305,6,0,0.418856644207268,9.6134e-05,2.22
990,5.2305,6,0.1,0.33246879501308,9.6134e-05,2.22
197,4.6618,6,0,0.12473937030819,9.6931e-05,2.22
867,4.6618,6,0.05,0.123935190471462,2.0778e-06,2.22
199,6.9368,6,0,0.311413829231627,8.3749e-05,2.22
871,6.9368,6,0.05,0.297753038758505,9.617e-07,2.22
269,6.9368,6,0.1,0.26553052616519,8.3749e-05,2.22
870,7.5056,6,0,0.125302605844678,7.9468e-05,2.22
201,9.2119,6,0,0.729356704593689,6.5088e-05,2.22
875,9.2119,6,0.05,0.168870034052967,1.3984e-06,2.22
271,9.2119,6,0.1,0.0861853576452532,6.5088e-05,2.22
872,8.6432,6,0,0.0155879037080916,7.0147e-05,2.22
876,10.918,6,0,0.355478325707379,5.1055e-05,2.22
995,10.918,6,0.1,0.311548019846641,5.1055e-05,2.22
203,11.487,6,0,0.167175853433445,4.6709e-05,2.22
879,11.487,6,0.05,0.165797801012535,1.2969e-06,2.22
884,15.468,6,0,0.26943905093247,2.2289e-05,2.22
999,15.468,6,0.1,0.252438145437807,2.2289e-05,2.22
206,14.9,6,0,0.240698885499675,2.5136e-05,2.22
885,14.9,6,0.05,0.237423918130048,9.5515e-07,2.22
208,17.175,6,0,0.38701605163104,1.452e-05,2.22
889,17.175,6,0.05,0.322016819673076,7.2659e-07,2.22
278,17.175,6,0.1,0.232209630978622,1.452e-05,2.22
886,16.606,6,0,0.0587574977172626,1.6979e-05,2.22
894,21.156,6,0,0.636950732550227,3.2376e-06,2.22
1004,21.156,6,0.1,0.256524655383005,3.2376e-06,2.22
212,21.725,6,0,0.0533825375851623,2.2775e-06,2.22
897,21.725,6,0.05,0.0531420744816055,2.5434e-07,2.22
224,4.8059,6,0,0.256760810980269,9.9681e-05,2.24
912,4.8059,6,0.05,0.253128720065985,2.8891e-06,2.24
909,5.4057,6,0,0.24701784268661,9.8958e-05,2.24
261,4.8059,6,0.1,0.243092626267136,9.9681e-05,2.24
222,7.2052,6,0,0.352029902895322,8.3593e-05,2.24
908,7.2052,6,0.05,0.317945544146878,3.4604e-06,2.24
263,7.2052,6,0.1,0.255148803292235,8.3593e-05,2.24
907,6.6054,6,0,0.074875749665564,9.119e-05,2.24
903,9.0046,6,0,0.350518660307418,6.7594e-05,2.24
972,9.0046,6,0.1,0.312030521281364,6.7594e-05,2.24
220,9.6044,6,0,0.169365346745967,6.1935e-05,2.24
904,9.6044,6,0.05,0.168085471665252,1.2369e-06,2.24
219,10.804,6,0,0.255943592576063,5.1771e-05,2.24
902,10.804,6,0.05,0.252368426283093,1.5046e-06,2.24
899,11.404,6,0,0.249208234876692,4.7356e-05,2.24
266,10.804,6,0.1,0.242479746264151,5.1771e-05,2.24
893,15.003,6,0,0.348961834518456,2.4652e-05,2.24
977,15.003,6,0.1,0.311167479880985,2.4652e-05,2.24
215,15.603,6,0,0.170584321092147,2.1493e-05,2.24
894,15.603,6,0.05,0.169286364508412,9.509e-07,2.24
214,16.802,6,0,0.255036035688561,1.6018e-05,2.24
889,17.402,6,0,0.251658074950966,1.3693e-05,2.24
892,16.802,6,0.05,0.25152022391522,8.1229e-07,2.24
271,16.802,6,0.1,0.241785665445253,1.6018e-05,2.24
883,21.001,6,0,0.346953241006185,3.5277e-06,2.24
982,21.001,6,0.1,0.310012217052014,3.5277e-06,2.24
210,21.601,6,0,0.172178790424514,2.4637e-06,2.24
884,21.601,6,0.05,0.170855751517287,2.7399e-07,2.24
987,5.2653,6,0,0.373992747431366,9.5639e-05,2.26
833,5.2653,6,0.1,0.319993693992026,9.5639e-05,2.26
290,4.6975,6,0,0.153592549442,9.9697e-05,2.26
834,4.6975,6,0.05,0.152421009134608,4.1716e-06,2.26
288,6.9684,6,0,0.329730812614405,8.4517e-05,2.26
838,6.9684,6,0.05,0.308233171056574,1.2488e-06,2.26
189,6.9684,6,0.1,0.262534583308944,8.4517e-05,2.26
985,7.5361,6,0,0.0995014330200769,7.9417e-05,2.26
286,9.2393,6,0,0.485884223915774,6.4617e-05,2.26
842,9.2393,6,0.05,0.300257224420154,1.2683e-06,2.26
191,9.2393,6,0.1,0.177720682625673,6.4617e-05,2.26
984,8.6716,6,0,0.0361378690383995,6.9464e-05,2.26
982,10.942,6,0,0.38271976227915,5.0686e-05,2.26
843,10.942,6,0.1,0.323390620313774,5.0686e-05,2.26
284,11.51,6,0,0.147487127902696,4.6302e-05,2.26
846,11.51,6,0.05,0.146402489504379,1.2505e-06,2.26
281,14.916,6,0,0.254576739907767,2.5338e-05,2.26
978,15.484,6,0,0.254576739907766,2.22e-05,2.26
852,14.916,6,0.05,0.250720742574322,1.2586e-06,2.26
196,14.916,6,0.1,0.240125777610145,2.5338e-05,2.26
279,17.187,6,0,0.369736419983185,1.4558e-05,2.26
856,17.187,6,0.05,0.320566631724521,8.375e-07,2.26
198,17.187,6,0.1,0.242682222170342,1.4558e-05,2.26
977,16.62,6,0,0.0670147261219519,1.6806e-05,2.26
973,21.161,6,0,0.662047267280111,3.2552e-06,2.26
861,21.161,6,0.1,0.240551747380418,3.2552e-06,2.26
275,21.729,6,0,0.0488087777389848,2.288e-06,2.26
864,21.729,6,0.05,0.0485922076004864,2.5234e-07,2.26
181,4.8415,6,0,0.272160958654879,9.7599e-05,2.28
811,4.8415,6,0.05,0.267208364182397,7.2532e-06,2.28
251,4.8415,6,0.1,0.253829948731548,9.7599e-05,2.28
810,5.4402,6,0,0.206800728431176,9.3332e-05,2.28
183,7.2363,6,0,0.328962071413659,8.2965e-05,2.28
815,7.2363,6,0.05,0.30883760584161,2.2049e-06,2.28
253,7.2363,6,0.1,0.265233345379502,8.2965e-05,2.28
812,6.6376,6,0,0.0969669773652289,8.5945e-05,2.28
816,9.0324,6,0,0.379692055901141,6.629e-05,2.28
937,9.0324,6,0.1,0.32606291506163,6.629e-05,2.28
185,9.6311,6,0,0.147613984154559,6.1295e-05,2.28
819,9.6311,6,0.05,0.14663104488267,1.3499e-06,2.28
186,10.829,6,0,0.266644342208545,5.1591e-05,2.28
821,10.829,6,0.05,0.26221860829489,1.3688e-06,2.28
256,10.829,6,0.1,0.250156570173888,5.1591e-05,2.28
820,11.427,6,0,0.220980479322677,4.7183e-05,2.28
826,15.019,6,0,0.365195533501502,2.4541e-05,2.28
942,15.019,6,0.1,0.319653972255935,2.4541e-05,2.28
190,15.618,6,0,0.1581349080473,2.1405e-05,2.28
829,15.618,6,0.05,0.157015586195263,9.3126e-07,2.28
191,16.816,6,0,0.260923072241978,1.5962e-05,2.28
831,16.816,6,0.05,0.256970948920877,8.0066e-07,2.28
261,16.816,6,0.1,0.246111862541851,1.5962e-05,2.28
830,17.414,6,0,0.235994116295294,1.365e-05,2.28
836,21.006,6,0,0.351706860011611,3.5114e-06,2.28
947,21.006,6,0.1,0.312618680663524,3.5114e-06,2.28
195,21.605,6,0,0.168471928005561,2.453e-06,2.28
839,21.605,6,0.05,0.167202531319304,2.6484e-07,2.28
1043,5.3,6,0,0.335543812954745,9.5584e-05,2.3
889,5.3,6,0.1,0.300119510078513,9.5584e-05,2.3
306,4.7333,6,0,0.183007260951593,9.5968e-05,2.3
890,4.7333,6,0.05,0.181329416015149,4.1835e-06,2.3
304,7,6,0,0.355138306691446,8.475e-05,2.3
894,7,6,0.05,0.317645358070496,5.9892e-07,2.3
205,7,6,0.1,0.251120704920629,8.475e-05,2.3
1041,7.5667,6,0,0.0760956303174296,8.0179e-05,2.3
302,9.2667,6,0,0.401858822992531,6.4363e-05,2.3
898,9.2667,6,0.05,0.321544898298238,1.1267e-06,2.3
207,9.2667,6,0.1,0.222988311722027,6.4363e-05,2.3
1040,8.7,6,0,0.0536079669872044,7.0007e-05,2.3
1038,10.967,6,0,0.414667729583724,5.0745e-05,2.3
899,10.967,6,0.1,0.331434905040405,5.0745e-05,2.3
300,11.533,6,0,0.127369071673522,4.6353e-05,2.3
902,11.533,6,0.05,0.12652829370235,1.3419e-06,2.3
297,14.933,6,0,0.262509422188452,2.4965e-05,2.3
908,14.933,6,0.05,0.258024143459727,9.5712e-07,2.3
212,14.933,6,0.1,0.245833048604099,2.4965e-05,2.3
1034,15.5,6,0,0.233633385747722,2.2137e-05,2.3
295,17.2,6,0,0.355155668015485,1.4425e-05,2.3
912,17.2,6,0.05,0.317660886510788,7.1947e-07,2.3
214,17.2,6,0.1,0.251132981230585,1.4425e-05,2.3
