Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,7.9572,2.2462,0,0.0012753,12744,0.00055176,1857.8,0.00036468,452.14,-0.0012302,-11531,0.33929
2,8.1667,3.7875,0,0.0013514,13504,0.00061985,2376.3,0.00036042,427.01,-0.0012931,-11997,0.35772
3,7.4197,0.27997,0,0.00019432,1941.9,7.6583e-05,140.9,5.5563e-05,-17.036,-0.00019173,-1875.1,0.28149
4,7.5742,0.76536,0,0.00024094,2407.7,0.00012834,566.8,4.3222e-05,-72.764,-0.00022607,-2096.1,0.29677
5,7.6571,1.2575,0,0.00042846,4281.7,0.00026064,1498.9,5.8983e-05,-16.253,-0.00038262,-3334.3,0.30712
6,8.5598,0.83264,0,0.00023124,2310.8,0.00011763,481.58,4.6474e-05,-53.066,-0.00021926,-2049.7,0.38768
7,7.5861,5.2155,0,0.00023788,2377.1,0.00012983,600.33,4.0373e-05,-71.804,-0.00022164,-2040.5,0.29779
8,8.4951,4.237,0,0.00065909,6586.3,0.0003471,1554.9,0.00012705,-98.47,-0.00061854,-5700.6,0.38668
9,8.4595,3.7628,0,0.00088581,8852,0.00033834,482.66,0.00025741,-125.47,-0.00087817,-8657.7,0.38576
10,8.8314,1.3665,0,0.00036822,3679.6,0.00016333,517.35,9.5934e-05,10.955,-0.0003566,-3389.2,0.4197
11,7.3898,4.9289,0,0.00033247,3322.4,0.00017269,832.19,7.4007e-05,90.754,-0.0003105,-2798.3,0.28603
12,7.3254,4.2634,0,0.000534,5336.3,0.00024466,850.24,0.00013419,20.213,-0.00051433,-4852.5,0.28587
13,8.4962,2.2279,0,0.00084391,8433.3,0.00031404,360.32,0.00025056,-116.67,-0.00083875,-8301.3,0.38942
14,7.7121,2.2261,0,0.00092711,9264.7,0.00038694,917.66,0.00024936,-116.05,-0.00090913,-8820.5,0.31859
15,7.9659,3.4804,0,0.0010851,10843,0.00046463,1291.1,0.00029113,-12.544,-0.0010574,-10145,0.34134
