Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	3.006	3.0486	0.	-166.98
2	4.0735	1.7916	0.	-18.59
3	1.939	0.81945	0.	-108.01
4	1.9949	2.5343	0.	-240.85
5	4.4208	0.64508	0.	3.2924
6	2.1428	5.0225	0.	-24.24
7	4.3344	4.7184	0.	-27.619
8	3.9396	5.0613	0.	-3.3642
9	1.1938	4.5216	0.	-227.85
10	5.7369	2.7731	0.	-115.16
11	4.1511	5.4595	0.	2.4766
12	5.4187	1.7174	0.	-65.984
13	0.94086	2.1073	0.	-302.01
14	0.93865	1.0337	0.	-199.57
15	0.99423	3.2377	0.	-288.72
16	5.9499	3.7335	0.	-110.98
17	5.5306	0.81052	0.	18.915
18	6.6507	0.90151	0.	-16.995
19	7.8145	0.98393	0.	-13.975
20	8.9665	1.0934	0.	-6.1931
21	10.095	1.1778	0.	-3.5123
22	11.263	1.1939	0.	0.71673
23	12.444	1.1887	0.	-0.64759
24	13.611	1.1799	0.	-0.62599
25	14.767	1.1791	0.	-0.70359
26	15.917	1.1813	0.	-0.69689
27	17.07	1.1842	0.	-0.59865
28	18.22	1.1892	0.	-0.62921
29	19.375	1.1919	0.	-0.5911
30	20.527	1.1911	0.	-0.65203
31	21.69	1.1936	0.	-0.60789
32	22.845	1.1961	0.	-0.64695
33	22.841	2.3949	0.	-1.2761
34	22.83	3.5942	0.	-1.3118
35	22.843	4.8057	0.	-0.66312
36	21.684	4.8069	0.	-0.63474
37	20.527	4.7951	0.	-0.6374
38	19.372	4.7961	0.	-0.66674
39	18.217	4.7611	0.	-0.5896
40	17.066	4.7304	0.	-0.53971
41	15.915	4.7133	0.	-0.59104
42	14.766	4.7058	0.	-0.58394
43	13.611	4.7366	0.	-0.74418
44	12.435	4.7644	0.	-0.5942
45	11.22	4.7611	0.	-0.72939
46	9.982	4.7183	0.	-3.9367
47	8.7408	4.7126	0.	-13.202
48	7.4812	4.8162	0.	-29.007
49	5.9805	4.7693	0.	-58.644
50	5.1508	5.2656	0.	-20.073
51	6.5462	1.78	0.	-57.377
52	7.6964	1.9165	0.	-35.159
53	8.8457	2.2182	0.	-13.744
54	9.9714	2.3618	0.	-8.7572
55	11.205	2.3789	0.	-3.118
56	12.412	2.3726	0.	-0.91427
57	13.599	2.3583	0.	-1.263
