Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	16.5	2.1818	0.	-5828.3
2	16.5	2.3636	0.	-4644.
3	16.5	2.5455	0.	-4110.9
4	16.5	2.7273	0.	-3838.8
5	16.5	2.9091	0.	-3722.7
6	16.5	3.0909	0.	-3722.7
7	16.5	3.2727	0.	-3838.8
8	16.5	3.4545	0.	-4110.9
9	16.5	3.6364	0.	-4644.
10	16.5	3.8182	0.	-5828.3
11	16.667	2.1818	0.	-5872.4
12	16.667	2.3636	0.	-4647.1
13	16.667	2.5455	0.	-4088.4
14	16.667	2.7273	0.	-3808.2
15	16.667	2.9091	0.	-3688.6
16	16.667	3.0909	0.	-3688.6
17	16.667	3.2727	0.	-3808.2
18	16.667	3.4545	0.	-4088.4
19	16.667	3.6364	0.	-4647.1
20	16.667	3.8182	0.	-5872.4
21	16.317	5.8182	0.	-331.02
22	16.317	5.6364	0.	-451.14
23	16.317	5.4545	0.	-590.33
24	16.317	5.2727	0.	-740.04
25	16.317	5.0909	0.	-905.99
26	16.317	4.9091	0.	-1098.5
27	16.317	4.7273	0.	-1334.2
28	16.317	4.5455	0.	-1652.3
29	16.317	4.3636	0.	-2107.6
30	16.317	4.1818	0.	-3030.5
31	16.317	4.	0.	-4254.6
32	16.317	3.8182	0.	-4315.6
33	16.317	3.6364	0.	-4110.6
34	16.317	3.4545	0.	-3845.9
35	16.317	3.2727	0.	-3688.5
36	16.317	3.0909	0.	-3612.4
37	16.317	2.9091	0.	-3612.4
38	16.317	2.7273	0.	-3688.5
39	16.317	2.5455	0.	-3845.9
40	16.317	2.3636	0.	-4110.6
41	16.317	2.1818	0.	-4315.6
42	16.317	2.	0.	-4254.6
43	16.317	1.8182	0.	-3030.5
44	16.317	1.6364	0.	-2107.6
45	16.317	1.4545	0.	-1652.3
46	16.317	1.2727	0.	-1334.2
47	16.317	1.0909	0.	-1098.5
48	16.317	0.90909	0.	-905.99
49	16.317	0.72727	0.	-740.04
