Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,22.2,2.1818,0,0.00015625,1561.4,8.1623e-05,388.34,3.3547e-05,27.111,-0.00014602,-1322.1,2.0032
2,22.2,2.3636,0,0.00011397,1138.9,5.5071e-05,213.25,2.627e-05,-3.1511,-0.00010884,-1018.3,2.0033
3,22.2,2.5455,0,9.9192e-05,991.23,4.6481e-05,168.74,2.4007e-05,-0.11899,-9.5238e-05,-896.08,2.0034
4,22.2,2.7273,0,9.1718e-05,916.55,4.2354e-05,148.01,2.2604e-05,-0.38571,-8.83e-05,-833.68,2.0034
5,22.2,2.9091,0,8.8574e-05,885.13,4.0618e-05,139.44,2.2028e-05,-0.24286,-8.5375e-05,-807.23,2.0035
6,22.2,3.0909,0,8.8574e-05,885.13,4.0618e-05,139.44,2.2028e-05,-0.24286,-8.5375e-05,-807.23,2.0035
7,22.2,3.2727,0,9.1718e-05,916.55,4.2354e-05,148.01,2.2604e-05,-0.38571,-8.83e-05,-833.68,2.0034
8,22.2,3.4545,0,9.9192e-05,991.23,4.6481e-05,168.74,2.4007e-05,-0.11899,-9.5238e-05,-896.08,2.0034
9,22.2,3.6364,0,0.00011397,1138.9,5.5071e-05,213.25,2.627e-05,-3.1511,-0.00010884,-1018.3,2.0033
10,22.2,3.8182,0,0.00015625,1561.4,8.1623e-05,388.34,3.3547e-05,27.111,-0.00014602,-1322.1,2.0032
11,22.548,2,0,9.1732e-05,916.69,2.9486e-05,-35.245,2.8373e-05,-43.609,-9.3071e-05,-956.09,2.0517
12,22.73,2,0,5.9157e-05,591.16,2.3741e-05,8.6707,1.2816e-05,-73.419,-5.9829e-05,-619.24,2.0771
13,22.911,2,0,4.3318e-05,432.88,1.7918e-05,-1.2524,7.6047e-06,-78.743,-4.4155e-05,-467.65,2.1026
14,23.093,2,0,3.326e-05,332.37,1.4521e-05,0.58369,4.4718e-06,-74.926,-3.3875e-05,-363.05,2.1281
15,23.274,2,0,2.5981e-05,259.63,1.1625e-05,0.16072,2.8812e-06,-65.537,-2.6462e-05,-286.01,2.1535
16,23.456,2,0,2.0662e-05,206.48,9.18e-06,0.2923,2.4444e-06,-50.316,-2.1042e-05,-226.79,2.179
17,23.637,2,0,1.7076e-05,170.65,7.0178e-06,0.62362,3.1985e-06,-28.073,-1.7361e-05,-182.55,2.2045
18,23.819,2,0,1.5926e-05,159.15,6.13e-06,8.9405,4.569e-06,-2.7888,-1.5789e-05,-155.75,2.23
19,23.819,4,0,1.5926e-05,159.15,6.13e-06,8.9405,4.569e-06,-2.7888,-1.5789e-05,-155.75,2.23
20,23.637,4,0,1.7076e-05,170.65,7.0178e-06,0.62361,3.1985e-06,-28.073,-1.7361e-05,-182.55,2.2045
21,23.456,4,0,2.0662e-05,206.48,9.18e-06,0.29231,2.4444e-06,-50.316,-2.1042e-05,-226.79,2.179
22,23.274,4,0,2.5981e-05,259.63,1.1625e-05,0.16072,2.8812e-06,-65.537,-2.6462e-05,-286.01,2.1535
23,23.093,4,0,3.326e-05,332.37,1.4521e-05,0.58369,4.4718e-06,-74.926,-3.3875e-05,-363.05,2.1281
