Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	18.67	3.2542	0.	-1461.4
2	16.639	2.0692	0.	-1214.1
3	18.129	3.0207	0.	-2261.6
4	21.462	2.6563	0.	-450.14
5	14.944	3.8331	0.	-1916.4
6	10.339	2.996	0.	-3265.3
7	5.5847	2.9931	0.	-3726.2
8	19.59	3.3674	0.	-812.9
9	17.777	2.9284	0.	-2213.3
10	17.38	2.7032	0.	-1779.9
11	17.957	2.7753	0.	-2579.8
12	19.775	4.6331	0.	-524.38
13	19.775	4.6331	0.1	-146.77
14	17.957	2.7753	0.1	-628.19
15	17.38	2.7032	0.1	-964.64
16	17.777	2.9284	0.1	-1151.
17	19.59	3.3674	0.1	-285.61
18	5.5847	2.9931	0.1	-1103.
19	10.339	2.996	0.1	270.44
20	14.944	3.8331	0.1	-261.3
21	21.462	2.6563	0.1	-18.707
22	18.129	3.0207	0.1	-1334.4
23	16.639	2.0692	0.1	-1468.8
24	18.67	3.2542	0.1	-1029.7
25	18.167	1.	0.1	75.415
26	18.167	1.5	0.1	259.01
27	18.167	2.	0.1	86.352
28	18.	2.	0.1	-695.15
29	18.	1.5	0.1	-673.05
30	18.	1.	0.1	27.592
31	18.167	5.	0.1	100.38
32	18.167	4.5	0.1	66.071
33	18.167	4.	0.1	-6.3256
34	18.	4.	0.1	106.93
35	18.	4.5	0.1	-348.69
36	18.	5.	0.1	-142.36
37	18.167	6.	0.1	-245.6
38	21.083	6.	0.1	34.372
39	24.	6.	0.1	10.119
40	24.	3.	0.1	-2.4122
41	2.6226e-014	3.	0.1	3279.6
42	3.937e-014	6.	0.1	2981.
43	6.	6.	0.1	-958.62
44	12.	6.	0.1	-5.1938
45	15.	6.	0.1	-288.84
46	18.	6.	0.1	47.725
47	24.	0.	0.1	-21.241
48	21.083	0.	0.1	-60.916
49	18.167	0.	0.1	20.441
50	18.	0.	0.1	-270.7
51	15.	2.3253e-030	0.1	-197.04
52	12.	1.8602e-030	0.1	100.38
53	6.	9.3011e-031	0.1	-1010.9
54	0.	0.	0.1	3046.
55	6.	9.3011e-031	0.	-3794.7
56	12.	1.8602e-030	0.	-2919.4
57	15.	2.3253e-030	0.	-1521.3
58	18.	0.	0.	-1630.1
59	0.	0.	0.	-6579.4
60	21.083	0.	0.	-396.16
61	18.167	0.	0.	-610.16
62	24.	0.	0.	-295.83
63	15.	6.	0.	-2033.8
64	12.	6.	0.	-2829.7
65	6.	6.	0.	-3735.
66	18.	6.	0.	-1677.4
67	3.937e-014	6.	0.	-6579.3
68	2.6226e-014	3.	0.	-6825.2
69	24.	3.	0.	-296.69
70	24.	6.	0.	-370.95
71	21.083	6.	0.	-482.26
72	18.167	6.	0.	-571.46
73	18.	4.5	0.	-2407.7
74	18.	5.	0.	-1842.2
75	18.	4.	0.	-5225.6
76	18.167	5.	0.	-1037.8
77	18.167	4.5	0.	-2445.7
78	18.167	4.	0.	-5954.2
79	18.	1.5	0.	-2627.6
80	18.	1.	0.	-1783.9
81	18.	2.	0.	-4491.2
82	18.167	1.	0.	-1394.5
83	18.167	1.5	0.	-2606.
84	18.167	2.	0.	-5130.9
85	18.399	3.1374	0.	-1855.
86	19.13	3.3108	0.	-1136.2
87	18.67	3.2542	5.e-002	-64.803
88	18.418	3.6271	0.	-3662.3
89	18.418	2.6271	0.	-3142.3
90	17.009	2.3862	0.	-1496.1
91	16.639	2.0692	5.e-002	-99.161
92	15.82	1.0346	0.	-1364.5
93	17.32	3.5346	0.	-1457.
94	17.32	1.7846	0.	-1860.6
95	17.32	1.5346	0.	-1471.3
96	18.043	2.898	0.	-2420.3
97	18.129	3.0207	5.e-002	-296.36
98	18.065	3.5103	0.	-3726.8
99	18.148	2.5103	0.	-3542.9
100	20.526	3.0118	0.	-626.99
101	21.462	2.6563	5.e-002	-10.335
102	21.272	1.3281	0.	-422.52
103	22.731	2.8281	0.	-373.21
104	21.272	4.3281	0.	-462.75
105	19.814	1.8281	0.	-895.4
106	12.641	3.4146	0.	-2590.2
107	14.944	3.8331	5.e-002	-111.64
108	14.972	1.9165	0.	-1706.6
109	14.972	4.9165	0.	-1964.2
110	16.472	4.4165	0.	-1842.7
111	7.9618	2.9945	0.	-3494.6
112	10.339	2.996	5.e-002	-21.053
113	11.169	1.498	0.	-3090.2
114	11.169	4.498	0.	-3044.4
115	5.5847	2.9931	5.e-002	-144.93
116	5.7924	1.4965	0.	-3759.5
117	5.7924	4.4965	0.	-3728.7
118	2.7924	2.9965	0.	-5265.8
119	19.683	4.0003	0.	-667.81
120	19.59	3.3674	5.e-002	-13.891
121	18.879	3.9337	0.	-1572.7
122	18.879	2.4337	0.	-1583.1
123	17.578	2.8158	0.	-1982.1
124	17.867	2.8519	0.	-2339.4
125	17.777	2.9284	5.e-002	-502.25
126	17.889	3.4642	0.	-3636.7
127	17.38	2.7032	5.e-002	-116.9
128	17.69	3.6016	0.	-2024.8
129	17.69	2.3516	0.	-3130.3
130	17.957	2.7753	5.e-002	-314.58
131	17.978	2.3876	0.	-3529.2
132	19.775	4.6331	5.e-002	-24.679
133	20.429	5.3166	0.	-502.93
134	18.971	4.8166	0.	-765.31
135	19.683	4.0003	0.1	-212.37
136	18.971	4.8166	0.1	-6.4415
137	20.429	5.3166	0.1	-41.868
138	17.867	2.8519	0.1	-841.68
139	18.043	2.898	0.1	-969.27
140	17.978	2.3876	0.1	-642.1
141	17.578	2.8158	0.1	-1028.7
142	17.009	2.3862	0.1	-1207.7
143	17.69	2.3516	0.1	-824.43
144	17.69	3.6016	0.1	-604.85
145	17.889	3.4642	0.1	-201.71
146	20.526	3.0118	0.1	-147.68
147	19.13	3.3108	0.1	-657.62
148	18.879	2.4337	0.1	152.13
149	18.879	3.9337	0.1	55.019
150	7.9618	2.9945	0.1	-412.51
151	2.7924	2.9965	0.1	1098.2
152	5.7924	4.4965	0.1	-1030.1
153	5.7924	1.4965	0.1	-1056.1
154	12.641	3.4146	0.1	28.486
155	11.169	4.498	0.1	142.4
156	11.169	1.498	0.1	198.45
157	16.472	4.4165	0.1	-125.86
158	14.972	4.9165	0.1	-188.62
159	14.972	1.9165	0.1	-217.74
160	19.814	1.8281	0.1	51.148
161	21.272	4.3281	0.1	21.21
162	22.731	2.8281	0.1	-9.8642
163	21.272	1.3281	0.1	-38.894
164	18.399	3.1374	0.1	-1178.5
165	18.148	2.5103	0.1	-239.9
166	18.065	3.5103	0.1	-354.85
167	17.32	1.7846	0.1	-1021.2
168	17.32	1.5346	0.1	-578.3
169	17.32	3.5346	0.1	-728.56
170	15.82	1.0346	0.1	-826.4
171	18.418	2.6271	0.1	-64.166
172	18.418	3.6271	0.1	6.2116
173	18.167	1.25	0.1	168.64
174	18.167	0.5	0.1	52.644
175	18.167	1.	5.e-002	-27.334
176	18.167	1.75	0.1	182.
177	18.167	1.5	5.e-002	-75.551
178	18.083	2.	0.1	38.291
179	18.167	2.	5.e-002	-312.68
180	18.	1.75	0.1	-557.48
181	18.	2.	5.e-002	-156.34
182	18.	1.25	0.1	-210.03
183	18.	1.5	5.e-002	-247.23
184	18.	0.5	0.1	-71.718
185	18.	1.	5.e-002	-71.446
186	18.167	4.75	0.1	85.804
187	18.167	5.5	0.1	-31.334
188	18.167	5.	5.e-002	-20.59
189	18.167	4.25	0.1	35.102
190	18.167	4.5	5.e-002	-137.59
191	18.083	4.	0.1	57.046
192	18.167	4.	5.e-002	-156.78
193	18.	4.25	0.1	-91.697
194	18.	4.	5.e-002	-438.73
195	18.	4.75	0.1	-244.5
196	18.	4.5	5.e-002	-299.27
197	18.	5.5	0.1	3.1386
198	18.	5.	5.e-002	-105.13
199	19.625	6.	0.1	-78.271
200	18.167	6.	5.e-002	-70.272
201	22.542	6.	0.1	27.807
202	21.083	6.	5.e-002	-15.774
203	24.	4.5	0.1	8.614
204	24.	6.	5.e-002	-19.088
205	24.	1.5	0.1	-10.591
206	24.	3.	5.e-002	-12.443
207	3.9339e-014	4.5	0.1	3230.1
208	1.3113e-014	1.5	0.1	3246.6
209	2.6581e-014	3.	5.e-002	-451.2
210	3.	6.	0.1	1082.
211	5.2451e-014	6.	5.e-002	-753.92
212	9.	6.	0.1	-394.38
213	6.	6.	5.e-002	-154.35
214	13.5	6.	0.1	-115.05
215	12.	6.	5.e-002	-206.04
216	16.5	6.	0.1	-94.472
217	15.	6.	5.e-002	-191.48
218	18.	6.	5.e-002	-191.31
219	22.542	0.	0.1	-41.059
220	24.	0.	5.e-002	-8.9249
221	19.625	0.	0.1	3.1882
222	21.083	0.	5.e-002	-3.1284
223	18.167	0.	5.e-002	-25.403
224	16.5	2.5578e-030	0.1	-227.21
225	18.	2.7903e-030	5.e-002	-108.37
226	13.5	2.0927e-030	0.1	-9.3306
227	15.	0.	5.e-002	-45.833
228	9.	1.3952e-030	0.1	-436.74
229	12.	0.	5.e-002	-164.71
230	3.	4.6505e-031	0.1	1069.6
231	6.	0.	5.e-002	-118.58
232	0.	0.	5.e-002	-651.52
233	9.	1.3952e-030	0.	-3351.4
234	3.	4.6505e-031	0.	-5142.7
235	13.5	2.0927e-030	0.	-2203.2
236	16.5	2.5578e-030	0.	-1570.2
237	18.	0.5	0.	-1704.9
238	1.3113e-014	1.5	0.	-6613.5
