Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	7.9613	3.4918	0.	7.799
2	8.2112	3.5489	0.	71.542
3	7.438	5.3795	0.	4.6154
4	7.7325	3.9467	0.	-456.76
5	7.7218	3.7008	0.	-21.897
6	8.4879	3.4796	0.	-9.5484
7	8.7125	4.1701	0.	6.2597
8	8.412	3.2676	0.	-25.111
9	7.4744	3.9285	0.	80.978
10	8.5921	3.1162	0.	5.1799
11	7.4633	3.6668	0.	19.971
12	7.2322	4.8238	0.	-19.208
13	7.079	4.4295	0.	-6.644
14	7.237	4.1644	0.	14.093
15	8.159	2.9363	0.	-27.96
16	6.9646	4.2277	0.	-9.7524
17	7.6958	2.2232	0.	-25.465
18	8.7122	1.578	0.	31.269
19	8.9388	4.1931	0.	-26.075
20	9.1844	4.0109	0.	-238.82
21	7.9943	3.0186	0.	-51.299
22	8.6641	2.8849	0.	-4.901
23	7.9734	2.5885	0.	12.815
24	6.9269	3.9079	0.	-1.5066
25	8.4365	2.7473	0.	16.591
26	7.5036	1.5983	0.	30.727
27	7.422	2.2396	0.	-3.7853
28	8.7276	4.8993	0.	-12.662
29	7.5851	0.64362	0.	36.72
30	6.919	3.6222	0.	-11.891
31	8.933	2.9916	0.	-22.943
32	7.6408	2.9855	0.	35.55
33	8.6994	2.6031	0.	-2.3683
34	7.5812	2.6687	0.	17.337
35	6.6456	3.8876	0.	-45.427
36	6.0145	5.2445	0.	5.5922
37	5.6063	5.253	0.	-5.5608
38	5.2	5.2544	0.	-55.887
39	4.8	5.2544	0.	-107.15
40	4.4	5.2544	0.	-153.53
41	4.	5.2544	0.	-198.71
42	3.6	5.2544	0.	-244.72
43	3.2	5.2544	0.	-294.04
44	2.8	5.2544	0.	-348.25
45	2.384	5.245	0.	-419.45
46	1.9696	5.2313	0.	-508.75
47	1.5613	5.212	0.	-641.35
48	1.1627	5.2111	0.	-784.1
49	0.78448	0.77736	0.	-1172.9
50	1.1881	0.7677	0.	-745.62
51	1.5931	0.75278	0.	-596.04
52	2.	0.74559	0.	-480.99
53	2.4	0.74559	0.	-408.92
54	2.8	0.74559	0.	-346.9
55	3.2	0.74559	0.	-293.22
56	3.6	0.74559	0.	-244.28
57	4.	0.74559	0.	-198.22
58	4.4	0.74559	0.	-152.93
59	4.8	0.74559	0.	-106.11
60	5.2	0.74559	0.	-55.578
61	5.6	0.74559	0.	-3.7744
62	5.9897	0.73924	0.	2.5636
63	6.3551	0.71529	0.	1.7953
64	6.7256	0.68469	0.	-0.7747
65	9.7263	0.73069	0.	4.2585
66	10.104	0.7425	0.	1.142
67	10.484	0.74559	0.	0.38318
68	10.87	0.74559	0.	-4.2677
69	11.256	0.74559	0.	-14.43
70	11.642	0.74559	0.	-20.424
71	12.028	0.74559	0.	-22.526
72	12.415	0.74559	0.	-22.032
73	12.801	0.74559	0.	-19.916
74	13.187	0.74559	0.	-16.898
75	13.573	0.74559	0.	-13.462
76	13.959	0.74559	0.	-9.9182
77	14.346	0.74559	0.	-6.4543
78	14.732	0.74559	0.	-3.1737
79	15.118	0.74559	0.	-0.23473
80	15.504	0.74559	0.	-3.2122e-002
