Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	8.3	2.1818	0.	1664.7
2	8.3	2.3636	0.	1320.4
3	8.3	2.5455	0.	1100.6
4	8.3	2.7273	0.	983.55
5	8.3	2.9091	0.	930.62
6	8.3	3.0909	0.	930.62
7	8.3	3.2727	0.	983.55
8	8.3	3.4545	0.	1100.6
9	8.3	3.6364	0.	1320.4
10	8.3	3.8182	0.	1664.7
11	8.4667	2.1818	0.	1398.
12	8.4667	2.3636	0.	1240.1
13	8.4667	2.5455	0.	1050.3
14	8.4667	2.7273	0.	946.38
15	8.4667	2.9091	0.	898.15
16	8.4667	3.0909	0.	898.15
17	8.4667	3.2727	0.	946.38
18	8.4667	3.4545	0.	1050.3
19	8.4667	3.6364	0.	1240.
20	8.4667	3.8182	0.	1398.
21	8.1156	5.8182	0.	130.69
22	8.1156	5.6364	0.	284.15
23	8.1156	5.4545	0.	521.76
24	8.1156	5.2727	0.	805.29
25	8.1156	5.0909	0.	1134.2
26	8.1156	4.9091	0.	1519.1
27	8.1156	4.7273	0.	1982.9
28	8.1156	4.5455	0.	2548.
29	8.1156	4.3636	0.	3330.8
30	8.1156	4.1818	0.	3851.7
31	8.1156	4.	0.	2767.8
32	8.1156	3.8182	0.	1333.6
33	8.1156	3.6364	0.	1083.4
34	8.1156	3.4545	0.	924.71
35	8.1156	3.2727	0.	855.97
36	8.1156	3.0909	0.	822.01
37	8.1156	2.9091	0.	822.01
38	8.1156	2.7273	0.	855.97
39	8.1156	2.5455	0.	924.71
40	8.1156	2.3636	0.	1083.4
41	8.1156	2.1818	0.	1333.6
42	8.1156	2.	0.	2767.8
43	8.1156	1.8182	0.	3851.7
44	8.1156	1.6364	0.	3330.8
45	8.1156	1.4545	0.	2548.
46	8.1156	1.2727	0.	1982.9
47	8.1156	1.0909	0.	1519.1
48	8.1156	0.90909	0.	1134.2
49	8.1156	0.72727	0.	805.29
50	8.1156	0.54545	0.	521.76
51	8.1156	0.36364	0.	284.15
52	8.1156	0.18182	0.	130.69
53	7.9311	5.8182	0.	95.51
54	7.9311	5.6364	0.	169.36
55	7.9311	5.4545	0.	327.73
56	7.9311	5.2727	0.	536.99
57	7.9311	5.0909	0.	783.14
58	7.9311	4.9091	0.	1060.6
59	7.9311	4.7273	0.	1365.7
60	7.9311	4.5455	0.	1666.7
61	7.9311	4.3636	0.	1902.3
62	7.9311	4.1818	0.	1869.
63	7.9311	4.	0.	1319.
64	7.9311	3.8182	0.	864.32
65	7.9311	3.6364	0.	689.02
66	7.9311	3.4545	0.	649.15
67	7.9311	3.2727	0.	626.47
68	7.9311	3.0909	0.	617.4
69	7.9311	2.9091	0.	617.4
70	7.9311	2.7273	0.	626.47
71	7.9311	2.5455	0.	649.15
72	7.9311	2.3636	0.	689.02
73	7.9311	2.1818	0.	864.32
74	7.9311	2.	0.	1319.
75	7.9311	1.8182	0.	1869.
76	7.9311	1.6364	0.	1902.3
77	7.9311	1.4545	0.	1666.7
78	7.9311	1.2727	0.	1365.7
79	7.9311	1.0909	0.	1060.6
80	7.9311	0.90909	0.	783.14
81	7.9311	0.72727	0.	536.99
82	7.9311	0.54545	0.	327.73
83	7.9311	0.36364	0.	169.36
