Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.4974	2.6451	0.	-2.1042e-004
2	4.005	3.2953	0.	-1.98e-004
3	5.4	2.7036	0.	-1.2387e-004
4	2.7088	3.0495	0.	-1.7205e-004
5	3.2184	3.2493	0.	-2.1378e-004
6	4.8833	4.4717	0.	-1.0161e-004
7	2.7532	0.64446	0.	-9.4757e-005
8	2.4069	1.7623	0.	-1.2862e-004
9	4.8876	0.64089	0.	-6.8647e-005
10	2.722	5.1879	0.	-1.0242e-004
11	3.0744	3.9038	0.	-1.729e-004
12	3.2966	3.6549	0.	-2.0161e-004
13	4.7109	5.4731	0.	-7.6725e-005
14	4.8978	3.743	0.	-1.2381e-004
15	1.8292	4.9251	0.	-1.2602e-004
16	0.95707	4.7405	0.	-1.3413e-004
17	0.97466	1.1065	0.	-1.349e-004
18	1.8629	0.92935	0.	-1.3415e-004
19	1.0903	2.1709	0.	-1.4492e-004
20	1.1878	3.3413	0.	-1.3754e-004
21	5.8417	0.98879	0.	-8.5957e-005
22	6.9147	1.2104	0.	-8.2138e-005
23	8.1038	1.2439	0.	-7.3389e-005
24	9.321	1.2233	0.	-6.2981e-005
25	10.504	1.2044	0.	-5.3538e-005
26	11.653	1.1909	0.	-4.5052e-005
27	12.793	1.1808	0.	-3.729e-005
28	13.919	1.1745	0.	-3.0341e-005
29	15.039	1.1733	0.	-2.4137e-005
30	16.154	1.1747	0.	-1.8668e-005
31	17.271	1.177	0.	-1.3917e-005
32	18.387	1.1805	0.	-9.8825e-006
33	19.505	1.1821	0.	-6.569e-006
34	20.628	1.1823	0.	-3.9613e-006
35	21.753	1.1934	0.	-2.0621e-006
36	22.875	1.1951	0.	-8.7835e-007
37	22.864	2.3932	0.	-1.0167e-006
38	22.866	3.6025	0.	-1.0156e-006
39	22.872	4.7976	0.	-8.8088e-007
40	21.747	4.7963	0.	-2.0773e-006
41	20.617	4.7966	0.	-3.9801e-006
42	19.499	4.7786	0.	-6.5923e-006
43	18.379	4.7378	0.	-9.9215e-006
44	17.262	4.7037	0.	-1.3952e-005
45	16.148	4.6847	0.	-1.8705e-005
46	15.034	4.6789	0.	-2.4162e-005
47	13.92	4.6775	0.	-3.0335e-005
48	12.798	4.6806	0.	-3.7253e-005
49	11.673	4.7272	0.	-4.4864e-005
50	10.534	4.7904	0.	-5.3312e-005
51	9.3796	4.7902	0.	-6.2626e-005
52	8.2246	4.7897	0.	-7.2602e-005
53	7.0922	4.81	0.	-8.2176e-005
54	5.9069	4.8738	0.	-8.0752e-005
55	6.9291	3.5967	0.	-8.4236e-005
56	6.5422	2.3054	0.	-8.7128e-005
57	8.0146	2.4088	0.	-7.3728e-005
58	9.274	2.4123	0.	-6.2567e-005
59	10.471	2.3908	0.	-5.3471e-005
60	11.641	2.3618	0.	-4.4931e-005
61	12.783	2.3622	0.	-3.7243e-005
62	13.918	2.3555	0.	-3.0285e-005
63	15.037	2.3539	0.	-2.4111e-005
64	16.152	2.3561	0.	-1.8666e-005
65	17.269	2.3596	0.	-1.3927e-005
66	18.385	2.3632	0.	-9.9142e-006
67	19.503	2.3697	0.	-6.6119e-006
68	20.621	2.3879	0.	-4.0352e-006
69	21.739	2.397	0.	-2.1807e-006
70	21.74	3.596	0.	-2.1817e-006
71	20.608	3.5901	0.	-4.056e-006
72	19.498	3.5729	0.	-6.6288e-006
