Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	17.671	2.644	0.	89.085
2	17.263	3.6229	0.	-37.917
3	19.013	2.432	0.	-90.14
4	16.694	2.1423	0.	-77.76
5	17.101	5.2857	0.	48.895
6	19.805	4.417	0.	-76.378
7	19.8	2.8072	0.	-74.162
8	16.45	3.3815	0.	-49.33
9	2.6562	2.5672	0.	-1217.
10	4.0342	2.4432	0.	-584.34
11	5.3589	2.4273	0.	-330.2
12	6.7846	2.3857	0.	-162.94
13	8.2224	2.4061	0.	-79.331
14	9.6501	2.3972	0.	-30.809
15	11.042	2.3231	0.	-20.266
16	18.405	3.0413	0.	63.046
17	17.853	3.4738	0.	126.23
18	16.003	5.2844	0.	24.455
19	14.783	5.2051	0.	2.0275
20	13.079	3.8053	0.	-12.883
21	11.751	4.6768	0.	-100.47
22	9.8308	4.7939	0.	-23.256
23	8.1515	4.7952	0.	-38.375
24	6.5829	4.8062	0.	-93.046
25	5.0054	4.8465	0.	-150.86
26	3.4113	4.8667	0.	-410.93
27	1.689	4.4552	0.	-985.47
28	1.3082	2.863	0.	-1149.8
29	1.3284	1.4052	0.	-976.03
30	2.6885	1.3036	0.	-843.99
31	4.0758	1.2315	0.	-293.59
32	5.4725	1.209	0.	-194.86
33	6.8646	1.2055	0.	-99.938
34	8.2778	1.199	0.	-44.707
35	9.6678	1.1928	0.	-10.115
36	11.046	1.1545	0.	-10.674
37	12.415	1.0852	0.	-4.9332
38	13.803	0.98174	0.	-14.127
39	15.187	0.86406	0.	46.784
40	16.649	0.81068	0.	68.582
41	19.1	5.4364	0.	36.279
42	19.076	4.8533	0.	-37.644
43	18.788	4.4407	0.	-78.836
44	22.864	4.519	0.	-13.593
45	21.739	4.593	0.	-1.8079
46	20.555	4.7497	0.	-20.281
47	22.659	1.4714	0.	-12.455
48	22.794	2.9668	0.	-12.123
49	19.676	0.8421	0.	30.973
50	21.272	1.4686	0.	-28.161
51	19.106	1.8789	0.	-37.907
52	17.115	4.6725	0.	1.1006
53	17.256	4.1292	0.	-123.79
54	16.596	1.5303	0.	-15.505
55	16.806	2.6547	0.	12.39
56	19.042	3.2569	0.	-98.287
57	16.127	4.6527	0.	-68.967
58	19.011	3.9363	0.	-137.39
59	3.7592	3.7828	0.	-802.85
60	19.495	1.4193	0.	-27.663
61	16.58	4.0451	0.	-46.445
62	15.661	3.8476	0.	-129.87
63	14.872	3.4684	0.	-45.989
64	2.727	3.5516	0.	-1429.2
65	21.721	3.1136	0.	-11.947
66	17.032	3.1651	0.	1.6116
67	15.917	2.9501	0.	-69.901
68	15.289	1.699	0.	-18.753
69	13.886	1.9583	0.	12.09
70	15.524	2.4038	0.	-28.166
71	13.995	4.1873	0.	-21.369
72	14.238	2.8168	0.	25.061
73	11.198	3.539	0.	-53.35
74	19.836	3.6031	0.	-161.04
75	20.772	3.2509	0.	-100.98
76	9.7256	3.5901	0.	-65.686
77	8.1823	3.6165	0.	-73.738
78	6.6774	3.6214	0.	-139.94
79	5.1693	3.6164	0.	-291.56
80	12.463	2.1717	0.	-1.1619
81	12.508	3.0702	0.	-37.68
82	16.7	3.6986	0.	-59.639
83	17.537	3.0782	0.	67.486
84	15.108	4.4707	0.	-51.283
85	19.811	2.322	0.	4.4434
86	20.457	2.124	0.	-51.024
87	13.301	5.0739	0.	4.4347
88	13.301	5.0739	0.1	-4.4347
89	20.457	2.124	0.1	51.024
90	19.811	2.322	0.1	-4.4434
91	15.108	4.4707	0.1	51.283
92	17.537	3.0782	0.1	-67.486
93	16.7	3.6986	0.1	59.639
94	12.508	3.0702	0.1	37.68
95	12.463	2.1717	0.1	1.1619
96	5.1693	3.6164	0.1	291.56
97	6.6774	3.6214	0.1	139.94
98	8.1823	3.6165	0.1	73.738
99	9.7256	3.5901	0.1	65.686
100	20.772	3.2509	0.1	100.98
101	19.836	3.6031	0.1	161.04
102	11.198	3.539	0.1	53.35
103	14.238	2.8168	0.1	-25.061
104	13.995	4.1873	0.1	21.369
105	15.524	2.4038	0.1	28.166
106	13.886	1.9583	0.1	-12.09
107	15.289	1.699	0.1	18.753
108	15.917	2.9501	0.1	69.901
109	17.032	3.1651	0.1	-1.6116
110	21.721	3.1136	0.1	11.947
111	2.727	3.5516	0.1	1429.2
112	14.872	3.4684	0.1	45.989
113	15.661	3.8476	0.1	129.87
114	16.58	4.0451	0.1	46.445
115	19.495	1.4193	0.1	27.663
116	3.7592	3.7828	0.1	802.85
117	19.011	3.9363	0.1	137.39
118	16.127	4.6527	0.1	68.967
119	19.042	3.2569	0.1	98.287
120	16.806	2.6547	0.1	-12.39
121	16.596	1.5303	0.1	15.505
122	17.256	4.1292	0.1	123.79
123	17.115	4.6725	0.1	-1.1006
124	19.106	1.8789	0.1	37.907
125	21.272	1.4686	0.1	28.161
126	19.676	0.8421	0.1	-30.973
127	22.794	2.9668	0.1	12.123
128	22.659	1.4714	0.1	12.455
129	20.555	4.7497	0.1	20.281
130	21.739	4.593	0.1	1.8079
131	22.864	4.519	0.1	13.593
132	18.788	4.4407	0.1	78.836
133	19.076	4.8533	0.1	37.644
134	19.1	5.4364	0.1	-36.279
135	16.649	0.81068	0.1	-68.582
136	15.187	0.86406	0.1	-46.784
137	13.803	0.98174	0.1	14.127
138	12.415	1.0852	0.1	4.9332
139	11.046	1.1545	0.1	10.674
140	9.6678	1.1928	0.1	10.115
141	8.2778	1.199	0.1	44.707
142	6.8646	1.2055	0.1	99.938
143	5.4725	1.209	0.1	194.86
144	4.0758	1.2315	0.1	293.59
145	2.6885	1.3036	0.1	843.99
146	1.3284	1.4052	0.1	976.03
147	1.3082	2.863	0.1	1149.8
148	1.689	4.4552	0.1	985.47
149	3.4113	4.8667	0.1	410.93
150	5.0054	4.8465	0.1	150.86
151	6.5829	4.8062	0.1	93.046
152	8.1515	4.7952	0.1	38.375
153	9.8308	4.7939	0.1	23.256
154	11.751	4.6768	0.1	100.47
155	13.079	3.8053	0.1	12.883
156	14.783	5.2051	0.1	-2.0275
157	16.003	5.2844	0.1	-24.455
158	17.853	3.4738	0.1	-126.23
159	18.405	3.0413	0.1	-63.046
160	11.042	2.3231	0.1	20.266
161	9.6501	2.3972	0.1	30.809
162	8.2224	2.4061	0.1	79.331
163	6.7846	2.3857	0.1	162.94
164	5.3589	2.4273	0.1	330.2
165	4.0342	2.4432	0.1	584.34
166	2.6562	2.5672	0.1	1217.
167	16.45	3.3815	0.1	49.33
168	19.8	2.8072	0.1	74.162
169	19.805	4.417	0.1	76.378
170	17.101	5.2857	0.1	-48.895
171	16.694	2.1423	0.1	77.76
172	19.013	2.432	0.1	90.14
173	17.263	3.6229	0.1	37.917
174	17.671	2.644	0.1	-89.085
175	18.167	0.5	0.1	197.08
176	18.167	1.	0.1	227.17
177	18.167	1.5	0.1	93.641
178	18.167	2.	0.1	604.87
179	18.	2.	0.1	498.38
180	18.	1.5	0.1	135.65
181	18.	1.	0.1	131.16
182	18.	0.5	0.1	270.89
