Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	3.1599	3.3729	0.	-1294.6
2	3.3092	2.6196	0.	-1465.6
3	4.1544	3.3543	0.	-1312.2
4	0.91185	0.81703	0.	-848.37
5	3.4169	0.78775	0.	-892.83
6	1.4706	3.9549	0.	-1520.9
7	3.3697	4.7196	0.	-1146.
8	2.9331	5.0599	0.	-718.94
9	0.80687	4.3355	0.	-957.89
10	3.1259	5.4603	0.	-776.81
11	4.2379	2.1761	0.	-1198.4
12	5.3305	3.4955	0.	-1039.5
13	4.482	1.0382	0.	-1055.
14	5.5421	1.1722	0.	-1010.3
15	6.7085	1.2028	0.	-878.92
16	7.8876	1.208	0.	-764.12
17	9.0563	1.2011	0.	-658.08
18	10.222	1.1821	0.	-559.79
19	11.375	1.1815	0.	-470.46
20	12.521	1.2133	0.	-389.51
21	13.673	1.1937	0.	-316.17
22	14.819	1.1965	0.	-250.97
23	15.97	1.1827	0.	-192.87
24	17.115	1.183	0.	-142.8
25	18.261	1.1913	0.	-100.4
26	19.407	1.1916	0.	-65.668
27	20.555	1.1921	0.	-38.539
28	21.703	1.1931	0.	-18.887
29	22.851	1.1958	0.	-6.7062
30	22.846	2.3945	0.	-7.2613
31	22.835	3.5936	0.	-7.3694
32	22.848	4.8066	0.	-6.7291
33	21.695	4.8079	0.	-18.998
34	20.544	4.8085	0.	-38.758
35	19.395	4.8087	0.	-66.131
36	18.248	4.7946	0.	-100.94
37	17.096	4.7847	0.	-143.64
38	15.952	4.7801	0.	-193.68
39	14.815	4.7935	0.	-251.04
40	13.668	4.807	0.	-316.25
41	12.526	4.8306	0.	-389.3
42	11.368	4.8192	0.	-470.79
43	10.203	4.8165	0.	-560.75
44	9.0299	4.8141	0.	-658.64
45	7.8257	4.7924	0.	-768.8
46	6.5743	4.7726	0.	-889.5
47	5.1378	4.7822	0.	-1016.4
48	4.1273	5.2602	0.	-1038.
49	5.4526	2.3248	0.	-1019.3
50	6.6394	2.3897	0.	-877.83
51	7.8323	2.4107	0.	-762.4
52	9.0261	2.4068	0.	-656.14
53	10.196	2.4155	0.	-559.47
54	11.35	2.4171	0.	-471.02
55	12.502	2.4155	0.	-390.02
56	13.649	2.4039	0.	-316.95
57	14.815	2.3853	0.	-250.76
58	15.958	2.3888	0.	-193.16
59	17.102	2.39	0.	-143.15
60	18.245	2.3921	0.	-100.78
61	19.391	2.3893	0.	-66.163
62	20.541	2.3901	0.	-38.968
63	21.692	2.3916	0.	-19.378
64	21.687	3.5998	0.	-19.481
65	20.537	3.5993	0.	-39.052
66	19.392	3.5977	0.	-66.177
67	18.236	3.5899	0.	-101.21
68	17.093	3.5824	0.	-143.51
69	15.95	3.5795	0.	-193.42
70	14.806	3.5832	0.	-251.38
71	13.65	3.6064	0.	-316.71
72	12.504	3.6175	0.	-390.07
73	11.351	3.6199	0.	-470.77
74	10.184	3.616	0.	-560.36
75	8.9972	3.6202	0.	-658.61
76	7.7885	3.6052	0.	-768.7
77	6.5516	3.5853	0.	-887.29
78	3.8722	4.1693	0.	-1331.6
79	1.0361	1.3598	0.	-978.22
80	1.7833	3.8331	0.	-2770.
81	2.4634	2.6157	0.	-2239.8
82	3.2864	1.4687	0.	-1130.7
83	2.8734	1.9903	0.	-1526.9
84	2.7071	3.3286	0.	-1383.2
85	2.587	3.0496	0.	-1997.1
86	1.9876	3.8184	0.	-2995.
87	1.9876	3.8184	0.1	-1260.6
88	2.587	3.0496	0.1	-130.61
89	2.7071	3.3286	0.1	-270.24
90	2.8734	1.9903	0.1	-28.965
91	3.2864	1.4687	0.1	-79.673
92	2.4634	2.6157	0.1	12.721
93	1.7833	3.8331	0.1	-585.22
94	1.0361	1.3598	0.1	-377.73
95	3.8722	4.1693	0.1	-1.6896
96	6.5516	3.5853	0.1	-9.0957
97	7.7885	3.6052	0.1	2.5297
98	8.9972	3.6202	0.1	-0.16183
99	10.184	3.616	0.1	1.1772
100	11.351	3.6199	0.1	-3.3014
101	12.504	3.6175	0.1	-6.2276
102	13.65	3.6064	0.1	-8.0236
103	14.806	3.5832	0.1	-9.0824
104	15.95	3.5795	0.1	-9.803
105	17.093	3.5824	0.1	-10.216
106	18.236	3.5899	0.1	-10.399
107	19.392	3.5977	0.1	-10.542
108	20.537	3.5993	0.1	-10.667
109	21.687	3.5998	0.1	-10.694
110	21.692	2.3916	0.1	-10.746
111	20.541	2.3901	0.1	-10.642
112	19.391	2.3893	0.1	-10.57
113	18.245	2.3921	0.1	-10.5
114	17.102	2.39	0.1	-10.255
115	15.958	2.3888	0.1	-9.904
116	14.815	2.3853	0.1	-9.1169
117	13.649	2.4039	0.1	-8.1231
118	12.502	2.4155	0.1	-6.1529
119	11.35	2.4171	0.1	-3.2971
120	10.196	2.4155	0.1	0.76474
121	9.0261	2.4068	0.1	0.59532
122	7.8323	2.4107	0.1	0.28717
123	6.6394	2.3897	0.1	-1.7286
124	5.4526	2.3248	0.1	-6.032
125	4.1273	5.2602	0.1	-34.588
126	5.1378	4.7822	0.1	28.175
127	6.5743	4.7726	0.1	-7.3825
128	7.8257	4.7924	0.1	3.8523
129	9.0299	4.8141	0.1	-0.14829
130	10.203	4.8165	0.1	-5.2858e-002
131	11.368	4.8192	0.1	-3.929
132	12.526	4.8306	0.1	-6.0013
133	13.668	4.807	0.1	-7.3262
134	14.815	4.7935	0.1	-7.8611
135	15.952	4.7801	0.1	-8.2938
136	17.096	4.7847	0.1	-8.5464
137	18.248	4.7946	0.1	-8.6786
138	19.395	4.8087	0.1	-8.6451
139	20.544	4.8085	0.1	-8.549
140	21.695	4.8079	0.1	-8.275
141	22.848	4.8066	0.1	-7.67
142	22.835	3.5936	0.1	-10.689
143	22.846	2.3945	0.1	-10.724
144	22.851	1.1958	0.1	-7.6687
145	21.703	1.1931	0.1	-8.2835
146	20.555	1.1921	0.1	-8.6302
147	19.407	1.1916	0.1	-8.8341
148	18.261	1.1913	0.1	-8.8584
149	17.115	1.183	0.1	-8.7074
150	15.97	1.1827	0.1	-8.3729
151	14.819	1.1965	0.1	-8.0332
152	13.673	1.1937	0.1	-7.3006
153	12.521	1.2133	0.1	-6.2807
154	11.375	1.1815	0.1	-3.8282
155	10.222	1.1821	0.1	-0.45998
156	9.0563	1.2011	0.1	0.89926
157	7.8876	1.208	0.1	-0.16399
158	6.7085	1.2028	0.1	4.1765
159	5.5421	1.1722	0.1	2.5141
160	4.482	1.0382	0.1	-32.379
161	5.3305	3.4955	0.1	28.559
162	4.2379	2.1761	0.1	-30.307
163	3.1259	5.4603	0.1	-116.48
164	0.80687	4.3355	0.1	-354.7
165	2.9331	5.0599	0.1	-130.94
166	3.3697	4.7196	0.1	-170.75
167	1.4706	3.9549	0.1	-532.39
168	3.4169	0.78775	0.1	-114.48
169	0.91185	0.81703	0.1	-181.31
170	4.1544	3.3543	0.1	16.58
171	3.3092	2.6196	0.1	-85.53
172	3.1599	3.3729	0.1	-293.03
173	2.2267	4.	0.	-3199.2
174	2.2267	4.5	0.	-1218.8
175	2.2267	5.	0.	-1126.
176	2.2267	5.5	0.	-565.21
177	2.06	4.	0.	-6724.4
178	2.06	5.5	0.	-886.28
179	2.06	5.	0.	-595.97
180	2.06	4.5	0.	-685.4
181	2.2267	2.	0.	-6091.8
182	2.2267	1.5	0.	-2532.2
183	2.2267	1.	0.	-1581.1
184	2.2267	0.5	0.	-931.22
185	2.06	2.	0.	-4327.5
186	2.06	0.5	0.	-1215.6
187	2.06	1.	0.	-2031.8
188	2.06	1.5	0.	-1461.
189	2.2267	6.	0.	-551.65
190	3.3726	6.	0.	-781.18
191	4.5186	6.	0.	-968.92
192	5.6646	6.	0.	-956.06
193	6.8105	6.	0.	-864.27
194	7.9565	6.	0.	-763.94
195	9.1025	6.	0.	-656.52
196	10.248	6.	0.	-558.82
197	11.394	6.	0.	-469.73
198	12.54	6.	0.	-388.52
199	13.686	6.	0.	-314.52
200	14.832	6.	0.	-249.02
201	15.978	6.	0.	-191.03
202	17.124	6.	0.	-140.98
203	18.27	6.	0.	-98.725
204	19.416	6.	0.	-63.914
205	20.562	6.	0.	-36.614
206	21.708	6.	0.	-16.781
207	22.854	6.	0.	-4.3415
208	24.	6.	0.	0.27176
209	24.	4.8	0.	-2.2395
210	24.	3.6	0.	-3.2295
211	24.	2.4	0.	-3.1698
212	24.	1.2	0.	-2.2226
213	1.049e-014	1.2	0.	-1278.9
214	2.0981e-014	2.4	0.	-1452.9
215	3.1471e-014	3.6	0.	-1641.1
