Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.6444	3.3412	0.	4.7181e-004
2	1.8757	3.2207	0.	4.8419e-004
3	0.99436	3.7449	0.	3.0728e-004
4	3.767	3.4115	0.	1.9634e-004
5	3.3709	1.6925	0.	1.9982e-004
6	2.6354	2.2818	0.	3.7996e-004
7	2.1395	3.51	0.	6.7038e-004
8	17.713	2.9588	0.	5.8483e-005
9	10.153	3.3456	0.	9.4755e-005
10	6.8128	1.6926	0.	1.3843e-004
11	4.9465	4.5851	0.	1.6631e-004
12	4.9465	4.5851	0.1	3.7488e-004
13	6.8128	1.6926	0.1	3.5831e-004
14	10.153	3.3456	0.1	2.3313e-004
15	17.713	2.9588	0.1	1.3666e-004
16	2.1395	3.51	0.1	1.2454e-003
17	2.6354	2.2818	0.1	7.0997e-004
18	3.3709	1.6925	0.1	4.7424e-004
19	3.767	3.4115	0.1	4.9888e-004
20	0.99436	3.7449	0.1	6.3025e-004
21	1.8757	3.2207	0.1	1.1611e-003
22	2.6444	3.3412	0.1	9.0702e-004
23	2.1667	1.	0.1	4.3377e-004
24	2.1667	1.5	0.1	6.7317e-004
25	2.1667	2.	0.1	2.2954e-003
26	2.	2.	0.1	2.0503e-003
27	2.	1.5	0.1	1.1252e-003
28	2.	1.	0.1	7.5404e-004
29	2.1667	5.	0.1	5.412e-004
30	2.1667	4.5	0.1	1.1001e-003
31	2.1667	4.	0.1	2.3588e-003
32	2.	4.	0.1	1.9234e-003
33	2.	4.5	0.1	1.1502e-003
34	2.	5.	0.1	4.8191e-004
35	2.1667	6.	0.1	3.9666e-004
36	5.5781	6.	0.1	3.2608e-004
37	10.354	6.	0.1	2.2451e-004
38	17.177	6.	0.1	1.436e-004
39	24.	6.	0.1	9.3199e-005
40	24.	3.	0.1	8.2244e-005
41	2.6226e-014	3.	0.1	4.9078e-004
42	3.937e-014	6.	0.1	2.345e-004
43	1.	6.	0.1	3.7054e-004
44	2.	6.	0.1	3.1757e-004
45	24.	0.	0.1	7.6662e-005
46	18.542	0.	0.1	1.2376e-004
47	13.083	0.	0.1	1.9627e-004
48	7.625	0.	0.1	3.295e-004
49	4.8958	0.	0.1	3.8523e-004
50	2.1667	0.	0.1	3.832e-004
51	2.	0.	0.1	3.831e-004
52	0.	0.	0.1	3.6652e-004
53	2.	0.	0.	2.9933e-004
54	0.	0.	0.	3.1839e-005
55	4.8958	0.	0.	1.5254e-004
56	7.625	0.	0.	1.4432e-004
57	13.083	0.	0.	7.8338e-005
58	18.542	0.	0.	4.4714e-005
59	2.1667	0.	0.	3.0825e-004
60	24.	0.	0.	8.6315e-005
61	1.	6.	0.	2.1999e-004
62	2.	6.	0.	1.181e-004
63	3.937e-014	6.	0.	3.7977e-006
64	2.6226e-014	3.	0.	1.6875e-005
65	24.	3.	0.	5.601e-005
66	24.	6.	0.	2.9362e-005
67	17.177	6.	0.	5.5988e-005
68	10.354	6.	0.	9.6663e-005
69	5.5781	6.	0.	1.5444e-004
70	2.1667	6.	0.	1.5608e-004
71	2.	4.5	0.	5.5321e-004
72	2.	5.	0.	1.5966e-004
73	2.	4.	0.	7.9476e-004
74	2.1667	5.	0.	1.9826e-004
75	2.1667	4.5	0.	3.5388e-004
76	2.1667	4.	0.	7.7156e-004
77	2.	1.5	0.	5.7127e-004
78	2.	1.	0.	5.1734e-004
79	2.	2.	0.	7.9397e-004
80	2.1667	1.	0.	1.6446e-004
81	2.1667	1.5	0.	3.9833e-004
82	2.1667	2.	0.	1.3717e-003
83	3.2057	3.3764	0.	3.283e-004
84	2.6399	2.8115	0.	3.9831e-004
85	2.392	3.4256	0.	5.661e-004
86	2.6444	3.3412	5.e-002	9.7389e-005
87	2.4055	3.6706	0.	4.8938e-004
88	1.435	3.4828	0.	3.3369e-004
89	2.2555	2.7513	0.	4.258e-004
90	2.0076	3.3654	0.	5.7346e-004
91	1.8757	3.2207	5.e-002	1.1286e-005
92	1.9378	2.6104	0.	5.5352e-004
93	0.99436	3.7449	5.e-002	3.0636e-005
94	0.99718	4.8725	0.	2.6213e-004
95	0.49718	3.3725	0.	1.5198e-004
96	1.4972	4.1225	0.	4.2413e-004
97	1.4972	4.3725	0.	2.2735e-004
98	1.4972	3.8725	0.	4.9297e-004
99	1.4972	2.6225	0.	4.3836e-004
100	1.4972	2.8725	0.	5.4774e-004
101	3.5689	2.552	0.	1.7601e-004
102	5.2899	2.5521	0.	1.6295e-004
103	4.3567	3.9983	0.	1.4882e-004
104	3.767	3.4115	5.e-002	5.005e-005
105	2.9668	3.9558	0.	2.3585e-004
106	3.0031	1.9872	0.	2.8543e-004
107	3.3709	1.6925	5.e-002	1.5154e-005
108	4.1334	0.84627	0.	1.7107e-004
109	2.7688	1.3463	0.	1.572e-004
110	2.6354	2.2818	5.e-002	7.0396e-005
111	2.401	1.8909	0.	2.5782e-004
112	2.401	2.1409	0.	8.3257e-004
113	2.1395	3.51	5.e-002	3.8624e-005
