Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.0641,3.335,0,0.00017621,1760.8,0.00010139,354.48,8.0105e-06,-347.15,-0.00016526,-1649,0.015663
2,4.1028,1.5197,0,0.00010849,1084.1,4.3553e-05,132.09,3.4662e-05,65.286,-0.00010498,-983.9,0.028513
3,3.3764,3.9975,0,0.00011361,1135.4,4.836e-05,-242.87,-8.5491e-06,-670.46,-0.00012294,-1529.9,0.018658
4,1.0801,0.90418,0,0.00012984,1297.6,7.4524e-05,304.94,1.1367e-05,-169.6,-0.00012086,-1163.1,0.0013934
5,1.0722,3.066,0,0.00015702,1569.1,8.777e-05,326.63,1.4429e-05,-224.42,-0.00014784,-1443.6,0.0017674
6,3.6576,0.58324,0,7.512e-05,750.68,2.8325e-05,65.625,2.4793e-05,39.088,-7.3303e-05,-697.97,0.021966
7,3.4185,5.3855,0,6.4623e-05,645.78,3.036e-05,109.71,1.5466e-05,-2.1971,-6.2062e-05,-584.71,0.017008
8,1.7672,4.131,0,0.00016515,1650.4,6.3536e-05,76.724,4.5918e-05,-55.651,-0.0001644,-1635.9,0.0042431
9,1.1034,4.7027,0,0.00011709,1170.1,6.287e-05,274.98,1.99e-05,-47.88,-0.00010984,-1022.7,0.0015223
10,4.7759,0.88219,0,9.0907e-05,908.45,3.3736e-05,35.081,2.6803e-05,-17.01,-9.0488e-05,-898.29,0.037966
11,5.8589,1.1963,0,9.2153e-05,920.9,3.3672e-05,21.973,2.6821e-05,-29.507,-9.2173e-05,-923.58,0.05557
12,7.0459,1.2646,0,8.25e-05,824.43,3.1367e-05,21.367,2.1991e-05,-49.083,-8.2745e-05,-836.03,0.077132
13,8.3522,1.2595,0,6.9894e-05,698.46,2.359e-05,-6.4613,2.1578e-05,-21.578,-7.0359e-05,-712.36,0.10352
14,9.5509,1.2748,0,6.0609e-05,605.67,2.0241e-05,-0.51088,1.9547e-05,-5.7267,-6.0714e-05,-608.77,0.12986
15,10.754,1.3415,0,5.1472e-05,514.37,1.7112e-05,-0.3581,1.6739e-05,-3.1609,-5.1532e-05,-516.12,0.15804
16,11.924,1.3643,0,4.3248e-05,432.18,1.4609e-05,2.9027,1.3967e-05,-1.9263,-4.323e-05,-431.68,0.18688
17,13.018,1.2589,0,3.5826e-05,358.01,1.243e-05,6.4778,1.1383e-05,-1.3879,-3.5732e-05,-355.4,0.2149
18,14.155,1.2574,0,2.9084e-05,290.64,1.0203e-05,6.6066,9.1737e-06,-1.1267,-2.8983e-05,-287.82,0.24494
19,15.286,1.2465,0,2.2933e-05,229.17,8.2762e-06,7.5315,7.0489e-06,-1.6906,-2.2819e-05,-226.11,0.27555
20,16.419,1.2478,0,1.7726e-05,177.14,6.4269e-06,6.5803,5.468e-06,-0.62449,-1.7614e-05,-174.05,0.3068
21,17.404,1.1295,0,1.3646e-05,136.36,5.2102e-06,8.161,4.0376e-06,-0.64969,-1.3497e-05,-132.4,0.33435
22,18.46,1.0067,0,9.8148e-06,98.081,3.9157e-06,7.9936,2.8043e-06,-0.35674,-9.6582e-06,-93.995,0.36417
23,19.552,1.1009,0,6.5506e-06,65.461,2.9291e-06,9.1713,1.6592e-06,-0.37034,-6.3485e-06,-60.537,0.39518
