Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.5691	2.9106	0.	130.28
2	4.7232	2.5801	0.	56.496
3	6.5213	4.3949	0.	-8.0687
4	4.3916	0.52665	0.	32.835
5	6.2247	0.60869	0.	26.637
6	4.5432	4.5532	0.	-118.7
7	6.2152	5.474	0.	-7.1753
8	6.4686	3.4494	0.	-171.8
9	3.5584	3.7349	0.	-242.26
10	4.3786	1.3023	0.	-9.2915
11	4.387	5.3602	0.	-4.3546
12	3.4746	0.77858	0.	-70.57
13	3.5005	2.6499	0.	-202.19
14	3.4252	4.8575	0.	-9.8179
15	2.2504	4.8338	0.	-200.58
16	1.1124	4.8066	0.	-235.33
17	1.2245	1.2633	0.	-245.4
18	2.6069	1.3208	0.	-191.84
19	7.2761	0.99294	0.	-12.877
20	8.1607	1.9833	0.	-46.91
21	9.5108	2.0164	0.	-37.096
22	10.73	1.995	0.	-21.619
23	11.864	1.8707	0.	-7.9672
24	12.948	1.8566	0.	-2.4122
25	14.05	1.8777	0.	-0.54058
26	15.115	1.8315	0.	-1.8835
27	16.269	1.9581	0.	-0.72177
28	17.349	1.923	0.	-1.5296
29	18.482	1.9788	0.	-0.99107
30	19.583	1.9821	0.	-1.35
31	20.695	2.0084	0.	-0.79735
32	21.747	1.8908	0.	-1.456
33	22.802	1.5355	0.	-1.1163
34	1.1631	3.6366	0.	-321.14
35	1.2237	2.4395	0.	-317.63
36	22.937	2.8925	0.	-1.115
37	23.399	3.6073	0.	1.1411
38	22.966	4.699	0.	0.15472
39	21.907	3.9143	0.	-0.44031
40	20.718	3.9874	0.	-0.7207
41	19.567	3.9632	0.	-1.2106
42	18.47	3.958	0.	-1.1537
43	17.362	3.937	0.	-1.0735
44	16.267	3.9126	0.	-1.2221
45	15.174	3.9084	0.	-1.1975
46	14.085	3.913	0.	-0.66208
47	12.996	3.9258	0.	-1.315
48	11.888	3.9457	0.	-8.9037
49	10.737	3.9673	0.	-23.249
50	9.5171	3.9628	0.	-30.335
51	8.1765	3.9575	0.	-80.119
52	7.2731	4.9597	0.	17.728
53	2.3272	3.6933	0.	-345.93
54	2.3722	2.5402	0.	-356.26
55	6.0054	5.039	0.	43.347
56	4.6298	0.94467	0.	18.178
57	3.7829	1.8676	0.	-217.73
58	4.6766	4.9777	0.	64.837
59	6.0079	1.0145	0.	6.4607
60	6.3165	1.4853	0.	11.053
61	6.6866	2.3428	0.	-74.962
62	5.089	3.398	0.	-36.595
63	5.0598	3.9219	0.	-300.51
64	4.4133	3.2473	0.	7.9482
65	4.4133	3.2473	0.1	-7.9482
66	5.0598	3.9219	0.1	300.51
67	5.089	3.398	0.1	36.595
68	6.6866	2.3428	0.1	74.962
69	6.3165	1.4853	0.1	-11.053
70	6.0079	1.0145	0.1	-6.4607
71	4.6766	4.9777	0.1	-64.837
72	3.7829	1.8676	0.1	217.73
73	4.6298	0.94467	0.1	-18.178
74	6.0054	5.039	0.1	-43.347
75	2.3722	2.5402	0.1	356.26
76	2.3272	3.6933	0.1	345.93
77	7.2731	4.9597	0.1	-17.728
78	8.1765	3.9575	0.1	80.119
79	9.5171	3.9628	0.1	30.335
80	10.737	3.9673	0.1	23.249
81	11.888	3.9457	0.1	8.9037
82	12.996	3.9258	0.1	1.315
83	14.085	3.913	0.1	0.66208
84	15.174	3.9084	0.1	1.1975
85	16.267	3.9126	0.1	1.2221
86	17.362	3.937	0.1	1.0735
87	18.47	3.958	0.1	1.1537
88	19.567	3.9632	0.1	1.2106
89	20.718	3.9874	0.1	0.7207
90	21.907	3.9143	0.1	0.44031
91	22.966	4.699	0.1	-0.15472
92	23.399	3.6073	0.1	-1.1411
93	22.937	2.8925	0.1	1.115
94	1.2237	2.4395	0.1	317.63
95	1.1631	3.6366	0.1	321.14
96	22.802	1.5355	0.1	1.1163
97	21.747	1.8908	0.1	1.456
98	20.695	2.0084	0.1	0.79735
99	19.583	1.9821	0.1	1.35
100	18.482	1.9788	0.1	0.99107
101	17.349	1.923	0.1	1.5296
102	16.269	1.9581	0.1	0.72177
103	15.115	1.8315	0.1	1.8835
104	14.05	1.8777	0.1	0.54058
105	12.948	1.8566	0.1	2.4122
106	11.864	1.8707	0.1	7.9672
107	10.73	1.995	0.1	21.619
108	9.5108	2.0164	0.1	37.096
109	8.1607	1.9833	0.1	46.91
110	7.2761	0.99294	0.1	12.877
111	2.6069	1.3208	0.1	191.84
112	1.2245	1.2633	0.1	245.4
113	1.1124	4.8066	0.1	235.33
114	2.2504	4.8338	0.1	200.58
