Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.1183	2.7538	0.	-128.
2	3.9165	2.2925	0.	-46.477
3	1.2911	1.8638	0.	-402.49
4	2.8636	2.9608	0.	161.69
5	3.987	4.7426	0.	-45.873
6	1.8897	0.51432	0.	-88.175
7	1.0068	0.76274	0.	-121.25
8	3.9599	0.60426	0.	8.9663
9	1.8435	5.3623	0.	-51.671
10	1.8592	3.6601	0.	-271.76
11	3.7641	5.4743	0.	14.205
12	4.4365	4.1009	0.	-227.61
13	0.92888	3.6572	0.	-360.5
14	0.96087	4.8491	0.	-185.63
15	1.056	2.6229	0.	-403.42
16	4.9544	2.2902	0.	-107.12
17	4.8278	1.1134	0.	-19.774
18	6.1101	1.1706	0.	-27.778
19	7.2743	1.1987	0.	-21.002
20	8.4202	1.2111	0.	-8.8371
21	9.5528	1.2153	0.	-2.3524
22	10.687	1.2128	0.	-0.63983
23	11.789	1.1767	0.	-0.87369
24	12.894	1.2182	0.	-0.51418
25	13.994	1.2061	0.	-0.5496
26	15.102	1.1932	0.	-0.58885
27	16.216	1.1903	0.	-0.507
28	17.326	1.1754	0.	-0.55398
29	18.435	1.177	0.	-0.58635
30	19.545	1.1902	0.	-0.54689
31	20.656	1.1907	0.	-0.54604
32	21.77	1.1918	0.	-0.55849
33	22.884	1.1949	0.	-0.58889
34	22.871	2.3929	0.	-1.2276
35	22.868	3.6013	0.	-1.2426
36	22.877	4.7951	0.	-0.58571
37	21.757	4.7926	0.	-0.55733
38	20.642	4.7934	0.	-0.54868
39	19.528	4.7929	0.	-0.56139
40	18.419	4.789	0.	-0.53234
41	17.312	4.786	0.	-0.50862
42	16.207	4.7882	0.	-0.50798
43	15.107	4.7984	0.	-0.53092
44	14.001	4.8325	0.	-0.64046
45	12.889	4.8299	0.	-0.5905
46	11.782	4.8286	0.	-0.70959
47	10.665	4.8259	0.	-1.0059
48	9.5248	4.8044	0.	-2.9036
49	8.364	4.7911	0.	-14.622
50	7.1601	4.7705	0.	-32.209
51	5.7965	4.7115	0.	-68.475
52	4.8027	5.2395	0.	-25.134
53	5.9394	3.5039	0.	-85.586
54	6.0187	2.3393	0.	-73.535
55	7.1997	2.3849	0.	-28.033
56	8.3765	2.4064	0.	-17.39
57	9.541	2.4253	0.	-5.3044
58	10.691	2.4142	0.	-0.54427
59	11.793	2.439	0.	-0.88736
60	12.877	2.4297	0.	-1.4271
61	13.978	2.4175	0.	-0.99744
62	15.086	2.3955	0.	-1.1715
63	16.196	2.3822	0.	-1.2288
64	17.302	2.3836	0.	-1.2068
65	18.409	2.3865	0.	-1.2436
66	19.517	2.3905	0.	-1.2351
67	20.63	2.388	0.	-1.2231
68	21.748	2.3897	0.	-1.1721
69	21.746	3.5912	0.	-1.1978
70	20.632	3.5909	0.	-1.2497
71	19.52	3.5906	0.	-1.2367
72	18.41	3.588	0.	-1.228
73	17.302	3.5843	0.	-1.2828
74	16.194	3.5873	0.	-1.2292
75	15.089	3.6004	0.	-1.2247
76	13.989	3.6199	0.	-1.2022
77	12.888	3.6319	0.	-0.79815
78	11.78	3.6555	0.	-0.97787
79	10.654	3.6224	0.	-1.2966
80	9.5115	3.6206	0.	-6.6706
81	8.3417	3.6039	0.	-18.788
82	7.1393	3.5826	0.	-33.757
83	3.5535	5.0839	0.	-10.201
84	1.6723	1.3077	0.	-220.11
85	2.125	4.8847	0.	30.814
86	3.4803	3.1348	0.	49.748
87	3.6486	1.0521	0.	16.232
88	3.8985	1.5641	0.	14.603
89	4.7307	3.3157	0.	-197.14
90	1.9178	4.4214	0.	-115.92
91	2.0382	0.93074	0.	-52.877
92	2.0382	0.93074	0.1	52.877
93	1.9178	4.4214	0.1	115.92
94	4.7307	3.3157	0.1	197.14
95	3.8985	1.5641	0.1	-14.603
96	3.6486	1.0521	0.1	-16.232
97	3.4803	3.1348	0.1	-49.748
98	2.125	4.8847	0.1	-30.814
99	1.6723	1.3077	0.1	220.11
100	3.5535	5.0839	0.1	10.201
101	7.1393	3.5826	0.1	33.757
102	8.3417	3.6039	0.1	18.788
103	9.5115	3.6206	0.1	6.6706
104	10.654	3.6224	0.1	1.2966
105	11.78	3.6555	0.1	0.97787
106	12.888	3.6319	0.1	0.79815
107	13.989	3.6199	0.1	1.2022
108	15.089	3.6004	0.1	1.2247
109	16.194	3.5873	0.1	1.2292
110	17.302	3.5843	0.1	1.2828
111	18.41	3.588	0.1	1.228
112	19.52	3.5906	0.1	1.2367
113	20.632	3.5909	0.1	1.2497
114	21.746	3.5912	0.1	1.1978
115	21.748	2.3897	0.1	1.1721
116	20.63	2.388	0.1	1.2231
117	19.517	2.3905	0.1	1.2351
118	18.409	2.3865	0.1	1.2436
119	17.302	2.3836	0.1	1.2068
120	16.196	2.3822	0.1	1.2288
121	15.086	2.3955	0.1	1.1715
122	13.978	2.4175	0.1	0.99744
