Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.1183,2.7538,0,0.00018452,1843.9,7.0776e-05,44.807,4.7776e-05,-128,-0.00018533,-1879.5,0.0069701
2,3.9165,2.2925,0,0.00014744,1473.4,4.8523e-05,-29.097,4.621e-05,-46.477,-0.00014872,-1511.1,0.026448
3,1.2911,1.8638,0,0.00016102,1609,8.5865e-05,185.82,7.565e-06,-402.49,-0.00015642,-1634.6,0.002312
4,2.8636,2.9608,0,0.00022961,2294.5,0.00011101,526.27,6.2492e-05,161.69,-0.00021572,-1928.7,0.013445
5,3.987,4.7426,0,0.00012545,1253.6,5.8286e-05,181.04,2.8085e-05,-45.873,-0.0001216,-1170.5,0.026434
6,1.8897,0.51432,0,9.844e-05,983.72,4.15e-05,58.882,2.1927e-05,-88.175,-9.811e-05,-990.09,0.0039144
7,1.0068,0.76274,0,0.00014192,1418.2,7.5517e-05,289.31,2.0874e-05,-121.25,-0.00013452,-1288.9,0.0011475
8,3.9599,0.60426,0,8.6797e-05,867.37,3.9274e-05,135.28,2.2463e-05,8.9663,-8.365e-05,-788.33,0.025224
9,1.8435,5.3623,0,0.00011368,1136,4.5296e-05,64.271,2.9865e-05,-51.671,-0.00011302,-1125.2,0.0038157
10,1.8592,3.6601,0,0.00017007,1699.5,5.7116e-05,-147.87,4.0627e-05,-271.76,-0.00017687,-1905.9,0.0051938
11,3.7641,5.4743,0,8.4241e-05,841.83,3.7525e-05,127.06,2.2504e-05,14.205,-8.1268e-05,-765.5,0.021922
12,4.4365,4.1009,0,0.00012106,1209.8,4.5202e-05,-68.999,2.4092e-05,-227.61,-0.00012533,-1350.3,0.034135
13,0.92888,3.6572,0,0.00017044,1703.3,9.9199e-05,345.15,5.283e-06,-360.5,-0.00015936,-1597.5,0.0012497
14,0.96087,4.8491,0,0.00013363,1335.4,7.3686e-05,267.33,1.3401e-05,-185.63,-0.00012635,-1235.7,0.00119
15,1.056,2.6229,0,0.00017569,1755.7,0.00010038,313.08,5.0192e-06,-403.42,-0.00016589,-1687.6,0.0016201
16,4.9544,2.2902,0,0.00011233,1122.6,4.4136e-05,23.316,2.6776e-05,-107.12,-0.00011319,-1158.8,0.043097
17,4.8278,1.1134,0,9.6872e-05,968.05,3.3838e-05,10.803,2.9769e-05,-19.774,-9.6989e-05,-972.18,0.040145
18,6.1101,1.1706,0,9.1892e-05,918.29,3.2405e-05,8.6461,2.7557e-05,-27.778,-9.2163e-05,-927.31,0.06384
19,7.2743,1.1987,0,8.092e-05,808.64,2.7669e-05,-0.82388,2.4983e-05,-21.002,-8.1272e-05,-819.36,0.087955
20,8.4202,1.2111,0,7.0844e-05,707.95,2.3822e-05,0.089642,2.2634e-05,-8.8371,-7.0989e-05,-712.29,0.11383
21,9.5528,1.2153,0,6.1273e-05,612.3,2.0254e-05,-0.99198,2.0073e-05,-2.3524,-6.1329e-05,-613.98,0.14123
22,10.687,1.2128,0,5.2405e-05,523.69,1.7501e-05,2.1099,1.7135e-05,-0.63983,-5.2379e-05,-522.95,0.17022
23,11.789,1.1767,0,4.4245e-05,442.15,1.5032e-05,4.6556,1.4297e-05,-0.87369,-4.4178e-05,-440.23,0.19968
24,12.894,1.2182,0,3.6801e-05,367.75,1.2719e-05,6.6006,1.1773e-05,-0.51418,-3.6692e-05,-364.66,0.23033
25,13.994,1.2061,0,3.0067e-05,300.46,1.0589e-05,7.6907,9.4925e-06,-0.5496,-2.9937e-05,-296.81,0.26168
26,15.102,1.1932,0,2.398e-05,239.64,8.6181e-06,8.1301,7.4577e-06,-0.58885,-2.384e-05,-235.75,0.29398
27,16.216,1.1903,0,1.857e-05,185.57,6.8636e-06,8.5681,5.6557e-06,-0.507,-1.8416e-05,-181.37,0.32707
28,17.326,1.1754,0,1.3874e-05,138.64,5.3302e-06,8.7618,4.0904e-06,-0.55398,-1.3711e-05,-134.31,0.36049
29,18.435,1.177,0,9.9049e-06,98.98,4.0262e-06,8.8534,2.7699e-06,-0.58635,-9.7304e-06,-94.509,0.3942
30,19.545,1.1902,0,6.6555e-06,66.509,2.9507e-06,8.9037,1.6929e-06,-0.54689,-6.4627e-06,-61.825,0.42816
31,20.656,1.1907,0,4.1222e-06,41.194,2.0885e-06,8.7016,8.5772e-07,-0.54604,-3.9048e-06,-36.33,0.46232
32,21.77,1.1918,0,2.306e-06,23.044,1.4404e-06,8.3229,2.584e-07,-0.55849,-2.0417e-06,-17.84,0.49664
33,22.884,1.1949,0,1.2237e-06,12.228,9.9914e-07,7.6948,-1.0335e-07,-0.58889,-8.7006e-07,-6.3497,0.53102
34,22.871,2.3929,0,1.5656e-06,15.645,1.3447e-06,10.731,-2.4687e-07,-1.2276,-1.0118e-06,-6.9749,0.53062
35,22.868,3.6013,0,1.5681e-06,15.67,1.3458e-06,10.724,-2.469e-07,-1.2426,-1.0149e-06,-7.0129,0.53046
36,22.877,4.7951,0,1.2311e-06,12.303,1.0024e-06,7.6998,-1.0034e-07,-0.58571,-8.7899e-07,-6.4362,0.53062
37,21.757,4.7926,0,2.3201e-06,23.185,1.4433e-06,8.2947,2.6513e-07,-0.55733,-2.058e-06,-18.012,0.49608
38,20.642,4.7934,0,4.1468e-06,41.44,2.0858e-06,8.5594,8.7361e-07,-0.54868,-3.9347e-06,-36.677,0.46172
39,19.528,4.7929,0,6.698e-06,66.934,2.9458e-06,8.6575,1.7188e-06,-0.56139,-6.5125e-06,-62.408,0.42746
40,18.419,4.789,0,9.9613e-06,99.544,4.0275e-06,8.6704,2.8027e-06,-0.53234,-9.7908e-06,-95.155,0.39352
41,17.312,4.786,0,1.3928e-05,139.18,5.3338e-06,8.6138,4.1197e-06,-0.50862,-1.3768e-05,-134.91,0.35988
42,16.207,4.7882,0,1.8591e-05,185.78,6.8647e-06,8.4969,5.6662e-06,-0.50798,-1.8438e-05,-181.62,0.32664
43,15.107,4.7984,0,2.394e-05,239.23,8.6064e-06,8.185,7.4463e-06,-0.53092,-2.3798e-05,-235.29,0.29398
44,14.001,4.8325,0,3.0015e-05,299.94,1.0546e-05,7.3208,9.4861e-06,-0.64046,-2.9893e-05,-296.52,0.2617
45,12.889,4.8299,0,3.6837e-05,368.12,1.2708e-05,6.2783,1.1794e-05,-0.5905,-3.6735e-05,-365.22,0.22998
46,11.782,4.8286,0,4.4328e-05,442.98,1.5048e-05,4.6056,1.434e-05,-0.70959,-4.426e-05,-441.01,0.1993
47,10.665,4.8259,0,5.2506e-05,524.7,1.7516e-05,1.6638,1.716e-05,-1.0059,-5.2494e-05,-524.36,0.16944
48,9.5248,4.8044,0,6.1523e-05,614.81,2.0422e-05,-0.291,2.0074e-05,-2.9036,-6.1577e-05,-616.4,0.14033
49,8.364,4.7911,0,7.1174e-05,711.24,2.387e-05,-4.0692,2.2465e-05,-14.622,-7.1486e-05,-720.53,0.11233
50,7.1601,4.7705,0,8.2697e-05,826.39,2.961e-05,8.9783,2.4128e-05,-32.209,-8.3015e-05,-837.24,0.085329
51,5.7965,4.7115,0,9.262e-05,925.56,3.2841e-05,-12.855,2.5438e-05,-68.475,-9.3878e-05,-964.97,0.057706
52,4.8027,5.2395,0,9.8907e-05,988.39,3.5179e-05,15.74,2.9739e-05,-25.134,-9.9004e-05,-992.45,0.039118
53,5.9394,3.5039,0,9.1727e-05,916.64,3.2278e-05,-26.128,2.4365e-05,-85.586,-9.3483e-05,-971.05,0.061176
54,6.0187,2.3393,0,9.1267e-05,912.04,3.1767e-05,-23.448,2.5101e-05,-73.535,-9.2814e-05,-959.5,0.062733
55,7.1997,2.3849,0,8.1122e-05,810.66,2.8487e-05,4.1148,2.4208e-05,-28.033,-8.1481e-05,-822.14,0.086967
56,8.3765,2.4064,0,7.0708e-05,706.59,2.4143e-05,-0.56234,2.1904e-05,-17.39,-7.0999e-05,-715.42,0.11337
57,9.541,2.4253,0,6.1007e-05,609.65,2.0343e-05,-0.62171,1.972e-05,-5.3044,-6.1107e-05,-612.6,0.14143
58,10.691,2.4142,0,5.2147e-05,521.11,1.7334e-05,1.1733,1.7105e-05,-0.54427,-5.2137e-05,-520.8,0.17075
59,11.793,2.439,0,4.411e-05,440.8,1.5019e-05,5.0247,1.4232e-05,-0.88736,-4.4037e-05,-438.7,0.20018
60,12.877,2.4297,0,3.681e-05,367.84,1.2807e-05,7.0829,1.1675e-05,-1.4271,-3.6706e-05,-364.94,0.23015
61,13.978,2.4175,0,3.0137e-05,301.16,1.0692e-05,8.3939,9.4423e-06,-0.99744,-3e-05,-297.35,0.26145
62,15.086,2.3955,0,2.4054e-05,240.37,8.7653e-06,9.2776,7.3746e-06,-1.1715,-2.3899e-05,-236.15,0.29373
63,16.196,2.3822,0,1.8672e-05,186.59,7.036e-06,9.8312,5.564e-06,-1.2288,-1.8501e-05,-182.05,0.32661
64,17.302,2.3836,0,1.4008e-05,139.99,5.5197e-06,10.156,4.0074e-06,-1.2068,-1.3822e-05,-135.17,0.35986
65,18.409,2.3865,0,1.0049e-05,100.42,4.2273e-06,10.365,2.6823e-06,-1.2436,-9.8436e-06,-95.358,0.39346
