Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.3898,2.7824,0,0.00016841,1683,9.1149e-05,461.82,3.4111e-05,33.258,-0.00015584,-1394,0.040551
2,5.1465,2.8199,0,0.00021411,2139.6,9.0332e-05,284.47,6.2804e-05,77.639,-0.0002072,-1951,0.036785
3,3.9765,3.6683,0,0.00014255,1424.6,5.7323e-05,71.157,3.5582e-05,-92.196,-0.00014221,-1428,0.021646
4,6.3684,4.1591,0,0.00010085,1007.8,3.9797e-05,66.664,2.813e-05,-20.997,-9.9788e-05,-982.12,0.056763
5,3.9826,0.69754,0,8.626e-05,862,3.5366e-05,64.299,2.2333e-05,-33.619,-8.5319e-05,-842.48,0.020053
6,6.0887,0.57458,0,7.0729e-05,706.81,3.185e-05,127.73,2.0309e-05,41.012,-6.7459e-05,-618.44,0.05081
7,4.3589,4.3043,0,0.00013431,1342.1,6.7936e-05,258.33,2.5559e-05,-60.076,-0.00012807,-1214.4,0.02527
8,6.2078,5.3646,0,6.0696e-05,606.54,2.3541e-05,44.286,1.8062e-05,3.1124,-5.9785e-05,-581.79,0.052281
9,5.574,3.6814,0,0.00016754,1674.2,8.1471e-05,392.67,4.5564e-05,122.88,-0.00015713,-1400.1,0.043097
10,3.5506,2.0025,0,0.00011434,1142.6,4.0311e-05,29.307,3.603e-05,-2.8612,-0.00011385,-1129,0.017301
11,4.0293,5.2884,0,8.8569e-05,885.08,3.6444e-05,86.045,2.4624e-05,-2.7614,-8.6817e-05,-840.09,0.020372
12,4.8714,3.1335,0,0.000201,2008.6,8.5322e-05,219.4,5.3396e-05,-20.479,-0.00019654,-1898.4,0.032813
13,3.0666,0.97886,0,0.00012216,1220.8,4.327e-05,52.436,4.0102e-05,28.631,-0.00012076,-1180,0.012272
14,7.1408,3.3046,0,8.7941e-05,878.8,3.6078e-05,9.7162,1.7242e-05,-131.81,-8.9158e-05,-931.26,0.072264
15,3.1094,5.0229,0,0.00011492,1148.4,4.0459e-05,27.306,3.6111e-05,-5.3614,-0.00011451,-1137.1,0.012527
16,2.2285,4.7436,0,0.00012701,1269.2,4.5431e-05,-65.364,2.963e-05,-184.08,-0.00013083,-1389.7,0.0066007
17,1.1456,4.7256,0,0.00014339,1432.9,7.9121e-05,273.02,1.2707e-05,-225.99,-0.00013591,-1342.6,0.0017409
18,1.0758,1.1991,0,0.00014375,1436.5,7.9048e-05,268.83,1.2824e-05,-228.76,-0.00013645,-1350.4,0.0015234
19,2.1229,1.1414,0,0.00012938,1292.9,4.7955e-05,-48.895,2.8819e-05,-192.68,-0.00013289,-1407.7,0.0059486
20,7.0967,0.86721,0,6.553e-05,654.85,2.5202e-05,-2.6352,1.5054e-05,-78.887,-6.6583e-05,-692.27,0.070867
21,8.1073,1.5076,0,7.2382e-05,723.32,2.6189e-05,-2.6514,1.9647e-05,-51.81,-7.3183e-05,-749.3,0.092375
22,9.477,1.3169,0,6.1883e-05,618.41,2.2666e-05,5.1923,1.7012e-05,-37.294,-6.232e-05,-633.36,0.12324
23,10.688,1.2242,0,5.162e-05,515.84,1.7456e-05,-4.3611,1.5917e-05,-15.926,-5.1955e-05,-525.89,0.1525
24,11.854,1.2119,0,4.3515e-05,434.85,1.4691e-05,0.46508,1.384e-05,-5.9305,-4.3605e-05,-437.55,0.18216
25,12.977,1.2072,0,3.5961e-05,359.36,1.2049e-05,1.1787,1.1667e-05,-1.6941,-3.5969e-05,-359.61,0.21186
26,14.063,1.1926,0,2.9474e-05,294.53,1.0183e-05,5.1072,9.4196e-06,-0.62729,-2.9393e-05,-292.25,0.24141
27,15.153,1.2186,0,2.3584e-05,235.68,8.3823e-06,6.8818,7.3929e-06,-0.55184,-2.3468e-05,-232.43,0.2718
28,16.241,1.2092,0,1.838e-05,183.67,6.7378e-06,7.8264,5.6338e-06,-0.46865,-1.824e-05,-179.85,0.30266
29,17.342,1.1964,0,1.3775e-05,137.66,5.2531e-06,8.2386,4.0874e-06,-0.51952,-1.3623e-05,-133.59,0.33432
30,18.452,1.1844,0,9.8295e-06,98.227,3.9705e-06,8.4889,2.766e-06,-0.56175,-9.6633e-06,-93.95,0.36658
31,19.559,1.1846,0,6.5996e-06,65.951,2.9065e-06,8.5763,1.6906e-06,-0.55959,-6.4156e-06,-61.466,0.39898
32,20.667,1.1974,0,4.087e-06,40.842,2.0652e-06,8.5553,8.5413e-07,-0.54387,-3.8739e-06,-36.068,0.43155
33,21.775,1.1973,0,2.2902e-06,22.886,1.4295e-06,8.2536,2.5769e-07,-0.55109,-2.0283e-06,-17.727,0.46421
34,22.881,1.196,0,1.219e-06,12.182,9.9423e-07,7.6464,-1.0193e-07,-0.58977,-8.6816e-07,-6.3469,0.49687
35,1.209,3.5384,0,0.00015025,1501.5,8.7102e-05,294.55,4.3607e-06,-327.14,-0.00014081,-1417.9,0.0020747
36,1.17,2.3846,0,0.00015182,1517.1,8.8051e-05,298.07,4.3553e-06,-330.79,-0.00014225,-1432.4,0.0019419
37,22.875,2.3943,0,1.5562e-06,15.551,1.3374e-06,10.675,-2.4706e-07,-1.2292,-1.0043e-06,-6.919,0.49654
38,22.879,3.6005,0,1.554e-06,15.529,1.3352e-06,10.663,-2.4505e-07,-1.2109,-1.0037e-06,-6.9113,0.49647
39,22.884,4.7974,0,1.2207e-06,12.198,9.9424e-07,7.6387,-1.0003e-07,-0.58329,-8.7113e-07,-6.377,0.49638
40,21.767,4.7959,0,2.3017e-06,23.001,1.4313e-06,8.2165,2.6278e-07,-0.5633,-2.0421e-06,-17.881,0.4634
41,20.65,4.7943,0,4.116e-06,41.131,2.0688e-06,8.4629,8.6673e-07,-0.56911,-3.9066e-06,-36.434,0.43048
42,19.547,4.7884,0,6.6399e-06,66.354,2.9174e-06,8.5831,1.7092e-06,-0.49475,-6.4556e-06,-61.842,0.39803
43,18.444,4.7918,0,9.8454e-06,98.386,3.9771e-06,8.523,2.7721e-06,-0.53142,-9.6781e-06,-94.077,0.36578
44,17.35,4.8045,0,1.3737e-05,137.28,5.2523e-06,8.3825,4.0672e-06,-0.52198,-1.3582e-05,-133.13,0.33398
45,16.255,4.8631,0,1.8326e-05,183.14,6.7132e-06,7.7082,5.6174e-06,-0.52527,-1.819e-05,-179.41,0.30245
46,15.152,4.8367,0,2.3689e-05,236.73,8.4646e-06,7.4069,7.3937e-06,-0.6396,-2.3564e-05,-233.24,0.27116
47,14.048,4.831,0,2.9697e-05,296.77,1.035e-05,6.1442,9.4286e-06,-0.77886,-2.96e-05,-294.02,0.2404
48,12.938,4.8171,0,3.6483e-05,364.58,1.2551e-05,5.4715,1.1673e-05,-1.1227,-3.6404e-05,-362.36,0.21023
49,11.82,4.806,0,4.3687e-05,436.57,1.4922e-05,3.7819,1.3905e-05,-3.8661,-4.3683e-05,-436.56,0.18071
50,10.638,4.7835,0,5.2624e-05,525.88,1.7877e-05,0.35821,1.653e-05,-9.7636,-5.2777e-05,-530.5,0.15071
51,9.213,4.3831,0,6.2166e-05,621.23,2.1948e-05,5.3936,1.8555e-05,-20.1,-6.2377e-05,-628.2,0.11675
52,8.0065,4.6266,0,7.1361e-05,713.12,2.3751e-05,-9.0312,2.2378e-05,-19.351,-7.1838e-05,-727.25,0.089594
53,7.0573,4.9979,0,7.4521e-05,744.7,2.6787e-05,24.946,2.3136e-05,-2.4889,-7.4102e-05,-733.09,0.069439
54,2.5177,3.471,0,0.00011922,1191.3,5.1622e-05,-41.421,1.2384e-05,-336.23,-0.00012287,-1352.5,0.0089125
55,2.3181,2.2594,0,0.00012722,1271.3,5.3454e-05,-41.058,1.6886e-05,-315.82,-0.00013104,-1427.3,0.0075518
56,9.568,2.5359,0,5.972e-05,596.79,2.2258e-05,4.2246,1.5654e-05,-45.391,-6.0265e-05,-615.82,0.12561
