Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	0.88889	5.1429	0.	5612.9
2	1.7778	5.1429	0.	5536.
3	2.6667	5.1429	0.	5450.1
4	3.5556	5.1429	0.	5212.8
5	4.4444	5.1429	0.	4960.6
6	5.3333	5.1429	0.	4704.3
7	6.2222	5.1429	0.	4448.3
8	7.1111	5.1429	0.	4192.9
9	8.	5.1429	0.	3939.1
10	8.8889	5.1429	0.	3687.4
11	9.7778	5.1429	0.	3438.4
12	10.667	5.1429	0.	3192.7
13	11.556	5.1429	0.	2950.7
14	12.444	5.1429	0.	2712.7
15	13.333	5.1429	0.	2478.8
16	14.222	5.1429	0.	2249.4
17	15.111	5.1429	0.	2024.5
18	16.	5.1429	0.	1804.3
19	16.889	5.1429	0.	1588.7
20	17.778	5.1429	0.	1377.9
21	18.667	5.1429	0.	1172.1
22	19.556	5.1429	0.	971.09
23	20.444	5.1429	0.	775.15
24	21.333	5.1429	0.	584.52
25	22.222	5.1429	0.	401.32
26	23.111	5.1429	0.	232.49
27	0.88889	4.2857	0.	6087.5
28	1.7778	4.2857	0.	5319.4
29	2.6667	4.2857	0.	5198.8
30	3.5556	4.2857	0.	5010.2
31	4.4444	4.2857	0.	4817.4
32	5.3333	4.2857	0.	4605.1
33	6.2222	4.2857	0.	4380.4
34	7.1111	4.2857	0.	4146.4
35	8.	4.2857	0.	3906.9
36	8.8889	4.2857	0.	3664.8
37	9.7778	4.2857	0.	3422.2
38	10.667	4.2857	0.	3180.7
39	11.556	4.2857	0.	2941.5
40	12.444	4.2857	0.	2705.2
41	13.333	4.2857	0.	2472.6
42	14.222	4.2857	0.	2243.9
43	15.111	4.2857	0.	2019.6
44	16.	4.2857	0.	1799.8
45	16.889	4.2857	0.	1584.9
46	17.778	4.2857	0.	1375.
47	18.667	4.2857	0.	1170.6
48	19.556	4.2857	0.	971.99
49	20.444	4.2857	0.	780.02
50	21.333	4.2857	0.	595.85
51	22.222	4.2857	0.	422.48
52	23.111	4.2857	0.	267.73
53	0.88889	3.4286	0.	6246.8
54	1.7778	3.4286	0.	5284.
55	2.6667	3.4286	0.	5095.2
56	3.5556	3.4286	0.	4901.
57	4.4444	3.4286	0.	4734.7
58	5.3333	3.4286	0.	4547.5
59	6.2222	3.4286	0.	4341.3
60	7.1111	3.4286	0.	4119.9
61	8.	3.4286	0.	3888.8
62	8.8889	3.4286	0.	3652.2
63	9.7778	3.4286	0.	3413.3
64	10.667	3.4286	0.	3174.3
65	11.556	3.4286	0.	2936.6
66	12.444	3.4286	0.	2701.4
67	13.333	3.4286	0.	2469.5
68	14.222	3.4286	0.	2241.3
69	15.111	3.4286	0.	2017.3
70	16.	3.4286	0.	1797.9
71	16.889	3.4286	0.	1583.4
72	17.778	3.4286	0.	1374.2
73	18.667	3.4286	0.	1170.8
74	19.556	3.4286	0.	973.84
75	20.444	3.4286	0.	784.44
76	21.333	3.4286	0.	603.97
77	22.222	3.4286	0.	435.39
78	23.111	3.4286	0.	285.66
79	0.88889	2.5714	0.	6246.8
80	1.7778	2.5714	0.	5284.
81	2.6667	2.5714	0.	5095.2
82	3.5556	2.5714	0.	4901.
83	4.4444	2.5714	0.	4734.7
84	5.3333	2.5714	0.	4547.5
85	6.2222	2.5714	0.	4341.3
86	7.1111	2.5714	0.	4119.9
87	8.	2.5714	0.	3888.8
88	8.8889	2.5714	0.	3652.2
89	9.7778	2.5714	0.	3413.3
90	10.667	2.5714	0.	3174.3
91	11.556	2.5714	0.	2936.6
92	12.444	2.5714	0.	2701.4
93	13.333	2.5714	0.	2469.5
94	14.222	2.5714	0.	2241.3
95	15.111	2.5714	0.	2017.3
96	16.	2.5714	0.	1797.9
97	16.889	2.5714	0.	1583.4
98	17.778	2.5714	0.	1374.2
99	18.667	2.5714	0.	1170.8
100	19.556	2.5714	0.	973.84
101	20.444	2.5714	0.	784.44
102	21.333	2.5714	0.	603.97
103	22.222	2.5714	0.	435.39
104	23.111	2.5714	0.	285.66
105	0.88889	1.7143	0.	6087.5
106	1.7778	1.7143	0.	5319.4
107	2.6667	1.7143	0.	5198.8
108	3.5556	1.7143	0.	5010.2
109	4.4444	1.7143	0.	4817.4
110	5.3333	1.7143	0.	4605.1
111	6.2222	1.7143	0.	4380.4
112	7.1111	1.7143	0.	4146.4
113	8.	1.7143	0.	3906.9
114	8.8889	1.7143	0.	3664.8
115	9.7778	1.7143	0.	3422.2
116	10.667	1.7143	0.	3180.7
