Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,18.278,3.2609,0,0.00030337,3031.6,0.00016471,947.63,7.2449e-05,254.44,-0.00027691,-2370.5,1.2855
2,17.827,2.8561,0,0.00025285,2526.8,0.00011402,443.27,7.0992e-05,119.94,-0.00024171,-2229.6,1.2342
3,18.851,3.4685,0,0.00016696,1668.4,7.8337e-05,208.33,3.2558e-05,-135.64,-0.00016304,-1605.3,1.353
4,16.973,2.9101,0,0.0002184,2182.5,0.00012103,665.26,4.5305e-05,96.303,-0.00019981,-1745.4,1.1368
5,15.848,1.9245,0,0.00015661,1565,7.8609e-05,185.85,1.8899e-05,-262.8,-0.00015301,-1554.5,1.0149
6,18.539,2.9846,0,0.00025351,2533.3,9.7205e-05,198.74,7.8718e-05,59.829,-0.00024882,-2401.2,1.3175
7,19.609,4.3836,0,8.4731e-05,846.73,3.8956e-05,150.6,2.2584e-05,27.579,-8.1027e-05,-750.91,1.4411
8,18.251,2.6822,0,0.00028861,2884.1,0.00015371,613.2,4.483e-05,-204.88,-0.00027282,-2591.6,1.2843
9,17.544,3.1745,0,0.00026158,2614,0.00019967,1447,-4.9366e-06,-90.33,-0.00020203,-1571.2,1.2006
10,21.692,3.1078,0,4.0865e-05,408.37,1.6721e-05,11.44,8.783e-06,-48.199,-4.1162e-05,-423.47,1.7052
11,4.6881,3.2154,0,0.00045519,4548.7,0.00025144,1052.1,6.0232e-05,-384.61,-0.00042647,-4041.5,0.10175
12,9.317,3.0228,0,0.00033023,3300.1,0.00011359,-29.67,9.835e-05,-144.18,-0.00033304,-3385.5,0.38589
13,13.352,3.0524,0,0.000166,1658.9,7.8779e-05,374.31,4.7396e-05,138.51,-0.00015601,-1389.8,0.7521
