Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	18.092	3.3064	0.	1.267
2	17.791	2.8014	0.	1.2333
3	17.035	3.0191	0.	1.1465
4	15.87	1.8839	0.	1.0194
5	18.252	2.9517	0.	1.2869
6	18.005	3.3659	0.	1.2565
7	21.461	2.7178	0.	1.6819
8	19.848	3.4553	0.	1.4788
9	4.8812	3.0877	0.	0.11021
10	9.4175	3.0237	0.	0.39496
11	13.398	3.0613	0.	0.75907
12	18.907	3.2631	0.	1.3645
13	17.545	3.1044	0.	1.2043
14	17.545	3.1044	0.1	1.2043
15	18.907	3.2631	0.1	1.3645
16	13.398	3.0613	0.1	0.75907
17	9.4175	3.0237	0.1	0.39496
18	4.8812	3.0877	0.1	0.11021
19	19.848	3.4553	0.1	1.4788
20	21.461	2.7178	0.1	1.6819
21	18.005	3.3659	0.1	1.2565
22	18.252	2.9517	0.1	1.2869
23	15.87	1.8839	0.1	1.0194
24	17.035	3.0191	0.1	1.1465
25	17.791	2.8014	0.1	1.2333
26	18.092	3.3064	0.1	1.267
27	18.167	1.	0.1	1.2789
28	18.167	1.5	0.1	1.2784
29	18.167	2.	0.1	1.278
30	18.	2.	0.1	1.2583
31	18.	1.5	0.1	1.2577
32	18.	1.	0.1	1.2569
33	18.167	5.	0.1	1.2666
34	18.167	4.5	0.1	1.2692
35	18.167	4.	0.1	1.2722
36	18.	4.	0.1	1.2526
37	18.	4.5	0.1	1.2491
38	18.	5.	0.1	1.2453
39	18.167	6.	0.1	1.2614
40	20.111	6.	0.1	1.5009
41	22.056	6.	0.1	1.7446
42	24.	6.	0.1	1.9907
43	24.	3.	0.1	2.0015
44	2.6226e-014	3.	0.1	0.
45	3.937e-014	6.	0.1	0.
46	5.625	6.	0.1	0.14411
47	11.25	6.	0.1	0.54607
48	15.188	6.	0.1	0.93548
49	18.	6.	0.1	1.2366
50	24.	0.	0.1	2.0103
51	21.083	0.	0.1	1.6418
52	18.167	0.	0.1	1.2801
53	18.	0.	0.1	1.255
54	15.75	2.4415e-030	0.1	1.0041
55	13.5	2.0927e-030	0.1	0.76247
56	9.	1.3952e-030	0.1	0.34951
57	4.5	6.9758e-031	0.1	8.6953e-002
58	0.	0.	0.1	0.
59	4.5	6.9758e-031	0.	8.6953e-002
60	9.	1.3952e-030	0.	0.34951
61	13.5	2.0927e-030	0.	0.76247
62	15.75	2.4415e-030	0.	1.0041
63	18.	0.	0.	1.255
64	0.	0.	0.	0.
65	21.083	0.	0.	1.6418
66	18.167	0.	0.	1.2801
67	24.	0.	0.	2.0103
68	15.188	6.	0.	0.93548
69	11.25	6.	0.	0.54607
70	5.625	6.	0.	0.14411
71	18.	6.	0.	1.2366
72	3.937e-014	6.	0.	0.
73	2.6226e-014	3.	0.	0.
74	24.	3.	0.	2.0015
75	24.	6.	0.	1.9907
76	22.056	6.	0.	1.7446
77	20.111	6.	0.	1.5009
78	18.167	6.	0.	1.2614
79	18.	4.5	0.	1.2491
80	18.	5.	0.	1.2453
81	18.	4.	0.	1.2526
82	18.167	5.	0.	1.2666
83	18.167	4.5	0.	1.2692
84	18.167	4.	0.	1.2722
85	18.	1.5	0.	1.2577
86	18.	1.	0.	1.2569
87	18.	2.	0.	1.2583
88	18.167	1.	0.	1.2789
89	18.167	1.5	0.	1.2784
90	18.167	2.	0.	1.278
91	18.172	3.1291	0.	1.277
92	18.049	3.3362	0.	1.2618
93	18.092	3.3064	5.e-002	1.267
94	18.129	3.6532	0.	1.2698
95	18.022	2.8766	0.	1.26
96	17.898	3.0837	0.	1.245
97	17.668	2.9529	0.	1.2187
98	17.791	2.8014	5.e-002	1.2332
99	17.895	2.4007	0.	1.246
100	16.452	2.4515	0.	1.0827
101	17.29	3.0618	0.	1.1753
102	17.035	3.0191	5.e-002	1.1464
103	17.517	3.7595	0.	1.1986
104	17.517	4.0095	0.	1.1974
105	17.517	2.5095	0.	1.2022
106	14.634	2.4726	0.	0.88725
107	15.87	1.8839	5.e-002	1.0193
108	15.81	0.94195	0.	1.0125
109	16.935	1.692	0.	1.1368
110	16.935	1.442	0.	1.1367
111	18.58	3.1074	0.	1.3255
112	18.252	2.9517	5.e-002	1.2869
113	18.209	2.4759	0.	1.2827
114	18.005	3.3659	5.e-002	1.2565
115	18.003	3.683	0.	1.2548
116	20.655	3.0866	0.	1.5799
117	21.461	2.7178	5.e-002	1.6819
118	21.272	1.3589	0.	1.6622
119	22.731	2.8589	0.	1.8413
120	21.758	4.3589	0.	1.7136
121	19.814	1.8589	0.	1.4792
122	19.378	3.3592	0.	1.4215
123	19.848	3.4553	5.e-002	1.4788
124	19.98	4.7276	0.	1.4902
125	19.007	4.2276	0.	1.3727
126	19.007	3.9776	0.	1.3738
127	19.007	2.4776	0.	1.3787
128	7.1493	3.0557	0.	0.23237
129	4.8812	3.0877	5.e-002	0.11018
130	4.6906	1.5439	0.	9.9325e-002
131	5.2531	4.5439	0.	0.12775
132	2.4406	3.0439	0.	2.7698e-002
133	11.408	3.0425	0.	0.56649
134	9.4175	3.0237	5.e-002	0.39494
135	9.2087	1.5118	0.	0.37396
136	10.334	4.5118	0.	0.47083
137	13.398	3.0613	5.e-002	0.75906
138	13.449	1.5307	0.	0.76269
139	14.293	4.5307	0.	0.84873
140	15.699	4.0307	0.	0.99801
141	18.907	3.2631	5.e-002	1.3645
142	18.537	3.6316	0.	1.3184
143	18.537	2.6316	0.	1.3216
144	17.545	3.1044	5.e-002	1.2043
145	17.773	3.5522	0.	1.2288
146	17.29	3.0618	0.1	1.1753
147	17.668	2.9529	0.1	1.2187
148	17.773	3.5522	0.1	1.2288
149	19.378	3.3592	0.1	1.4215
150	18.58	3.1074	0.1	1.3255
151	18.537	2.6316	0.1	1.3216
152	18.537	3.6316	0.1	1.3184
153	11.408	3.0425	0.1	0.56649
154	14.634	2.4726	0.1	0.88725
155	15.699	4.0307	0.1	0.99801
156	14.293	4.5307	0.1	0.84873
157	13.449	1.5307	0.1	0.76269
158	7.1493	3.0557	0.1	0.23237
159	10.334	4.5118	0.1	0.47083
160	9.2087	1.5118	0.1	0.37396
161	2.4406	3.0439	0.1	2.7698e-002
162	5.2531	4.5439	0.1	0.12775
163	4.6906	1.5439	0.1	9.9325e-002
164	20.655	3.0866	0.1	1.5799
165	19.007	2.4776	0.1	1.3787
166	19.007	4.2276	0.1	1.3727
167	19.007	3.9776	0.1	1.3738
168	19.98	4.7276	0.1	1.4902
169	19.814	1.8589	0.1	1.4792
170	21.758	4.3589	0.1	1.7136
171	22.731	2.8589	0.1	1.8413
172	21.272	1.3589	0.1	1.6622
173	17.898	3.0837	0.1	1.245
174	18.049	3.3362	0.1	1.2618
175	18.003	3.683	0.1	1.2548
176	18.022	2.8766	0.1	1.26
177	18.172	3.1291	0.1	1.277
178	18.209	2.4759	0.1	1.2827
179	16.452	2.4515	0.1	1.0827
180	16.935	1.692	0.1	1.1368
181	16.935	1.442	0.1	1.1367
182	15.81	0.94195	0.1	1.0125
183	17.517	2.5095	0.1	1.2022
184	17.517	3.7595	0.1	1.1986
185	17.517	4.0095	0.1	1.1974
186	17.895	2.4007	0.1	1.246
187	18.129	3.6532	0.1	1.2698
188	18.167	1.25	0.1	1.2787
189	18.167	0.5	0.1	1.2795
190	18.167	1.	5.e-002	1.2789
191	18.167	1.75	0.1	1.2782
192	18.167	1.5	5.e-002	1.2784
193	18.083	2.	0.1	1.2682
194	18.167	2.	5.e-002	1.278
195	18.	1.75	0.1	1.2581
196	18.	2.	5.e-002	1.2583
197	18.	1.25	0.1	1.2573
198	18.	1.5	5.e-002	1.2577
199	18.	0.5	0.1	1.2559
200	18.	1.	5.e-002	1.2569
201	18.167	4.75	0.1	1.2679
202	18.167	5.5	0.1	1.264
203	18.167	5.	5.e-002	1.2666
204	18.167	4.25	0.1	1.2707
205	18.167	4.5	5.e-002	1.2692
206	18.083	4.	0.1	1.2624
207	18.167	4.	5.e-002	1.2722
208	18.	4.25	0.1	1.2509
209	18.	4.	5.e-002	1.2526
210	18.	4.75	0.1	1.2473
211	18.	4.5	5.e-002	1.2491
212	18.	5.5	0.1	1.241
213	18.	5.	5.e-002	1.2452
214	19.139	6.	0.1	1.3805
215	18.167	6.	5.e-002	1.2614
216	21.083	6.	0.1	1.6224
217	20.111	6.	5.e-002	1.5009
218	23.028	6.	0.1	1.8674
219	22.056	6.	5.e-002	1.7446
220	24.	4.5	0.1	1.9964
221	24.	6.	5.e-002	1.9907
222	24.	1.5	0.1	2.0062
223	24.	3.	5.e-002	2.0015
224	3.9339e-014	4.5	0.1	0.
225	1.3113e-014	1.5	0.1	0.
226	2.6581e-014	3.	5.e-002	0.
227	2.8125	6.	0.1	3.5699e-002
228	5.2451e-014	6.	5.e-002	0.
229	8.4375	6.	0.1	0.31721
230	5.625	6.	5.e-002	0.14408
231	13.219	6.	0.1	0.73333
232	11.25	6.	5.e-002	0.54605
233	16.594	6.	0.1	1.0857
234	15.188	6.	5.e-002	0.93547
235	18.	6.	5.e-002	1.2366
236	22.542	0.	0.1	1.8254
237	24.	0.	5.e-002	2.0103
238	19.625	0.	0.1	1.4598
239	21.083	0.	5.e-002	1.6417
240	18.167	0.	5.e-002	1.2801
241	16.875	2.6159e-030	0.1	1.128
242	18.	2.7903e-030	5.e-002	1.255
243	14.625	2.2671e-030	0.1	0.88243
244	15.75	0.	5.e-002	1.0041
245	11.25	1.744e-030	0.1	0.54022
246	13.5	0.	5.e-002	0.76245
247	6.75	1.0464e-030	0.1	0.19656
248	9.	0.	5.e-002	0.34948
249	2.25	3.4879e-031	0.1	2.1394e-002
250	4.5	0.	5.e-002	8.6925e-002
251	0.	0.	5.e-002	0.
252	6.75	1.0464e-030	0.	0.19656
253	2.25	3.4879e-031	0.	2.1394e-002
254	11.25	1.744e-030	0.	0.54022
255	14.625	2.2671e-030	0.	0.88243
256	16.875	2.6159e-030	0.	1.128
257	18.	0.5	0.	1.2559
258	1.3113e-014	1.5	0.	0.
259	19.625	0.	0.	1.4598
260	22.542	0.	0.	1.8254
261	18.167	0.5	0.	1.2795
262	24.	1.5	0.	2.0062
263	13.219	6.	0.	0.73333
264	16.594	6.	0.	1.0857
265	8.4375	6.	0.	0.31721
266	2.8125	6.	0.	3.5699e-002
267	18.	5.5	0.	1.241
268	3.9339e-014	4.5	0.	0.
269	24.	4.5	0.	1.9964
270	23.028	6.	0.	1.8674
271	21.083	6.	0.	1.6224
272	19.139	6.	0.	1.3805
273	18.167	5.5	0.	1.264
274	18.	4.75	0.	1.2473
275	18.	4.25	0.	1.2509
276	18.083	4.	0.	1.2624
277	18.167	4.75	0.	1.2679
278	18.167	4.25	0.	1.2707
279	18.	1.25	0.	1.2573
280	18.	1.75	0.	1.2581
281	18.083	2.	0.	1.2682
282	18.167	1.25	0.	1.2787
283	18.167	1.75	0.	1.2782
