Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	18.092	3.3064	0.	2.0098e-004
2	17.791	2.8014	0.	1.2137e-004
3	17.035	3.0191	0.	1.2436e-004
4	15.87	1.8839	0.	8.2253e-005
5	18.252	2.9517	0.	1.7944e-004
6	18.005	3.3659	0.	2.0918e-004
7	21.461	2.7178	0.	1.5799e-005
8	19.848	3.4553	0.	5.0649e-005
9	4.8812	3.0877	0.	2.5521e-004
10	9.4175	3.0237	0.	1.1098e-004
11	13.398	3.0613	0.	7.8775e-005
12	18.907	3.2631	0.	1.4012e-004
13	17.545	3.1044	0.	1.8244e-004
14	17.545	3.1044	0.1	1.7723e-004
15	18.907	3.2631	0.1	1.3673e-004
16	13.398	3.0613	0.1	1.5238e-004
17	9.4175	3.0237	0.1	3.3182e-004
18	4.8812	3.0877	0.1	4.2564e-004
19	19.848	3.4553	0.1	8.0144e-005
20	21.461	2.7178	0.1	4.5489e-005
21	18.005	3.3659	0.1	2.7533e-004
22	18.252	2.9517	0.1	2.6744e-004
23	15.87	1.8839	0.1	1.5262e-004
24	17.035	3.0191	0.1	2.0136e-004
25	17.791	2.8014	0.1	2.4878e-004
26	18.092	3.3064	0.1	3.0582e-004
27	18.167	1.	0.1	1.2959e-004
28	18.167	1.5	0.1	2.2518e-004
29	18.167	2.	0.1	4.6249e-004
30	18.	2.	0.1	4.127e-004
31	18.	1.5	0.1	1.9566e-004
32	18.	1.	0.1	1.8851e-004
33	18.167	5.	0.1	1.217e-004
34	18.167	4.5	0.1	2.2723e-004
35	18.167	4.	0.1	5.1411e-004
36	18.	4.	0.1	6.1934e-004
37	18.	4.5	0.1	2.8611e-004
38	18.	5.	0.1	2.7492e-004
39	18.167	6.	0.1	6.315e-005
40	20.111	6.	0.1	6.0992e-005
41	22.056	6.	0.1	3.2815e-005
42	24.	6.	0.1	2.4456e-005
43	24.	3.	0.1	2.8485e-005
44	2.6226e-014	3.	0.1	4.7317e-004
45	3.937e-014	6.	0.1	4.6276e-004
46	5.625	6.	0.1	4.1084e-004
47	11.25	6.	0.1	2.7329e-004
48	15.188	6.	0.1	1.0341e-004
49	18.	6.	0.1	2.0888e-004
50	24.	0.	0.1	3.0129e-005
51	21.083	0.	0.1	4.2085e-005
52	18.167	0.	0.1	5.8215e-005
53	18.	0.	0.1	1.2993e-004
54	15.75	2.4415e-030	0.1	8.6776e-005
55	13.5	2.0927e-030	0.1	2.047e-004
56	9.	1.3952e-030	0.1	3.7006e-004
57	4.5	6.9758e-031	0.1	4.4451e-004
58	0.	0.	0.1	4.4425e-004
59	4.5	6.9758e-031	0.	2.5453e-004
60	9.	1.3952e-030	0.	1.4224e-004
61	13.5	2.0927e-030	0.	9.5645e-005
62	15.75	2.4415e-030	0.	8.9746e-005
63	18.	0.	0.	7.5169e-005
