Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	14.8	2.1818	0.	-7.6892e-004
2	14.8	2.3636	0.	-6.088e-004
3	14.8	2.5455	0.	-5.3827e-004
4	14.8	2.7273	0.	-5.0181e-004
5	14.8	2.9091	0.	-4.8627e-004
6	14.8	3.0909	0.	-4.8627e-004
7	14.8	3.2727	0.	-5.0181e-004
8	14.8	3.4545	0.	-5.3827e-004
9	14.8	3.6364	0.	-6.088e-004
10	14.8	3.8182	0.	-7.6892e-004
11	14.967	2.1818	0.	-7.6244e-004
12	14.967	2.3636	0.	-6.0639e-004
13	14.967	2.5455	0.	-5.3413e-004
14	14.967	2.7273	0.	-4.9721e-004
15	14.967	2.9091	0.	-4.8144e-004
16	14.967	3.0909	0.	-4.8144e-004
17	14.967	3.2727	0.	-4.9721e-004
18	14.967	3.4545	0.	-5.3413e-004
19	14.967	3.6364	0.	-6.0639e-004
20	14.967	3.8182	0.	-7.6244e-004
21	14.615	5.8182	0.	-4.3349e-005
22	14.615	5.6364	0.	-6.159e-005
23	14.615	5.4545	0.	-8.3706e-005
24	14.615	5.2727	0.	-1.0806e-004
25	14.615	5.0909	0.	-1.3538e-004
26	14.615	4.9091	0.	-1.6715e-004
27	14.615	4.7273	0.	-2.0602e-004
28	14.615	4.5455	0.	-2.5695e-004
29	14.615	4.3636	0.	-3.304e-004
30	14.615	4.1818	0.	-4.549e-004
31	14.615	4.	0.	-5.7838e-004
32	14.615	3.8182	0.	-5.7029e-004
33	14.615	3.6364	0.	-5.3807e-004
34	14.615	3.4545	0.	-5.0185e-004
35	14.615	3.2727	0.	-4.8046e-004
36	14.615	3.0909	0.	-4.7025e-004
37	14.615	2.9091	0.	-4.7025e-004
38	14.615	2.7273	0.	-4.8046e-004
39	14.615	2.5455	0.	-5.0185e-004
40	14.615	2.3636	0.	-5.3807e-004
41	14.615	2.1818	0.	-5.7029e-004
42	14.615	2.	0.	-5.7838e-004
43	14.615	1.8182	0.	-4.549e-004
44	14.615	1.6364	0.	-3.304e-004
45	14.615	1.4545	0.	-2.5695e-004
46	14.615	1.2727	0.	-2.0602e-004
47	14.615	1.0909	0.	-1.6715e-004
48	14.615	0.90909	0.	-1.3538e-004
49	14.615	0.72727	0.	-1.0806e-004
50	14.615	0.54545	0.	-8.3706e-005
51	14.615	0.36364	0.	-6.159e-005
52	14.615	0.18182	0.	-4.3349e-005
53	14.43	5.8182	0.	-6.8712e-005
54	14.43	5.6364	0.	-7.9153e-005
55	14.43	5.4545	0.	-9.5664e-005
56	14.43	5.2727	0.	-1.1618e-004
57	14.43	5.0909	0.	-1.4039e-004
58	14.43	4.9091	0.	-1.6897e-004
59	14.43	4.7273	0.	-2.0353e-004
60	14.43	4.5455	0.	-2.459e-004
61	14.43	4.3636	0.	-2.9954e-004
62	14.43	4.1818	0.	-3.5951e-004
63	14.43	4.	0.	-4.0664e-004
64	14.43	3.8182	0.	-4.3943e-004
65	14.43	3.6364	0.	-4.4991e-004
66	14.43	3.4545	0.	-4.4823e-004
67	14.43	3.2727	0.	-4.4298e-004
68	14.43	3.0909	0.	-4.3956e-004
69	14.43	2.9091	0.	-4.3956e-004
70	14.43	2.7273	0.	-4.4298e-004
71	14.43	2.5455	0.	-4.4823e-004
72	14.43	2.3636	0.	-4.4991e-004
73	14.43	2.1818	0.	-4.3943e-004
74	14.43	2.	0.	-4.0664e-004
75	14.43	1.8182	0.	-3.5951e-004
76	14.43	1.6364	0.	-2.9954e-004
77	14.43	1.4545	0.	-2.459e-004
78	14.43	1.2727	0.	-2.0353e-004
79	14.43	1.0909	0.	-1.6897e-004
80	14.43	0.90909	0.	-1.4039e-004
81	14.43	0.72727	0.	-1.1618e-004
82	14.43	0.54545	0.	-9.5664e-005
83	14.43	0.36364	0.	-7.9153e-005
84	14.43	0.18182	0.	-6.8712e-005
85	14.245	5.8182	0.	-9.5486e-005
86	14.245	5.6364	0.	-1.0358e-004
87	14.245	5.4545	0.	-1.1664e-004
88	14.245	5.2727	0.	-1.3392e-004
89	14.245	5.0909	0.	-1.5511e-004
90	14.245	4.9091	0.	-1.803e-004
91	14.245	4.7273	0.	-2.0986e-004
92	14.245	4.5455	0.	-2.4407e-004
93	14.245	4.3636	0.	-2.8114e-004
94	14.245	4.1818	0.	-3.179e-004
95	14.245	4.	0.	-3.4955e-004
96	14.245	3.8182	0.	-3.7363e-004
97	14.245	3.6364	0.	-3.9078e-004
98	14.245	3.4545	0.	-3.9973e-004
99	14.245	3.2727	0.	-4.0336e-004
100	14.245	3.0909	0.	-4.0443e-004
101	14.245	2.9091	0.	-4.0443e-004
102	14.245	2.7273	0.	-4.0336e-004
103	14.245	2.5455	0.	-3.9973e-004
104	14.245	2.3636	0.	-3.9078e-004
105	14.245	2.1818	0.	-3.7363e-004
106	14.245	2.	0.	-3.4955e-004
107	14.245	1.8182	0.	-3.179e-004
108	14.245	1.6364	0.	-2.8114e-004
109	14.245	1.4545	0.	-2.4407e-004
110	14.245	1.2727	0.	-2.0986e-004
111	14.245	1.0909	0.	-1.803e-004
112	14.245	0.90909	0.	-1.5511e-004
113	14.245	0.72727	0.	-1.3392e-004
114	14.245	0.54545	0.	-1.1664e-004
115	14.245	0.36364	0.	-1.0358e-004
116	14.245	0.18182	0.	-9.5486e-005
117	14.06	5.8182	0.	-1.2063e-004
118	14.06	5.6364	0.	-1.2787e-004
119	14.06	5.4545	0.	-1.3881e-004
120	14.06	5.2727	0.	-1.5333e-004
121	14.06	5.0909	0.	-1.7127e-004
122	14.06	4.9091	0.	-1.9247e-004
123	14.06	4.7273	0.	-2.1663e-004
124	14.06	4.5455	0.	-2.4304e-004
125	14.06	4.3636	0.	-2.7029e-004
126	14.06	4.1818	0.	-2.9599e-004
127	14.06	4.	0.	-3.1869e-004
128	14.06	3.8182	0.	-3.3762e-004
129	14.06	3.6364	0.	-3.5244e-004
130	14.06	3.4545	0.	-3.6296e-004
131	14.06	3.2727	0.	-3.6925e-004
132	14.06	3.0909	0.	-3.7209e-004
133	14.06	2.9091	0.	-3.7209e-004
134	14.06	2.7273	0.	-3.6925e-004
135	14.06	2.5455	0.	-3.6296e-004
136	14.06	2.3636	0.	-3.5244e-004
137	14.06	2.1818	0.	-3.3762e-004
138	14.06	2.	0.	-3.1869e-004
139	14.06	1.8182	0.	-2.9599e-004
140	14.06	1.6364	0.	-2.7029e-004
141	14.06	1.4545	0.	-2.4304e-004
142	14.06	1.2727	0.	-2.1663e-004
143	14.06	1.0909	0.	-1.9247e-004
144	14.06	0.90909	0.	-1.7127e-004
145	14.06	0.72727	0.	-1.5333e-004
146	14.06	0.54545	0.	-1.3881e-004
147	14.06	0.36364	0.	-1.2787e-004
148	14.06	0.18182	0.	-1.2063e-004
149	13.875	5.8182	0.	-1.436e-004
150	13.875	5.6364	0.	-1.5032e-004
151	13.875	5.4545	0.	-1.5976e-004
152	13.875	5.2727	0.	-1.7198e-004
153	13.875	5.0909	0.	-1.8689e-004
154	13.875	4.9091	0.	-2.0422e-004
155	13.875	4.7273	0.	-2.2348e-004
156	13.875	4.5455	0.	-2.4384e-004
157	13.875	4.3636	0.	-2.6414e-004
158	13.875	4.1818	0.	-2.8322e-004
159	13.875	4.	0.	-3.0024e-004
160	13.875	3.8182	0.	-3.1492e-004
161	13.875	3.6364	0.	-3.2708e-004
162	13.875	3.4545	0.	-3.3637e-004
163	13.875	3.2727	0.	-3.4255e-004
164	13.875	3.0909	0.	-3.456e-004
