Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	6.2562	2.4991	0.	5.4581e-002
2	5.7067	3.1418	0.	4.535e-002
3	6.3493	1.8662	0.	5.5802e-002
4	4.8509	3.7481	0.	3.2012e-002
5	6.2426	4.591	0.	5.4296e-002
6	4.1441	0.5281	0.	2.1225e-002
7	3.9012	1.3481	0.	1.9984e-002
8	5.9383	0.59868	0.	4.6652e-002
9	3.9857	5.3331	0.	1.9748e-002
10	4.1903	4.7424	0.	2.2732e-002
11	4.486	4.2339	0.	2.6735e-002
12	6.0452	5.4642	0.	4.9967e-002
13	6.9183	3.8969	0.	6.732e-002
14	3.5205	4.24	0.	1.6653e-002
15	2.9037	3.3724	0.	1.1722e-002
16	3.3443	0.7698	0.	1.4203e-002
17	2.2524	4.7706	0.	6.7158e-003
18	1.2025	4.6797	0.	1.9367e-003
19	1.2569	1.22	0.	2.0405e-003
20	2.395	1.0141	0.	7.3857e-003
21	6.7774	0.81721	0.	6.2738e-002
22	7.759	1.4889	0.	8.3189e-002
23	8.9877	1.56	0.	0.10988
24	10.282	1.5563	0.	0.14008
25	11.49	1.5031	0.	0.16988
26	12.707	1.3629	0.	0.20121
27	13.916	1.2484	0.	0.23345
28	15.075	1.2166	0.	0.26525
29	16.197	1.1991	0.	0.2967
30	17.316	1.1908	0.	0.3285
31	18.428	1.1898	0.	0.36045
32	19.54	1.1907	0.	0.39261
33	20.653	1.1894	0.	0.42499
34	21.766	1.1975	0.	0.45744
35	22.879	1.196	0.	0.48993
36	1.4337	3.4573	0.	2.907e-003
37	1.4701	2.3253	0.	2.9979e-003
38	22.876	2.3953	0.	0.49029
39	22.865	3.5938	0.	0.49041
40	22.876	4.7932	0.	0.49112
41	21.753	4.7956	0.	0.45832
42	20.638	4.7919	0.	0.42582
43	19.525	4.7937	0.	0.39347
44	18.411	4.7929	0.	0.36123
45	17.304	4.7901	0.	0.32942
46	16.198	4.789	0.	0.298
47	15.102	4.8157	0.	0.26728
48	13.987	4.8801	0.	0.2366
49	12.942	4.8885	0.	0.20853
50	11.836	4.8208	0.	0.17969
51	10.747	4.5839	0.	0.15236
52	9.587	4.4668	0.	0.12457
53	8.093	4.4535	0.	9.1217e-002
54	7.101	5.1347	0.	7.0498e-002
55	3.1198	5.0361	0.	1.2532e-002
56	8.5721	2.9495	0.	0.10149
57	6.9286	3.1709	0.	6.7463e-002
58	9.9089	3.0275	0.	0.13202
59	11.32	3.0381	0.	0.16647
60	12.729	2.5458	0.	0.20249
61	13.916	2.4576	0.	0.23418
62	15.053	2.4185	0.	0.26533
63	16.183	2.3996	0.	0.29691
64	17.298	2.3903	0.	0.32855
65	18.4	2.39	0.	0.36017
66	19.511	2.3875	0.	0.3923
67	20.629	2.389	0.	0.42476
68	21.749	2.3907	0.	0.4574
69	21.745	3.5921	0.	0.45771
70	19.508	3.5906	0.	0.39262
71	18.402	3.5903	0.	0.36066
72	17.298	3.5883	0.	0.32899
73	16.184	3.592	0.	0.29738
74	15.064	3.6224	0.	0.26607
75	13.973	3.6557	0.	0.23613
76	12.908	3.7195	0.	0.2076
77	12.049	3.8487	0.	0.18519
78	20.63	3.5905	0.	0.42524
79	5.863	5.0209	0.	4.7051e-002
80	4.345	0.95825	0.	2.399e-002
81	3.1846	2.0352	0.	1.385e-002
82	5.7108	0.95656	0.	4.3141e-002
83	5.9588	1.2976	0.	4.8071e-002
84	5.3187	2.641	0.	3.9025e-002
85	5.3227	3.6482	0.	3.9051e-002
86	5.7759	3.4792	0.	4.6511e-002
87	4.1825	3.7737	0.	2.3744e-002
88	4.4738	3.1368	0.	2.7533e-002
89	5.2804	3.5678	0.	3.8445e-002
90	4.9416	3.321	0.	3.3627e-002
91	4.9416	3.321	0.1	3.3627e-002
92	5.2804	3.5678	0.1	3.8445e-002
93	4.4738	3.1368	0.1	2.7533e-002
94	4.1825	3.7737	0.1	2.3744e-002
95	5.7759	3.4792	0.1	4.6511e-002
96	5.3227	3.6482	0.1	3.9051e-002
97	5.3187	2.641	0.1	3.9025e-002
98	5.9588	1.2976	0.1	4.8071e-002
99	5.7108	0.95656	0.1	4.3141e-002
100	3.1846	2.0352	0.1	1.385e-002
101	4.345	0.95825	0.1	2.399e-002
102	5.863	5.0209	0.1	4.7051e-002
103	20.63	3.5905	0.1	0.42524
104	12.049	3.8487	0.1	0.18519
105	12.908	3.7195	0.1	0.2076
106	13.973	3.6557	0.1	0.23613
107	15.064	3.6224	0.1	0.26607
108	16.184	3.592	0.1	0.29738
109	17.298	3.5883	0.1	0.32899
110	18.402	3.5903	0.1	0.36066
111	19.508	3.5906	0.1	0.39262
112	21.745	3.5921	0.1	0.45771
113	21.749	2.3907	0.1	0.4574
114	20.629	2.389	0.1	0.42476
115	19.511	2.3875	0.1	0.3923
116	18.4	2.39	0.1	0.36017
117	17.298	2.3903	0.1	0.32855
118	16.183	2.3996	0.1	0.29691
119	15.053	2.4185	0.1	0.26533
120	13.916	2.4576	0.1	0.23418
121	12.729	2.5458	0.1	0.20249
122	11.32	3.0381	0.1	0.16647
123	9.9089	3.0275	0.1	0.13202
124	6.9286	3.1709	0.1	6.7463e-002
125	8.5721	2.9495	0.1	0.10149
126	3.1198	5.0361	0.1	1.2532e-002
127	7.101	5.1347	0.1	7.0498e-002
128	8.093	4.4535	0.1	9.1217e-002
129	9.587	4.4668	0.1	0.12457
130	10.747	4.5839	0.1	0.15236
131	11.836	4.8208	0.1	0.17969
132	12.942	4.8885	0.1	0.20853
133	13.987	4.8801	0.1	0.2366
134	15.102	4.8157	0.1	0.26728
135	16.198	4.789	0.1	0.298
136	17.304	4.7901	0.1	0.32942
137	18.411	4.7929	0.1	0.36123
138	19.525	4.7937	0.1	0.39347
139	20.638	4.7919	0.1	0.42582
140	21.753	4.7956	0.1	0.45832
141	22.876	4.7932	0.1	0.49112
142	22.865	3.5938	0.1	0.49041
143	22.876	2.3953	0.1	0.49029
144	1.4701	2.3253	0.1	2.9979e-003
145	1.4337	3.4573	0.1	2.907e-003
146	22.879	1.196	0.1	0.48993
147	21.766	1.1975	0.1	0.45744
148	20.653	1.1894	0.1	0.42499
149	19.54	1.1907	0.1	0.39261
150	18.428	1.1898	0.1	0.36045
151	17.316	1.1908	0.1	0.3285
152	16.197	1.1991	0.1	0.2967
153	15.075	1.2166	0.1	0.26525
154	13.916	1.2484	0.1	0.23345
155	12.707	1.3629	0.1	0.20121
156	11.49	1.5031	0.1	0.16988
157	10.282	1.5563	0.1	0.14008
158	8.9877	1.56	0.1	0.10988
159	7.759	1.4889	0.1	8.3189e-002
160	6.7774	0.81721	0.1	6.2738e-002
161	2.395	1.0141	0.1	7.3857e-003
162	1.2569	1.22	0.1	2.0405e-003
163	1.2025	4.6797	0.1	1.9367e-003
164	2.2524	4.7706	0.1	6.7158e-003
165	3.3443	0.7698	0.1	1.4203e-002
166	2.9037	3.3724	0.1	1.1722e-002
167	3.5205	4.24	0.1	1.6653e-002
168	6.9183	3.8969	0.1	6.732e-002
169	6.0452	5.4642	0.1	4.9967e-002
170	4.486	4.2339	0.1	2.6735e-002
171	4.1903	4.7424	0.1	2.2732e-002
172	3.9857	5.3331	0.1	1.9748e-002
173	5.9383	0.59868	0.1	4.6652e-002
174	3.9012	1.3481	0.1	1.9984e-002
175	4.1441	0.5281	0.1	2.1225e-002
176	6.2426	4.591	0.1	5.4296e-002
177	4.8509	3.7481	0.1	3.2012e-002
178	6.3493	1.8662	0.1	5.5802e-002
179	5.7067	3.1418	0.1	4.535e-002
180	6.2562	2.4991	0.1	5.4581e-002
181	3.968	6.	0.	1.8342e-002
182	2.976	6.	0.	1.0065e-002
183	1.984	6.	0.	4.1112e-003
184	0.992	6.	0.	8.655e-004
185	4.96	6.	0.	2.8107e-002
186	3.937e-014	6.	0.	0.
187	0.992	7.2791e-031	0.	8.664e-004
188	1.984	1.4558e-030	0.	4.1163e-003
189	2.976	2.1837e-030	0.	1.0151e-002
190	3.968	2.9116e-030	0.	1.8564e-002
191	4.96	0.	0.	2.8425e-002
192	0.	0.	0.	0.
193	6.2369	0.	0.	5.1142e-002
194	7.3471	0.	0.	7.2795e-002
195	8.4573	0.	0.	9.6205e-002
196	9.5675	0.	0.	0.12136
197	10.678	0.	0.	0.14802
198	11.788	0.	0.	0.17596
199	12.898	0.	0.	0.20497
200	14.008	0.	0.	0.2349
201	15.118	0.	0.	0.26555
