Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	6.2562	2.4991	0.	-169.58
2	5.7067	3.1418	0.	-236.27
3	6.3493	1.8662	0.	-211.
4	4.8509	3.7481	0.	-59.14
5	6.2426	4.591	0.	29.82
6	4.1441	0.5281	0.	-1.2641
7	3.9012	1.3481	0.	-5.3194
8	5.9383	0.59868	0.	5.7953
9	3.9857	5.3331	0.	-0.22894
10	4.1903	4.7424	0.	-15.627
11	4.486	4.2339	0.	-30.33
12	6.0452	5.4642	0.	39.951
13	6.9183	3.8969	0.	-109.41
14	3.5205	4.24	0.	-41.793
15	2.9037	3.3724	0.	-303.52
16	3.3443	0.7698	0.	-9.3334
17	2.2524	4.7706	0.	-137.41
18	1.2025	4.6797	0.	-187.12
19	1.2569	1.22	0.	-211.56
20	2.395	1.0141	0.	-85.992
21	6.7774	0.81721	0.	-14.321
22	7.759	1.4889	0.	-39.646
23	8.9877	1.56	0.	-29.384
24	10.282	1.5563	0.	-11.296
25	11.49	1.5031	0.	-6.3372
26	12.707	1.3629	0.	-5.16
27	13.916	1.2484	0.	2.6028
28	15.075	1.2166	0.	-0.63967
29	16.197	1.1991	0.	-0.39944
30	17.316	1.1908	0.	-0.65311
31	18.428	1.1898	0.	-0.59395
32	19.54	1.1907	0.	-0.55543
33	20.653	1.1894	0.	-0.55314
34	21.766	1.1975	0.	-0.5489
35	22.879	1.196	0.	-0.58961
36	1.4337	3.4573	0.	-295.25
37	1.4701	2.3253	0.	-308.54
38	22.876	2.3953	0.	-1.2123
39	22.865	3.5938	0.	-1.252
40	22.876	4.7932	0.	-0.58576
41	21.753	4.7956	0.	-0.57197
42	20.638	4.7919	0.	-0.55045
43	19.525	4.7937	0.	-0.54577
44	18.411	4.7929	0.	-0.60258
45	17.304	4.7901	0.	-0.5696
46	16.198	4.789	0.	-0.41827
47	15.102	4.8157	0.	0.67273
48	13.987	4.8801	0.	0.50194
49	12.942	4.8885	0.	-1.5604
50	11.836	4.8208	0.	-5.8173
51	10.747	4.5839	0.	-10.198
52	9.587	4.4668	0.	-31.839
53	8.093	4.4535	0.	-43.512
54	7.101	5.1347	0.	-41.553
55	3.1198	5.0361	0.	-15.169
56	8.5721	2.9495	0.	-47.349
57	6.9286	3.1709	0.	-160.02
58	9.9089	3.0275	0.	-18.648
59	11.32	3.0381	0.	-7.1824
60	12.729	2.5458	0.	-3.53
61	13.916	2.4576	0.	-3.2043
62	15.053	2.4185	0.	-1.0716
63	16.183	2.3996	0.	-1.4292
64	17.298	2.3903	0.	-1.1982
65	18.4	2.39	0.	-1.2458
66	19.511	2.3875	0.	-1.2101
67	20.629	2.389	0.	-1.2371
68	21.749	2.3907	0.	-1.1844
69	21.745	3.5921	0.	-1.2008
70	19.508	3.5906	0.	-1.2875
71	18.402	3.5903	0.	-1.2324
72	17.298	3.5883	0.	-1.1515
73	16.184	3.592	0.	-1.439
74	15.064	3.6224	0.	-0.68534
75	13.973	3.6557	0.	-5.889
76	12.908	3.7195	0.	2.8581
77	12.049	3.8487	0.	5.5596
78	20.63	3.5905	0.	-1.2219
79	5.863	5.0209	0.	-3.6265
80	4.345	0.95825	0.	-12.03
81	3.1846	2.0352	0.	-315.38
82	5.7108	0.95656	0.	-19.234
83	5.9588	1.2976	0.	-28.16
84	5.3187	2.641	0.	184.95
85	5.3227	3.6482	0.	-222.52
86	5.7759	3.4792	0.	146.47
87	4.1825	3.7737	0.	81.557
88	4.4738	3.1368	0.	-68.433
89	5.2804	3.5678	0.	-159.18
90	4.9416	3.321	0.	-43.624
91	4.9416	3.321	0.1	43.624
92	5.2804	3.5678	0.1	159.18
93	4.4738	3.1368	0.1	68.433
94	4.1825	3.7737	0.1	-81.557
95	5.7759	3.4792	0.1	-146.47
96	5.3227	3.6482	0.1	222.52
97	5.3187	2.641	0.1	-184.95
98	5.9588	1.2976	0.1	28.16
99	5.7108	0.95656	0.1	19.234
100	3.1846	2.0352	0.1	315.38
101	4.345	0.95825	0.1	12.03
102	5.863	5.0209	0.1	3.6265
103	20.63	3.5905	0.1	1.2219
104	12.049	3.8487	0.1	-5.5596
105	12.908	3.7195	0.1	-2.8581
106	13.973	3.6557	0.1	5.889
107	15.064	3.6224	0.1	0.68534
108	16.184	3.592	0.1	1.439
109	17.298	3.5883	0.1	1.1515
