Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.1042	2.7542	0.	-127.16
2	3.8979	2.2923	0.	-48.019
3	1.2819	1.8641	0.	-403.6
4	2.8472	2.9606	0.	161.39
5	3.968	4.7426	0.	-45.88
6	1.8761	0.51436	0.	-88.581
7	0.99965	0.76279	0.	-121.97
8	3.9409	0.60427	0.	8.997
9	1.8298	5.3619	0.	-51.484
10	1.8466	3.6598	0.	-271.12
11	3.7449	5.4742	0.	14.316
12	4.4183	4.101	0.	-228.5
13	0.92241	3.6571	0.	-361.96
14	0.95314	4.8488	0.	-186.44
15	1.0487	2.6229	0.	-404.71
16	4.9365	2.2902	0.	-107.16
17	4.8094	1.1134	0.	-19.901
18	6.093	1.1705	0.	-27.894
19	7.2581	1.1987	0.	-21.065
20	8.405	1.211	0.	-8.8591
21	9.5387	1.2153	0.	-2.3616
22	10.674	1.2128	0.	-0.6405
23	11.777	1.177	0.	-0.87351
24	12.884	1.2182	0.	-0.51698
25	13.985	1.2062	0.	-0.551
26	15.093	1.1934	0.	-0.59089
27	16.209	1.1904	0.	-0.50909
28	17.32	1.1756	0.	-0.55576
29	18.43	1.1772	0.	-0.58757
30	19.541	1.1902	0.	-0.54859
31	20.653	1.1908	0.	-0.54768
32	21.768	1.1919	0.	-0.55994
33	22.883	1.195	0.	-0.59026
34	22.87	2.3929	0.	-1.2289
35	22.867	3.6012	0.	-1.2438
36	22.876	4.7952	0.	-0.58714
37	21.756	4.7926	0.	-0.55882
38	20.64	4.7935	0.	-0.55027
39	19.524	4.7929	0.	-0.56293
40	18.414	4.7891	0.	-0.53418
41	17.306	4.7861	0.	-0.51077
42	16.2	4.7883	0.	-0.51025
43	15.099	4.7984	0.	-0.53335
44	13.992	4.8323	0.	-0.64163
45	12.879	4.8296	0.	-0.59268
46	11.77	4.8284	0.	-0.71038
47	10.652	4.8257	0.	-1.0057
48	9.5107	4.8043	0.	-2.9084
49	8.3489	4.7911	0.	-14.631
50	7.1439	4.7706	0.	-32.187
51	5.7792	4.7116	0.	-68.581
52	4.7844	5.2395	0.	-25.294
53	5.922	3.5039	0.	-85.703
54	6.0012	2.3393	0.	-73.732
55	7.183	2.3849	0.	-28.158
56	8.3608	2.4064	0.	-17.431
57	9.5263	2.4251	0.	-5.3286
58	10.677	2.4142	0.	-0.55206
59	11.781	2.4388	0.	-0.88839
60	12.867	2.4296	0.	-1.4279
61	13.969	2.4174	0.	-0.99916
62	15.078	2.3956	0.	-1.1735
63	16.189	2.3823	0.	-1.2289
64	17.297	2.3837	0.	-1.2081
65	18.404	2.3867	0.	-1.2442
66	19.514	2.3906	0.	-1.2361
67	20.627	2.3881	0.	-1.2243
68	21.747	2.3897	0.	-1.1733
69	21.744	3.5913	0.	-1.199
70	20.629	3.591	0.	-1.2507
71	19.516	3.5907	0.	-1.2377
72	18.406	3.5881	0.	-1.229
73	17.296	3.5845	0.	-1.2833
74	16.187	3.5874	0.	-1.2302
75	15.081	3.6004	0.	-1.2254
76	13.98	3.6198	0.	-1.2042
77	12.878	3.6317	0.	-0.80164
78	11.768	3.6551	0.	-0.9811
79	10.641	3.6222	0.	-1.299
80	9.4972	3.6205	0.	-6.6797
81	8.326	3.6039	0.	-18.822
82	7.1227	3.5826	0.	-33.795
83	3.534	5.0838	0.	-10.214
84	1.6601	1.308	0.	-220.51
85	2.1094	4.8841	0.	31.27
86	3.464	3.135	0.	49.707
87	3.6292	1.0521	0.	16.349
88	3.8793	1.5641	0.	14.341
89	4.713	3.3158	0.	-197.59
90	1.9038	4.421	0.	-114.71
91	2.024	0.93064	0.	-52.652
92	2.024	0.93064	0.1	52.652
93	1.9038	4.421	0.1	114.71
94	4.713	3.3158	0.1	197.59
95	3.8793	1.5641	0.1	-14.341
96	3.6292	1.0521	0.1	-16.349
97	3.464	3.135	0.1	-49.707
98	2.1094	4.8841	0.1	-31.27
99	1.6601	1.308	0.1	220.51
100	3.534	5.0838	0.1	10.214
101	7.1227	3.5826	0.1	33.795
102	8.326	3.6039	0.1	18.822
103	9.4972	3.6205	0.1	6.6797
104	10.641	3.6222	0.1	1.299
105	11.768	3.6551	0.1	0.9811
106	12.878	3.6317	0.1	0.80164
107	13.98	3.6198	0.1	1.2042
108	15.081	3.6004	0.1	1.2254
109	16.187	3.5874	0.1	1.2302
110	17.296	3.5845	0.1	1.2833
111	18.406	3.5881	0.1	1.229
112	19.516	3.5907	0.1	1.2377
113	20.629	3.591	0.1	1.2507
114	21.744	3.5913	0.1	1.199
115	21.747	2.3897	0.1	1.1733
116	20.627	2.3881	0.1	1.2243
117	19.514	2.3906	0.1	1.2361
118	18.404	2.3867	0.1	1.2442
119	17.297	2.3837	0.1	1.2081
120	16.189	2.3823	0.1	1.2289
121	15.078	2.3956	0.1	1.1735
122	13.969	2.4174	0.1	0.99916
123	12.867	2.4296	0.1	1.4279
124	11.781	2.4388	0.1	0.88839
125	10.677	2.4142	0.1	0.55206
126	9.5263	2.4251	0.1	5.3286
127	8.3608	2.4064	0.1	17.431
128	7.183	2.3849	0.1	28.158
129	6.0012	2.3393	0.1	73.732
130	5.922	3.5039	0.1	85.703
131	4.7844	5.2395	0.1	25.294
132	5.7792	4.7116	0.1	68.581
133	7.1439	4.7706	0.1	32.187
134	8.3489	4.7911	0.1	14.631
135	9.5107	4.8043	0.1	2.9084
136	10.652	4.8257	0.1	1.0057
137	11.77	4.8284	0.1	0.71038
138	12.879	4.8296	0.1	0.59268
139	13.992	4.8323	0.1	0.64163
140	15.099	4.7984	0.1	0.53335
141	16.2	4.7883	0.1	0.51025
142	17.306	4.7861	0.1	0.51077
143	18.414	4.7891	0.1	0.53418
144	19.524	4.7929	0.1	0.56293
145	20.64	4.7935	0.1	0.55027
146	21.756	4.7926	0.1	0.55882
147	22.876	4.7952	0.1	0.58714
148	22.867	3.6012	0.1	1.2438
149	22.87	2.3929	0.1	1.2289
150	22.883	1.195	0.1	0.59026
151	21.768	1.1919	0.1	0.55994
152	20.653	1.1908	0.1	0.54768
153	19.541	1.1902	0.1	0.54859
154	18.43	1.1772	0.1	0.58757
155	17.32	1.1756	0.1	0.55576
156	16.209	1.1904	0.1	0.50909
157	15.093	1.1934	0.1	0.59089
158	13.985	1.2062	0.1	0.551
159	12.884	1.2182	0.1	0.51698
160	11.777	1.177	0.1	0.87351
161	10.674	1.2128	0.1	0.6405
162	9.5387	1.2153	0.1	2.3616
163	8.405	1.211	0.1	8.8591
164	7.2581	1.1987	0.1	21.065
165	6.093	1.1705	0.1	27.894
166	4.8094	1.1134	0.1	19.901
167	4.9365	2.2902	0.1	107.16
168	1.0487	2.6229	0.1	404.71
169	0.95314	4.8488	0.1	186.44
170	0.92241	3.6571	0.1	361.96
