Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	6.7	2.1818	0.	165.03
2	6.7	2.3636	0.	-41.263
3	6.7	2.5455	0.	0.534
4	6.7	2.7273	0.	-4.6945
5	6.7	2.9091	0.	-2.4726
6	6.7	3.0909	0.	-2.4726
7	6.7	3.2727	0.	-4.6945
8	6.7	3.4545	0.	0.53401
9	6.7	3.6364	0.	-41.263
10	6.7	3.8182	0.	165.03
11	6.8667	2.1818	0.	95.978
12	6.8667	2.3636	0.	-41.732
13	6.8667	2.5455	0.	1.2698
14	6.8667	2.7273	0.	-4.456
15	6.8667	2.9091	0.	-2.1852
16	6.8667	3.0909	0.	-2.1852
17	6.8667	3.2727	0.	-4.456
18	6.8667	3.4545	0.	1.2698
19	6.8667	3.6364	0.	-41.732
20	6.8667	3.8182	0.	95.978
21	6.5189	5.8182	0.	-25.994
22	6.5189	5.6364	0.	-12.006
23	6.5189	5.4545	0.	-8.9394
24	6.5189	5.2727	0.	-7.7314
25	6.5189	5.0909	0.	-7.495
26	6.5189	4.9091	0.	-9.4087
27	6.5189	4.7273	0.	-7.0265
28	6.5189	4.5455	0.	-26.656
29	6.5189	4.3636	0.	19.155
30	6.5189	4.1818	0.	-155.55
31	6.5189	4.	0.	-626.11
32	6.5189	3.8182	0.	19.897
33	6.5189	3.6364	0.	-19.159
34	6.5189	3.4545	0.	5.2086
35	6.5189	3.2727	0.	-4.0107
36	6.5189	3.0909	0.	-0.98934
37	6.5189	2.9091	0.	-0.98934
38	6.5189	2.7273	0.	-4.0107
39	6.5189	2.5455	0.	5.2086
40	6.5189	2.3636	0.	-19.159
41	6.5189	2.1818	0.	19.897
42	6.5189	2.	0.	-626.11
43	6.5189	1.8182	0.	-155.55
44	6.5189	1.6364	0.	19.155
45	6.5189	1.4545	0.	-26.656
46	6.5189	1.2727	0.	-7.0265
47	6.5189	1.0909	0.	-9.4087
48	6.5189	0.90909	0.	-7.495
49	6.5189	0.72727	0.	-7.7314
50	6.5189	0.54545	0.	-8.9394
51	6.5189	0.36364	0.	-12.006
52	6.5189	0.18182	0.	-25.994
53	6.3378	5.8182	0.	-7.7908
54	6.3378	5.6364	0.	-4.2986
55	6.3378	5.4545	0.	-1.9949
56	6.3378	5.2727	0.	-0.65117
57	6.3378	5.0909	0.	-0.13702
58	6.3378	4.9091	0.	0.2894
59	6.3378	4.7273	0.	3.0579e-002
60	6.3378	4.5455	0.	-0.91056
61	6.3378	4.3636	0.	3.39
62	6.3378	4.1818	0.	15.213
63	6.3378	4.	0.	79.992
64	6.3378	3.8182	0.	42.019
65	6.3378	3.6364	0.	-6.3043
66	6.3378	3.4545	0.	1.4802
67	6.3378	3.2727	0.	-0.22828
68	6.3378	3.0909	0.	-0.28762
