Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,0.4,5.6,0,0.00050952,5091.7,0.00023934,634.55,9.87e-05,-422.13,-0.00049761,-4902.6,0.00063131
2,0.8,5.6,0,0.00056069,5603,0.0001949,-123.51,0.00015659,-411.38,-0.00056923,-5864.9,0.0027067
3,1.2,5.6,0,0.00058809,5876.9,0.00020982,31.37,0.00016986,-268.89,-0.00059156,-5989.9,0.0064972
4,1.6,5.6,0,0.00058925,5888.4,0.00020599,-8.4283,0.00017389,-249.61,-0.00059327,-6013.7,0.0121
5,2,5.6,0,0.00058333,5829.3,0.00020311,-0.99965,0.00017424,-217.96,-0.00058675,-5935.7,0.019548
6,2.4,5.6,0,0.0005729,5725.1,0.00019839,-3.3402,0.0001728,-195.58,-0.00057605,-5822.1,0.028839
7,2.8,5.6,0,0.00056064,5602.5,0.00019333,-2.8433,0.00017055,-174.01,-0.00056345,-5689,0.03995
8,3.2,5.6,0,0.00054753,5471.5,0.00018803,-2.7634,0.0001679,-153.99,-0.00055004,-5548.3,0.052849
9,3.6,5.6,0,0.00053416,5338,0.00018272,-2.474,0.00016507,-135.08,-0.00053638,-5405.5,0.067499
10,4,5.6,0,0.00052081,5204.5,0.00017747,-2.1974,0.00016213,-117.46,-0.00052275,-5263.4,0.08386
11,4.4,5.6,0,0.00050759,5072.4,0.00017234,-1.9179,0.00015912,-101.22,-0.00050928,-5123.3,0.10189
12,4.8,5.6,0,0.00049457,4942.2,0.00016733,-1.6587,0.00015605,-86.447,-0.00049601,-4985.8,0.12155
13,5.2,5.6,0,0.00048174,4814,0.00016246,-1.4237,0.00015292,-73.169,-0.00048296,-4850.9,0.1428
14,5.6,5.6,0,0.00046909,4687.7,0.00015773,-1.2153,0.00014972,-61.354,-0.00047013,-4718.7,0.16559
15,6,5.6,0,0.00045663,4563.1,0.00015312,-1.0329,0.00014648,-50.93,-0.00045749,-4588.9,0.18988
16,6.4,5.6,0,0.00044432,4440.1,0.00014862,-0.87488,0.00014317,-41.798,-0.00044503,-4461.3,0.21564
17,6.8,5.6,0,0.00043215,4318.5,0.00014422,-0.73893,0.00013981,-33.843,-0.00043273,-4335.7,0.24283
18,7.2,5.6,0,0.00042011,4198.2,0.00013992,-0.62251,0.00013641,-26.945,-0.00042058,-4212,0.2714
19,7.6,5.6,0,0.0004082,4079.2,0.0001357,-0.52313,0.00013298,-20.982,-0.00040856,-4089.9,0.30131
20,8,5.6,0,0.0003964,3961.2,0.00013156,-0.4384,0.00012951,-15.841,-0.00039667,-3969.3,0.33253
21,8.4,5.6,0,0.0003847,3844.4,0.00012749,-0.36605,0.00012602,-11.416,-0.0003849,-3850.3,0.36501
22,8.8,5.6,0,0.00037311,3728.6,0.00012348,-0.30374,0.00012251,-7.6108,-0.00037325,-3732.5,0.39873
