Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	2.4	4.	0.	1094.2
2	4.8	4.	0.	-188.11
3	7.2	4.	0.	61.07
4	9.6	4.	0.	-1.73
5	12.	4.	0.	8.5091
6	14.4	4.	0.	7.5476
7	16.8	4.	0.	9.5362
8	19.2	4.	0.	26.602
9	21.6	4.	0.	49.484
10	2.4	2.	0.	1094.2
11	4.8	2.	0.	-188.11
12	7.2	2.	0.	61.07
13	9.6	2.	0.	-1.73
14	12.	2.	0.	8.509
15	14.4	2.	0.	7.5474
16	16.8	2.	0.	9.536
17	19.2	2.	0.	26.602
18	21.6	2.	0.	49.484
19	21.6	2.	0.1	541.68
20	19.2	2.	0.1	1046.
21	16.8	2.	0.1	1609.8
22	14.4	2.	0.1	2203.
23	12.	2.	0.1	2824.2
24	9.6	2.	0.1	3465.8
25	7.2	2.	0.1	4069.3
26	4.8	2.	0.1	4980.8
27	2.4	2.	0.1	4980.7
28	21.6	4.	0.1	541.68
29	19.2	4.	0.1	1046.
30	16.8	4.	0.1	1609.8
31	14.4	4.	0.1	2203.
32	12.	4.	0.1	2824.2
33	9.6	4.	0.1	3465.8
34	7.2	4.	0.1	4069.3
35	4.8	4.	0.1	4980.8
36	2.4	4.	0.1	4980.7
37	2.4	6.	0.1	5040.9
38	4.8	6.	0.1	5242.7
39	7.2	6.	0.1	4292.
40	9.6	6.	0.1	3560.7
41	12.	6.	0.1	2850.9
42	14.4	6.	0.1	2209.9
43	16.8	6.	0.1	1609.1
44	19.2	6.	0.1	1035.6
45	21.6	6.	0.1	520.04
46	24.	6.	0.1	288.85
47	24.	4.	0.1	315.82
48	24.	2.	0.1	315.82
49	24.	0.	0.1	288.85
50	21.6	0.	0.1	520.04
51	19.2	0.	0.1	1035.6
52	16.8	0.	0.1	1609.1
53	14.4	0.	0.1	2209.9
54	12.	0.	0.1	2850.9
55	9.6	0.	0.1	3560.7
56	7.2	0.	0.1	4292.
57	4.8	0.	0.1	5242.7
58	2.4	0.	0.1	5040.9
59	0.	0.	0.1	6767.6
60	1.7484e-014	2.	0.1	7612.7
61	3.4968e-014	4.	0.1	7612.7
62	3.937e-014	6.	0.1	6767.6
63	3.4968e-014	4.	0.	-3707.1
64	1.7484e-014	2.	0.	-3707.1
65	3.937e-014	6.	0.	-3028.3
66	0.	0.	0.	-3028.3
67	2.4	0.	0.	890.97
68	4.8	0.	0.	-255.5
69	7.2	0.	0.	7.8002
70	9.6	0.	0.	-9.6644
71	12.	0.	0.	12.18
72	14.4	0.	0.	17.212
73	16.8	0.	0.	25.359
74	19.2	0.	0.	43.902
75	21.6	0.	0.	63.033
76	24.	0.	0.	25.511
77	24.	2.	0.	29.701
78	24.	4.	0.	29.701
79	24.	6.	0.	25.511
80	21.6	6.	0.	63.034
81	19.2	6.	0.	43.903
82	16.8	6.	0.	25.359
83	14.4	6.	0.	17.213
84	12.	6.	0.	12.181
85	9.6	6.	0.	-9.6642
86	7.2	6.	0.	7.8003
87	4.8	6.	0.	-255.5
88	2.4	6.	0.	890.97
89	3.6	4.	0.	451.84
90	2.4	3.	0.	1092.6
91	2.4	4.	5.e-002	70.77
92	1.2	4.	0.	-1331.1
93	2.4	5.	0.	990.7
94	6.	4.	0.	-63.603
95	4.8	3.	0.	-189.32
96	4.8	4.	5.e-002	55.199
97	4.8	5.	0.	-223.84
98	8.4	4.	0.	29.568
99	7.2	3.	0.	60.568
100	7.2	4.	5.e-002	9.126
101	7.2	5.	0.	32.199
102	10.8	4.	0.	-0.37795
103	9.6	3.	0.	-2.1196
104	9.6	4.	5.e-002	5.0642
105	9.6	5.	0.	-9.4746
106	13.2	4.	0.	7.9961
107	12.	3.	0.	7.1982
108	12.	4.	5.e-002	10.258
109	12.	5.	0.	8.696
110	15.6	4.	0.	8.5146
111	14.4	3.	0.	5.7308
112	14.4	4.	5.e-002	12.309
113	14.4	5.	0.	10.612
114	18.	4.	0.	18.045
115	16.8	3.	0.	7.4615
116	16.8	4.	5.e-002	12.138
117	16.8	5.	0.	15.405
118	20.4	4.	0.	38.021
119	19.2	3.	0.	24.503
120	19.2	4.	5.e-002	11.036
121	19.2	5.	0.	32.914
122	21.6	3.	0.	47.787
123	21.6	4.	5.e-002	12.635
124	22.8	4.	0.	39.565
125	21.6	5.	0.	53.88
126	3.6	2.	0.	451.84
127	2.4	2.	5.e-002	70.77
128	1.2	2.	0.	-1331.1
129	2.4	1.	0.	990.7
130	6.	2.	0.	-63.603
131	4.8	2.	5.e-002	55.199
132	4.8	1.	0.	-223.84
133	8.4	2.	0.	29.568
134	7.2	2.	5.e-002	9.126
135	7.2	1.	0.	32.199
136	10.8	2.	0.	-0.378
137	9.6	2.	5.e-002	5.0642
138	9.6	1.	0.	-9.4747
139	13.2	2.	0.	7.996
140	12.	2.	5.e-002	10.258
141	12.	1.	0.	8.6957
142	15.6	2.	0.	8.5144
143	14.4	2.	5.e-002	12.309
144	14.4	1.	0.	10.611
145	18.	2.	0.	18.045
146	16.8	2.	5.e-002	12.138
147	16.8	1.	0.	15.404
148	20.4	2.	0.	38.02
149	19.2	2.	5.e-002	11.036
150	19.2	1.	0.	32.913
151	21.6	2.	5.e-002	12.635
152	21.6	1.	0.	53.88
153	22.8	2.	0.	39.564
154	20.4	2.	0.1	793.77
155	21.6	3.	0.1	539.98
156	22.8	2.	0.1	428.59
157	21.6	1.	0.1	528.47
158	18.	2.	0.1	1327.9
159	19.2	3.	0.1	1043.9
160	19.2	1.	0.1	1038.4
161	15.6	2.	0.1	1906.4
162	16.8	3.	0.1	1607.7
163	16.8	1.	0.1	1607.4
164	13.2	2.	0.1	2513.5
165	14.4	3.	0.1	2201.2
166	14.4	1.	0.1	2204.7
167	10.8	2.	0.1	3144.9
168	12.	3.	0.1	2822.9
169	12.	1.	0.1	2835.9
170	8.4	2.	0.1	3767.2
171	9.6	3.	0.1	3465.4
172	9.6	1.	0.1	3512.
173	6.	2.	0.1	4524.1
174	7.2	3.	0.1	4069.1
175	7.2	1.	0.1	4180.5
176	3.6	2.	0.1	4980.7
177	4.8	3.	0.1	4975.2
178	4.8	1.	0.1	5108.7
179	2.4	3.	0.1	4972.4
180	2.4	1.	0.1	4998.6
181	1.2	2.	0.1	6293.6
182	20.4	4.	0.1	793.77
183	21.6	5.	0.1	528.47
184	22.8	4.	0.1	428.59
185	18.	4.	0.1	1327.9
186	19.2	5.	0.1	1038.4
187	15.6	4.	0.1	1906.4
188	16.8	5.	0.1	1607.4
189	13.2	4.	0.1	2513.5
190	14.4	5.	0.1	2204.7
191	10.8	4.	0.1	3144.9
192	12.	5.	0.1	2835.9
193	8.4	4.	0.1	3767.2
194	9.6	5.	0.1	3512.
195	6.	4.	0.1	4524.1
196	7.2	5.	0.1	4180.5
197	3.6	4.	0.1	4980.7
198	4.8	5.	0.1	5108.7
199	2.4	5.	0.1	4998.6
200	1.2	4.	0.1	6293.6
201	3.6	6.	0.1	5136.7
202	1.2	6.	0.1	5827.2
203	2.4	6.	5.e-002	159.33
204	6.	6.	0.1	4758.4
205	4.8	6.	5.e-002	56.811
206	8.4	6.	0.1	3924.2
207	7.2	6.	5.e-002	33.65
208	10.8	6.	0.1	3205.5
209	9.6	6.	5.e-002	18.045
210	13.2	6.	0.1	2530.2
211	12.	6.	5.e-002	26.967
212	15.6	6.	0.1	1909.2
213	14.4	6.	5.e-002	25.54
214	18.	6.	0.1	1322.
215	16.8	6.	5.e-002	21.832
216	20.4	6.	0.1	777.39
217	19.2	6.	5.e-002	18.161
218	22.8	6.	0.1	404.31
219	21.6	6.	5.e-002	17.796
220	24.	5.	0.1	300.55
221	24.	6.	5.e-002	18.007
222	24.	3.	0.1	315.33
223	24.	4.	5.e-002	15.682
224	24.	1.	0.1	300.55
225	24.	2.	5.e-002	15.682
226	22.8	0.	0.1	404.32
227	24.	0.	5.e-002	18.007
228	20.4	0.	0.1	777.39
229	21.6	0.	5.e-002	17.796
230	18.	0.	0.1	1322.
231	19.2	0.	5.e-002	18.161
232	15.6	0.	0.1	1909.2
233	16.8	0.	5.e-002	21.832
234	13.2	0.	0.1	2530.2
235	14.4	0.	5.e-002	25.54
236	10.8	0.	0.1	3205.5
237	12.	0.	5.e-002	26.967
238	8.4	0.	0.1	3924.2
239	9.6	0.	5.e-002	18.045
240	6.	0.	0.1	4758.4
241	7.2	0.	5.e-002	33.65
242	3.6	0.	0.1	5136.7
243	4.8	0.	5.e-002	56.811
244	1.2	0.	0.1	5827.2
245	2.4	0.	5.e-002	159.33
246	8.7419e-015	1.	0.1	7126.1
247	0.	0.	5.e-002	807.83
248	2.6226e-014	3.	0.1	7612.6
249	1.772e-014	2.	5.e-002	143.34
250	4.371e-014	5.	0.1	7126.1
251	3.5441e-014	4.	5.e-002	143.34
252	5.2451e-014	6.	5.e-002	807.83
253	2.6226e-014	3.	0.	-3753.1
254	4.371e-014	5.	0.	-3425.8
255	8.7419e-015	1.	0.	-3425.8
256	1.2	6.	0.	-1157.4
257	1.2	0.	0.	-1157.4
258	3.6	0.	0.	307.8
259	6.	0.	0.	-125.04
260	8.4	0.	0.	-7.2128
261	10.8	0.	0.	0.54309
262	13.2	0.	0.	14.54
263	15.6	0.	0.	21.057
264	18.	0.	0.	34.314
265	20.4	0.	0.	53.106
266	22.8	0.	0.	44.232
267	24.	1.	0.	25.813
268	24.	3.	0.	29.206
269	24.	5.	0.	25.813
270	22.8	6.	0.	44.233
271	20.4	6.	0.	53.107
272	18.	6.	0.	34.314
273	15.6	6.	0.	21.058
274	13.2	6.	0.	14.541
275	10.8	6.	0.	0.54335
276	8.4	6.	0.	-7.2128
277	6.	6.	0.	-125.04
278	3.6	6.	0.	307.8
