Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.4,4,0,0.00053704,5366.7,0.00030317,1094.2,3.9872e-05,-884.1,-0.00050536,-4980.7,0.029204
2,4.8,4,0,0.00045615,4558.4,0.00016877,-188.11,0.00010065,-699.95,-0.0004691,-4980.8,0.11645
3,7.2,4,0,0.00040545,4051.7,0.00014383,61.07,0.00012223,-101.23,-0.00040589,-4069.3,0.2579
4,9.6,4,0,0.00034617,3459.3,0.00011465,-1.73,0.00011338,-11.3,-0.00034639,-3465.8,0.44622
5,12,4,0,0.00028299,2827.9,9.4148e-05,8.5091,9.2875e-05,-1.0568,-0.00028286,-2824.2,0.67447
6,14.4,4,0,0.00022056,2204.1,7.3682e-05,7.5476,7.1961e-05,-5.3822,-0.00022052,-2203,0.93528
7,16.8,4,0,0.00016126,1611.4,5.4324e-05,9.5362,5.2208e-05,-6.3657,-0.0001612,-1609.8,1.2215
8,19.2,4,0,0.00010598,1059.1,3.7231e-05,26.602,3.3578e-05,-0.84479,-0.00010552,-1046,1.5262
9,21.6,4,0,5.5507e-05,554.69,2.3916e-05,49.484,1.299e-05,-32.612,-5.4762e-05,-541.68,1.843
10,2.4,2,0,0.00053704,5366.7,0.00030317,1094.2,3.9872e-05,-884.1,-0.00050536,-4980.7,0.029204
11,4.8,2,0,0.00045615,4558.4,0.00016877,-188.11,0.00010065,-699.95,-0.0004691,-4980.8,0.11645
12,7.2,2,0,0.00040545,4051.7,0.00014383,61.07,0.00012223,-101.23,-0.00040589,-4069.3,0.2579
13,9.6,2,0,0.00034617,3459.3,0.00011465,-1.73,0.00011338,-11.3,-0.00034639,-3465.8,0.44622
14,12,2,0,0.00028299,2827.9,9.4148e-05,8.509,9.2875e-05,-1.0568,-0.00028286,-2824.2,0.67447
15,14.4,2,0,0.00022056,2204.1,7.3682e-05,7.5474,7.1961e-05,-5.3822,-0.00022052,-2203,0.93528
16,16.8,2,0,0.00016126,1611.4,5.4324e-05,9.536,5.2208e-05,-6.3657,-0.0001612,-1609.8,1.2215
17,19.2,2,0,0.00010598,1059.1,3.7231e-05,26.602,3.3578e-05,-0.84479,-0.00010552,-1046,1.5262
18,21.6,2,0,5.5507e-05,554.69,2.3916e-05,49.484,1.299e-05,-32.611,-5.4762e-05,-541.68,1.843
19,21.6,2,0.1,5.5507e-05,554.69,5.4762e-05,541.68,-1.299e-05,32.611,-2.3916e-05,-49.484,1.843
