Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	4.4761	2.5399	0.	-1804.4
2	5.1729	3.2939	0.	-1158.3
3	5.8493	1.3594	0.	-900.78
4	3.6238	0.49328	0.	-796.74
5	3.6131	1.6569	0.	-1082.3
6	5.7307	0.52988	0.	-606.6
7	3.637	4.858	0.	-908.85
8	2.8046	4.0677	0.	-1229.2
9	5.7637	4.6507	0.	-986.44
10	5.4258	5.0504	0.	-602.25
11	3.3695	5.3162	0.	-905.45
12	7.588	3.4854	0.	-825.13
13	6.2599	3.3626	0.	-1247.6
14	2.611	1.3236	0.	-1238.4
15	5.6167	5.4616	0.	-641.84
16	2.3082	5.0404	0.	-1343.6
17	1.3583	3.725	0.	-1391.1
18	1.3803	1.3386	0.	-1322.3
19	6.6675	0.73767	0.	-801.7
20	7.5369	1.2083	0.	-782.55
21	8.9569	1.1937	0.	-661.79
22	10.222	1.2006	0.	-559.74
23	11.429	1.1956	0.	-466.
24	12.612	1.1871	0.	-383.99
25	13.774	1.1802	0.	-310.31
26	14.915	1.1765	0.	-245.66
27	16.051	1.1757	0.	-188.95
28	17.183	1.1775	0.	-140.02
29	18.316	1.181	0.	-98.55
30	19.447	1.1865	0.	-64.548
31	20.582	1.19	0.	-37.929
32	21.717	1.19	0.	-18.63
33	22.861	1.1955	0.	-6.6031
34	1.448	2.583	0.	-1376.9
35	22.853	2.3939	0.	-7.1664
36	22.853	3.6009	0.	-7.1715
37	22.855	4.8085	0.	-6.6691
38	21.717	4.7939	0.	-18.672
39	20.577	4.7931	0.	-38.132
40	19.441	4.7511	0.	-64.733
41	18.308	4.7159	0.	-98.844
42	17.177	4.6974	0.	-140.28
43	16.048	4.6905	0.	-188.99
44	14.922	4.691	0.	-245.12
45	13.794	4.6928	0.	-309.31
46	12.627	4.7579	0.	-383.28
47	11.43	4.7543	0.	-466.41
48	10.211	4.7538	0.	-561.96
49	8.9294	4.7474	0.	-674.77
50	7.4345	4.6714	0.	-799.53
51	6.6301	5.2403	0.	-792.73
52	7.6032	2.3928	0.	-818.95
53	8.8656	2.3525	0.	-670.21
54	10.136	2.3784	0.	-566.25
55	11.383	2.3742	0.	-468.25
56	12.596	2.3574	0.	-383.76
57	13.765	2.3511	0.	-310.17
58	14.916	2.3594	0.	-245.04
59	16.048	2.3594	0.	-188.53
60	17.181	2.3623	0.	-139.75
61	18.314	2.3675	0.	-98.378
62	19.446	2.3733	0.	-64.465
63	20.58	2.3804	0.	-38.085
64	21.714	2.389	0.	-19.019
65	21.716	3.5931	0.	-18.99
66	20.577	3.5823	0.	-38.183
67	19.439	3.5564	0.	-64.743
68	18.309	3.5416	0.	-98.617
69	17.178	3.5307	0.	-139.9
70	16.046	3.5246	0.	-188.62
71	14.918	3.524	0.	-244.83
72	13.78	3.5193	0.	-309.31
73	12.587	3.5496	0.	-384.8
74	11.367	3.5604	0.	-469.85
75	10.119	3.5603	0.	-568.12
76	8.8556	3.5631	0.	-672.9
77	6.1431	4.1289	0.	-1126.2
78	3.9456	0.99916	0.	-616.23
79	3.7477	2.4091	0.	-1531.4
80	1.1951	4.8495	0.	-1303.4
81	2.9414	2.8831	0.	-1313.3
82	4.7201	2.5258	0.	-1852.9
83	5.4615	0.95117	0.	-581.59
84	6.1651	1.8252	0.	-1083.2
85	6.2477	2.5157	0.	-1214.8
