Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	4.4761	2.5399	0.	2.7793e-002
2	5.1729	3.2939	0.	3.783e-002
3	5.8493	1.3594	0.	4.859e-002
4	3.6238	0.49328	0.	1.6009e-002
5	3.6131	1.6569	0.	1.7461e-002
6	5.7307	0.52988	0.	4.5586e-002
7	3.637	4.858	0.	1.6926e-002
8	2.8046	4.0677	0.	1.0751e-002
9	5.7637	4.6507	0.	4.6384e-002
10	5.4258	5.0504	0.	3.9829e-002
11	3.3695	5.3162	0.	1.4024e-002
12	7.588	3.4854	0.	8.2823e-002
13	6.2599	3.3626	0.	5.6455e-002
14	2.611	1.3236	0.	9.0346e-003
15	5.6167	5.4616	0.	4.2586e-002
16	2.3082	5.0404	0.	6.7608e-003
17	1.3583	3.725	0.	2.5743e-003
18	1.3803	1.3386	0.	2.5266e-003
19	6.6675	0.73767	0.	6.3603e-002
20	7.5369	1.2083	0.	8.1624e-002
21	8.9569	1.1937	0.	0.11291
22	10.222	1.2006	0.	0.14304
23	11.429	1.1956	0.	0.17343
24	12.612	1.1871	0.	0.20454
25	13.774	1.1802	0.	0.23615
26	14.915	1.1765	0.	0.26799
27	16.051	1.1757	0.	0.30034
28	17.183	1.1775	0.	0.33304
29	18.316	1.181	0.	0.36616
30	19.447	1.1865	0.	0.39945
31	20.582	1.19	0.	0.43301
32	21.717	1.19	0.	0.46671
33	22.861	1.1955	0.	0.5007
34	1.448	2.583	0.	2.9566e-003
35	22.853	2.3939	0.	0.50021
36	22.853	3.6009	0.	0.49994
37	22.855	4.8085	0.	0.49968
38	21.717	4.7939	0.	0.46586
39	20.577	4.7931	0.	0.43202
40	19.441	4.7511	0.	0.39844
41	18.308	4.7159	0.	0.36511
42	17.177	4.6974	0.	0.33209
43	16.048	4.6905	0.	0.29947
44	14.922	4.691	0.	0.26741
45	13.794	4.6928	0.	0.23593
46	12.627	4.7579	0.	0.20414
47	11.43	4.7543	0.	0.17266
48	10.211	4.7538	0.	0.14198
49	8.9294	4.7474	0.	0.1115
50	7.4345	4.6714	0.	7.8821e-002
51	6.6301	5.2403	0.	6.197e-002
52	7.6032	2.3928	0.	8.3356e-002
53	8.8656	2.3525	0.	0.1111
54	10.136	2.3784	0.	0.14114
55	11.383	2.3742	0.	0.17242
56	12.596	2.3574	0.	0.20421
57	13.765	2.3511	0.	0.23595
58	14.916	2.3594	0.	0.268
59	16.048	2.3594	0.	0.30019
60	17.181	2.3623	0.	0.33288
61	18.314	2.3675	0.	0.36595
62	19.446	2.3733	0.	0.39923
63	20.58	2.3804	0.	0.43274
64	21.714	2.389	0.	0.46637
65	21.716	3.5931	0.	0.46615
66	20.577	3.5823	0.	0.43238
67	19.439	3.5564	0.	0.39874
68	18.309	3.5416	0.	0.36551
69	17.178	3.5307	0.	0.33252
70	16.046	3.5246	0.	0.29987
71	14.918	3.524	0.	0.26781
72	13.78	3.5193	0.	0.23608
73	12.587	3.5496	0.	0.2037
74	11.367	3.5604	0.	0.17174
75	10.119	3.5603	0.	0.14048
76	8.8556	3.5631	0.	0.11061
77	6.1431	4.1289	0.	5.3821e-002
78	3.9456	0.99916	0.	1.9727e-002
79	3.7477	2.4091	0.	1.9321e-002
80	1.1951	4.8495	0.	1.8258e-003
81	2.9414	2.8831	0.	1.2086e-002
82	4.7201	2.5258	0.	3.112e-002
83	5.4615	0.95117	0.	4.1216e-002
84	6.1651	1.8252	0.	5.4674e-002
85	6.2477	2.5157	0.	5.6375e-002
86	4.2971	2.8196	0.	2.5642e-002
87	4.2971	2.8196	0.1	2.5642e-002
88	6.2477	2.5157	0.1	5.6375e-002
89	6.1651	1.8252	0.1	5.4674e-002
90	5.4615	0.95117	0.1	4.1216e-002
91	4.7201	2.5258	0.1	3.112e-002
92	2.9414	2.8831	0.1	1.2086e-002
93	1.1951	4.8495	0.1	1.8258e-003
94	3.7477	2.4091	0.1	1.9321e-002
95	3.9456	0.99916	0.1	1.9727e-002
96	6.1431	4.1289	0.1	5.3821e-002
97	8.8556	3.5631	0.1	0.11061
98	10.119	3.5603	0.1	0.14048
99	11.367	3.5604	0.1	0.17174
100	12.587	3.5496	0.1	0.2037
101	13.78	3.5193	0.1	0.23608
102	14.918	3.524	0.1	0.26781
103	16.046	3.5246	0.1	0.29987
104	17.178	3.5307	0.1	0.33252
105	18.309	3.5416	0.1	0.36551
106	19.439	3.5564	0.1	0.39874
107	20.577	3.5823	0.1	0.43238
108	21.716	3.5931	0.1	0.46615
109	21.714	2.389	0.1	0.46637
110	20.58	2.3804	0.1	0.43274
111	19.446	2.3733	0.1	0.39923
112	18.314	2.3675	0.1	0.36595
113	17.181	2.3623	0.1	0.33288
114	16.048	2.3594	0.1	0.30019
115	14.916	2.3594	0.1	0.268
116	13.765	2.3511	0.1	0.23595
117	12.596	2.3574	0.1	0.20421
118	11.383	2.3742	0.1	0.17242
119	10.136	2.3784	0.1	0.14114
120	8.8656	2.3525	0.1	0.1111
121	7.6032	2.3928	0.1	8.3356e-002
122	6.6301	5.2403	0.1	6.197e-002
123	7.4345	4.6714	0.1	7.8821e-002
124	8.9294	4.7474	0.1	0.1115
125	10.211	4.7538	0.1	0.14198
126	11.43	4.7543	0.1	0.17266
127	12.627	4.7579	0.1	0.20414
128	13.794	4.6928	0.1	0.23593
129	14.922	4.691	0.1	0.26741
130	16.048	4.6905	0.1	0.29947
131	17.177	4.6974	0.1	0.33209
132	18.308	4.7159	0.1	0.36511
133	19.441	4.7511	0.1	0.39844
134	20.577	4.7931	0.1	0.43202
135	21.717	4.7939	0.1	0.46586
136	22.855	4.8085	0.1	0.49968
137	22.853	3.6009	0.1	0.49994
138	22.853	2.3939	0.1	0.50021
139	1.448	2.583	0.1	2.9566e-003
140	22.861	1.1955	0.1	0.5007
141	21.717	1.19	0.1	0.46671
142	20.582	1.19	0.1	0.43301
143	19.447	1.1865	0.1	0.39945
144	18.316	1.181	0.1	0.36616
145	17.183	1.1775	0.1	0.33304
146	16.051	1.1757	0.1	0.30034
147	14.915	1.1765	0.1	0.26799
148	13.774	1.1802	0.1	0.23615
149	12.612	1.1871	0.1	0.20454
150	11.429	1.1956	0.1	0.17343
151	10.222	1.2006	0.1	0.14304
152	8.9569	1.1937	0.1	0.11291
153	7.5369	1.2083	0.1	8.1624e-002
154	6.6675	0.73767	0.1	6.3603e-002
155	1.3803	1.3386	0.1	2.5266e-003
156	1.3583	3.725	0.1	2.5743e-003
157	2.3082	5.0404	0.1	6.7608e-003
158	5.6167	5.4616	0.1	4.2586e-002
159	2.611	1.3236	0.1	9.0346e-003
160	6.2599	3.3626	0.1	5.6455e-002
161	7.588	3.4854	0.1	8.2823e-002
162	3.3695	5.3162	0.1	1.4024e-002
163	5.4258	5.0504	0.1	3.9829e-002
164	5.7637	4.6507	0.1	4.6384e-002
165	2.8046	4.0677	0.1	1.0751e-002
166	3.637	4.858	0.1	1.6926e-002
167	5.7307	0.52988	0.1	4.5586e-002
168	3.6131	1.6569	0.1	1.7461e-002
169	3.6238	0.49328	0.1	1.6009e-002
170	5.8493	1.3594	0.1	4.859e-002
171	5.1729	3.2939	0.1	3.783e-002
172	4.4761	2.5399	0.1	2.7793e-002
173	4.7267	5.5	0.1	2.6699e-002
174	4.7267	5.	0.1	2.7826e-002
175	4.7267	4.5	0.1	2.9054e-002
176	4.7267	4.	0.1	3.0199e-002
177	4.56	4.	0.1	2.7911e-002
178	4.56	4.5	0.1	2.6763e-002
179	4.56	5.	0.1	2.5597e-002
180	4.56	5.5	0.1	2.4403e-002
181	4.7267	0.5	0.1	2.7501e-002
182	4.7267	1.	0.1	2.8439e-002
183	4.7267	1.5	0.1	2.9492e-002
184	4.7267	2.	0.1	3.0532e-002
185	4.56	2.	0.1	2.8167e-002
186	4.56	1.5	0.1	2.6949e-002
187	4.56	1.	0.1	2.57e-002
188	4.56	0.5	0.1	2.4523e-002
189	4.7267	6.	0.1	2.5646e-002
190	5.8604	6.	0.1	4.6151e-002
191	6.9941	6.	0.1	6.813e-002
192	8.1278	6.	0.1	9.2021e-002
193	9.2616	6.	0.1	0.11779
194	10.395	6.	0.1	0.14521
195	11.529	6.	0.1	0.17404
196	12.663	6.	0.1	0.20405
197	13.796	6.	0.1	0.23504
198	14.93	6.	0.1	0.2668
199	16.064	6.	0.1	0.29918
200	17.198	6.	0.1	0.33204
201	18.331	6.	0.1	0.36524
202	19.465	6.	0.1	0.39868
203	20.599	6.	0.1	0.43227
204	21.733	6.	0.1	0.46595
205	22.866	6.	0.1	0.49966
206	24.	6.	0.1	0.53337
207	24.	4.8	0.1	0.53371
208	24.	3.6	0.1	0.53403
209	24.	2.4	0.1	0.53431
210	24.	1.2	0.1	0.53456
211	1.049e-014	1.2	0.1	0.
212	2.0981e-014	2.4	0.1	0.
213	3.1471e-014	3.6	0.1	0.
214	4.1961e-014	4.8	0.1	0.
215	24.	0.	0.1	0.53478
216	22.866	0.	0.1	0.50107
217	21.733	0.	0.1	0.46736
218	20.599	0.	0.1	0.43368
219	19.465	0.	0.1	0.40009
220	18.331	0.	0.1	0.36665
221	17.198	0.	0.1	0.33345
222	16.064	0.	0.1	0.30059
223	14.93	0.	0.1	0.26821
224	13.796	0.	0.1	0.23644
225	12.663	0.	0.1	0.20546
226	11.529	0.	0.1	0.17544
227	10.395	0.	0.1	0.14661
228	9.2616	0.	0.1	0.11917
229	8.1278	0.	0.1	9.336e-002
230	6.9941	0.	0.1	6.9378e-002
231	5.8604	0.	0.1	4.7292e-002
232	4.7267	0.	0.1	2.6641e-002
233	4.56	0.	0.1	2.3402e-002
234	3.42	1.2738e-030	0.1	1.3457e-002
235	2.28	8.4923e-031	0.1	5.685e-003
236	1.14	4.2461e-031	0.1	1.2476e-003
237	0.	0.	0.1	0.
238	3.937e-014	6.	0.1	0.
239	1.14	6.	0.1	1.196e-003
240	2.28	6.	0.1	5.5515e-003
241	3.42	6.	0.1	1.328e-002
242	4.56	6.	0.1	2.3267e-002
243	3.42	6.	0.	1.328e-002
244	2.28	6.	0.	5.5515e-003
245	1.14	6.	0.	1.196e-003
246	4.56	6.	0.	2.3267e-002
247	3.937e-014	6.	0.	0.
248	1.14	4.2461e-031	0.	1.2476e-003
249	2.28	8.4923e-031	0.	5.685e-003
250	3.42	1.2738e-030	0.	1.3457e-002
251	4.56	0.	0.	2.3402e-002
252	0.	0.	0.	0.
253	5.8604	0.	0.	4.7292e-002
254	6.9941	0.	0.	6.9378e-002
255	8.1278	0.	0.	9.336e-002
256	9.2616	0.	0.	0.11917
257	10.395	0.	0.	0.14661
258	11.529	0.	0.	0.17544
259	12.663	0.	0.	0.20546
260	13.796	0.	0.	0.23644
261	14.93	0.	0.	0.26821
262	16.064	0.	0.	0.30059
263	17.198	0.	0.	0.33345
264	18.331	0.	0.	0.36665
265	19.465	0.	0.	0.40009
266	20.599	0.	0.	0.43368
267	21.733	0.	0.	0.46736
268	22.866	0.	0.	0.50107
269	4.7267	0.	0.	2.6641e-002
270	24.	0.	0.	0.53478
271	4.1961e-014	4.8	0.	0.
272	3.1471e-014	3.6	0.	0.
273	2.0981e-014	2.4	0.	0.
274	1.049e-014	1.2	0.	0.
