Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,17.057,2.7185,0,0.00020437,2042.3,0.00010737,469.97,3.8657e-05,-46.313,-0.00019221,-1780.9,1.1315
2,17.695,2.354,0,0.00021344,2133,0.000122,583.45,2.9018e-05,-115.19,-0.00019671,-1811.2,1.2033
3,18.349,3.0883,0,0.00022726,2271,0.00013533,777.29,3.5926e-05,30.394,-0.0002041,-1773.1,1.2762
4,16.801,1.9484,0,0.00022599,2258.3,0.00014549,730,4.3644e-06,-330.39,-0.00019966,-1863.4,1.105
5,20.22,3.8357,0,7.1136e-05,710.87,2.7314e-05,22.432,1.8861e-05,-41.081,-7.124e-05,-718.07,1.495
6,16.875,1.199,0,0.00024201,2418.5,0.0002007,1601.2,-1.9156e-05,-50.678,-0.00016875,-1174.7,1.1133
7,17.838,2.6188,0,0.00021189,2117.5,9.8361e-05,283.59,4.5375e-05,-114.52,-0.00020619,-2004.7,1.219
8,19.25,2.9988,0,0.00012376,1236.7,6.232e-05,222.03,2.2463e-05,-77.441,-0.00011855,-1136.9,1.3821
9,3.7266,3.1417,0,0.00048831,4879.7,0.00027548,1120,5.076e-05,-568.42,-0.00045648,-4379.6,0.067422
10,15.664,2.8525,0,0.00016517,1650.6,6.0853e-05,-16.699,4.1861e-05,-159.39,-0.0001677,-1734,0.98123
11,16.976,4.7813,0,0.00021925,2190.9,0.00012621,797.44,4.9243e-05,219.11,-0.00019615,-1624.7,1.1141
12,13.976,3.8042,0,0.00022829,2281.3,8.5085e-05,53.552,6.3396e-05,-109.41,-0.0002288,-2304.9,0.80756
13,7.8565,2.8984,0,0.00029996,2997.5,0.00010105,-235.44,7.3497e-05,-442.49,-0.00031095,-3331.1,0.2893
14,21.668,2.7253,0,3.4357e-05,343.33,1.5093e-05,39.456,8.3616e-06,-11.119,-3.3594e-05,-326.36,1.6743
15,18.406,2.6639,0,0.00018764,1875.1,0.00010542,519.74,3.0306e-05,-44.625,-0.00017307,-1572.7,1.284
16,18.649,2.576,0,0.00021754,2173.9,8.9058e-05,229.68,6.3071e-05,34.429,-0.00021239,-2035.3,1.3126
17,17.155,2.3379,0,0.00022351,2233.5,0.000144,757.27,8.3716e-06,-261.78,-0.00019689,-1804.1,1.143
18,17.155,2.3379,0.1,0.00022351,2233.5,0.00019689,1804.1,-8.3716e-06,261.78,-0.000144,-757.27,1.143
19,18.649,2.576,0.1,0.00021754,2173.9,0.00021239,2035.3,-6.3071e-05,-34.429,-8.9058e-05,-229.68,1.3126
20,18.406,2.6639,0.1,0.00018764,1875.1,0.00017307,1572.7,-3.0306e-05,44.625,-0.00010542,-519.74,1.284
21,21.668,2.7253,0.1,3.4357e-05,343.33,3.3594e-05,326.36,-8.3616e-06,11.119,-1.5093e-05,-39.456,1.6743
22,7.8565,2.8984,0.1,0.00029996,2997.5,0.00031095,3331.1,-7.3497e-05,442.49,-0.00010105,235.44,0.2893
23,13.976,3.8042,0.1,0.00022829,2281.3,0.0002288,2304.9,-6.3396e-05,109.41,-8.5085e-05,-53.552,0.80756
24,16.976,4.7813,0.1,0.00021925,2190.9,0.00019615,1624.7,-4.9243e-05,-219.11,-0.00012621,-797.44,1.1141
25,15.664,2.8525,0.1,0.00016517,1650.6,0.0001677,1734,-4.1861e-05,159.39,-6.0853e-05,16.699,0.98123
26,3.7266,3.1417,0.1,0.00048831,4879.7,0.00045648,4379.6,-5.076e-05,568.42,-0.00027548,-1120,0.067422
27,19.25,2.9988,0.1,0.00012376,1236.7,0.00011855,1136.9,-2.2463e-05,77.441,-6.232e-05,-222.03,1.3821
28,17.838,2.6188,0.1,0.00021189,2117.5,0.00020619,2004.7,-4.5375e-05,114.52,-9.8361e-05,-283.59,1.219
29,16.875,1.199,0.1,0.00024201,2418.5,0.00016875,1174.7,1.9156e-05,50.678,-0.0002007,-1601.2,1.1133
30,20.22,3.8357,0.1,7.1136e-05,710.87,7.124e-05,718.07,-1.8861e-05,41.081,-2.7314e-05,-22.432,1.495
31,16.801,1.9484,0.1,0.00022599,2258.3,0.00019966,1863.4,-4.3644e-06,330.39,-0.00014549,-730,1.105
32,18.349,3.0883,0.1,0.00022726,2271,0.0002041,1773.1,-3.5926e-05,-30.394,-0.00013533,-777.29,1.2762
33,17.695,2.354,0.1,0.00021344,2133,0.00019671,1811.2,-2.9018e-05,115.19,-0.000122,-583.45,1.2033
34,17.057,2.7185,0.1,0.00020437,2042.3,0.00019221,1780.9,-3.8657e-05,46.313,-0.00010737,-469.97,1.1315
35,18.167,1,0.1,0.00012769,1276,0.00012327,1152.3,-3.9145e-05,-68.006,-5.3117e-05,-172.99,1.2585
