Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	4.9191	2.6759	0.	9.3642e-005
2	5.5813	3.5374	0.	5.623e-005
3	4.4902	2.6612	0.	6.548e-005
4	6.0544	3.6754	0.	5.2251e-005
5	3.8685	2.0742	0.	3.8558e-005
6	7.003	4.0885	0.	2.8668e-005
7	5.3246	3.5181	0.	9.5029e-005
8	5.1928	2.6304	0.	1.1303e-004
9	19.315	2.99	0.	4.1333e-006
10	14.598	2.97	0.	9.8859e-006
11	9.2089	2.7419	0.	1.9304e-005
12	2.3523	3.8372	0.	7.7202e-005
13	6.4375	2.2794	0.	3.7713e-005
14	5.8339	2.6701	0.	5.7843e-005
15	4.977	3.2218	0.	6.8398e-005
16	5.2141	3.1018	0.	7.7883e-005
17	5.4608	2.9398	0.	7.4556e-005
18	7.231	1.3973	0.	2.7715e-005
19	7.231	1.3973	0.1	7.1919e-005
20	5.4608	2.9398	0.1	1.9679e-004
21	5.2141	3.1018	0.1	2.2038e-004
22	4.977	3.2218	0.1	2.0294e-004
23	5.8339	2.6701	0.1	1.4051e-004
24	6.4375	2.2794	0.1	9.2749e-005
25	2.3523	3.8372	0.1	1.222e-004
26	9.2089	2.7419	0.1	5.106e-005
27	14.598	2.97	0.1	2.8814e-005
28	19.315	2.99	0.1	9.5778e-006
29	5.1928	2.6304	0.1	2.3502e-004
30	5.3246	3.5181	0.1	2.481e-004
31	7.003	4.0885	0.1	7.5889e-005
32	3.8685	2.0742	0.1	1.0552e-004
33	6.0544	3.6754	0.1	1.1146e-004
34	4.4902	2.6612	0.1	1.4943e-004
35	5.5813	3.5374	0.1	1.5971e-004
36	4.9191	2.6759	0.1	2.0002e-004
37	5.2667	5.	0.1	1.1691e-004
38	5.2667	4.5	0.1	1.5134e-004
39	5.2667	4.	0.1	4.7728e-004
40	5.1	4.	0.1	4.3807e-004
41	5.1	4.5	0.1	1.5475e-004
42	5.1	5.	0.1	1.1258e-004
43	5.2667	1.	0.1	9.652e-005
44	5.2667	1.5	0.1	1.6501e-004
45	5.2667	2.	0.1	3.8124e-004
46	5.1	2.	0.1	3.9347e-004
47	5.1	1.5	0.1	1.6315e-004
48	5.1	1.	0.1	6.8164e-005
49	5.2667	6.	0.1	5.831e-005
50	7.6083	6.	0.1	5.6955e-005
51	9.95	6.	0.1	4.7551e-005
52	14.633	6.	0.1	2.8634e-005
53	19.317	6.	0.1	1.0088e-005
54	24.	6.	0.1	4.369e-006
55	24.	3.	0.1	2.9302e-006
56	2.6226e-014	3.	0.1	1.2598e-004
57	24.	0.	0.1	4.1531e-006
58	19.317	0.	0.1	9.9466e-006
59	14.633	0.	0.1	2.8822e-005
60	9.95	0.	0.1	4.9686e-005
61	7.6083	0.	0.1	5.5518e-005
62	5.2667	0.	0.1	5.8272e-005
63	5.1	0.	0.1	1.0746e-004
64	2.55	1.0919e-030	0.1	9.7618e-005
65	0.	0.	0.1	1.2311e-004
66	3.937e-014	6.	0.1	1.1141e-004
67	2.55	6.	0.1	1.1466e-004
68	5.1	6.	0.1	1.1812e-004
69	2.55	6.	0.	7.0143e-005
70	5.1	6.	0.	3.9682e-005
71	3.937e-014	6.	0.	9.2988e-006
72	2.55	1.0919e-030	0.	7.1302e-005
73	5.1	0.	0.	5.7101e-005
74	0.	0.	0.	3.318e-006
75	7.6083	0.	0.	2.3883e-005
76	9.95	0.	0.	1.783e-005
77	14.633	0.	0.	1.0154e-005
78	19.317	0.	0.	4.7429e-006
79	5.2667	0.	0.	2.0074e-005
80	24.	0.	0.	1.505e-006
81	2.6226e-014	3.	0.	3.8325e-007
82	24.	3.	0.	5.053e-007
83	24.	6.	0.	1.2895e-006
84	19.317	6.	0.	4.8873e-006
85	14.633	6.	0.	9.7121e-006
86	9.95	6.	0.	1.7402e-005
87	7.6083	6.	0.	2.4834e-005
88	5.2667	6.	0.	1.9712e-005
89	5.1	1.5	0.	4.924e-005
90	5.1	1.	0.	2.608e-005
91	5.1	2.	0.	1.2148e-004
92	5.2667	1.	0.	3.0058e-005
93	5.2667	1.5	0.	4.7191e-005
94	5.2667	2.	0.	1.2814e-004
95	5.1	4.5	0.	1.2168e-004
96	5.1	5.	0.	4.1708e-005
97	5.1	4.	0.	1.8047e-004
