Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	1.6576	3.4381	0.	-1174.3
2	0.90446	3.8924	0.	-46.995
3	2.189	3.1671	0.	-328.95
4	21.075	3.1263	0.	-52.625
5	18.137	3.1613	0.	39.259
6	14.253	3.2889	0.	-190.93
7	10.984	3.9019	0.	6.4526
8	12.629	1.6934	0.	-144.9
9	6.9115	3.7594	0.	-704.84
10	4.42	4.6296	0.	0.11005
11	3.5362	3.4942	0.	-384.7
12	4.684	1.291	0.	-300.64
13	7.3616	1.7443	0.	-182.81
14	10.677	1.9385	0.	-189.38
15	2.0685	3.5674	0.	1362.8
16	1.9103	3.632	0.	351.02
17	2.5698	3.5452	0.	-625.19
18	4.309	2.5778	0.	-391.45
19	4.309	2.5778	0.1	391.45
20	2.5698	3.5452	0.1	625.19
21	1.9103	3.632	0.1	-351.02
22	2.0685	3.5674	0.1	-1362.8
23	10.677	1.9385	0.1	189.38
24	7.3616	1.7443	0.1	182.81
25	4.684	1.291	0.1	300.64
26	3.5362	3.4942	0.1	384.7
27	4.42	4.6296	0.1	-0.11005
28	6.9115	3.7594	0.1	704.84
29	12.629	1.6934	0.1	144.9
30	10.984	3.9019	0.1	-6.4526
31	14.253	3.2889	0.1	190.93
32	18.137	3.1613	0.1	-39.259
33	21.075	3.1263	0.1	52.625
34	2.189	3.1671	0.1	328.95
35	0.90446	3.8924	0.1	46.995
36	1.6576	3.4381	0.1	1174.3
37	2.1667	1.	0.1	221.61
38	2.1667	1.5	0.1	559.45
39	2.1667	2.	0.1	3451.9
40	2.	2.	0.1	5984.6
41	2.	1.5	0.1	4632.1
42	2.	1.	0.1	2633.7
43	2.1667	5.	0.1	800.85
44	2.1667	4.5	0.1	1708.5
45	2.1667	4.	0.1	2834.2
46	2.	4.	0.1	5845.4
47	2.	4.5	0.1	1995.4
48	2.	5.	0.1	915.82
49	2.1667	6.	0.1	75.295
50	5.2857	6.	0.1	387.45
51	8.4048	6.	0.1	283.83
52	11.524	6.	0.1	2.981
53	14.643	6.	0.1	119.16
54	17.762	6.	0.1	31.981
55	20.881	6.	0.1	23.682
56	24.	6.	0.1	83.943
57	24.	3.	0.1	80.199
58	3.2782e-014	3.75	0.1	3359.3
59	3.937e-014	6.	0.1	1686.7
60	1.	6.	0.1	-122.33
61	2.	6.	0.1	2166.9
62	24.	0.	0.1	84.552
63	21.271	0.	0.1	67.52
64	18.542	0.	0.1	-23.406
65	15.813	0.	0.1	38.897
66	13.083	0.	0.1	120.99
67	10.354	0.	0.1	134.09
68	7.625	0.	0.1	20.752
69	4.8958	0.	0.1	7.7326
70	2.1667	0.	0.1	34.938
71	2.	0.	0.1	1026.4
72	0.	0.	0.1	2585.2
73	2.	0.	0.	-1026.4
74	0.	0.	0.	-2585.2
75	4.8958	0.	0.	-7.7326
76	7.625	0.	0.	-20.752
77	10.354	0.	0.	-134.09
78	13.083	0.	0.	-120.99
79	15.813	0.	0.	-38.897
80	18.542	0.	0.	23.406
81	21.271	0.	0.	-67.52
82	2.1667	0.	0.	-34.938
83	24.	0.	0.	-84.552
84	1.	6.	0.	122.33
85	2.	6.	0.	-2166.9
86	3.937e-014	6.	0.	-1686.7
87	3.2782e-014	3.75	0.	-3359.3
88	24.	3.	0.	-80.199
89	24.	6.	0.	-83.943
90	20.881	6.	0.	-23.682
91	17.762	6.	0.	-31.981
92	14.643	6.	0.	-119.16
93	11.524	6.	0.	-2.981
94	8.4048	6.	0.	-283.83
95	5.2857	6.	0.	-387.45
96	2.1667	6.	0.	-75.295
97	2.	4.5	0.	-1995.4
98	2.	5.	0.	-915.82
99	2.	4.	0.	-5845.4
100	2.1667	5.	0.	-800.85
101	2.1667	4.5	0.	-1708.5
102	2.1667	4.	0.	-2834.2
103	2.	1.5	0.	-4632.1
104	2.	1.	0.	-2633.7
105	2.	2.	0.	-5984.6
106	2.1667	1.	0.	-221.61
107	2.1667	1.5	0.	-559.45
108	2.1667	2.	0.	-3451.9
109	1.281	3.6653	0.	-224.49
110	1.9233	3.3026	0.	-517.57
111	1.7839	3.535	0.	-342.99
112	1.6576	3.4381	5.e-002	-1.9611e-013
113	1.8288	2.719	0.	-3388.
114	0.90446	3.8924	5.e-002	-1.6766e-006
115	0.95223	4.9462	0.	-13.918
116	0.45223	3.8212	0.	-1709.8
117	1.4522	4.1962	0.	-1580.5
118	1.4522	4.4462	0.	-725.33
119	1.4522	3.9462	0.	-2647.7
120	1.4522	2.6962	0.	-2791.
121	2.1287	3.3672	0.	853.43
122	2.3794	3.3561	0.	-207.57
123	2.189	3.1671	5.e-002	1.844e-005
124	2.1779	2.5835	0.	-1892.5
125	19.606	3.1438	0.	-6.6498
126	21.075	3.1263	5.e-002	1.2201e-005
127	21.173	1.5632	0.	-60.058
128	22.537	3.0632	0.	-66.481
129	20.978	4.5632	0.	-38.169
130	16.195	3.2251	0.	-71.699
131	18.137	3.1613	5.e-002	1.0046e-005
132	18.339	1.5807	0.	32.189
133	17.95	4.5807	0.	4.9013
134	12.618	3.5954	0.	-93.312
135	13.441	2.4912	0.	-158.3
136	14.253	3.2889	5.e-002	3.6575e-006
137	15.033	1.6445	0.	-48.206
138	14.448	4.6445	0.	-116.69
139	8.9476	3.8307	0.	-346.8
140	10.83	2.9202	0.	-86.257
141	10.984	3.9019	5.e-002	1.7637e-005
142	11.254	4.951	0.	8.5654
143	11.653	1.816	0.	-166.5
144	12.629	1.6934	5.e-002	-3.0923e-008
145	12.856	0.84669	0.	-101.6
146	5.6657	4.1945	0.	-60.021
147	7.1365	2.7518	0.	-374.26
148	5.6103	3.1686	0.	-501.31
149	6.9115	3.7594	5.e-002	1.4263e-006
150	7.6581	4.8797	0.	-451.94
151	3.9781	4.0619	0.	-26.197
152	4.42	4.6296	5.e-002	2.932e-005
153	4.8529	5.3148	0.	-179.07
154	3.2933	4.8148	0.	-338.26
155	3.053	3.5197	0.	-422.69
156	3.9226	3.036	0.	-391.14
157	3.5362	3.4942	5.e-002	-4.5949e-006
158	2.8514	3.9971	0.	-885.48
159	2.8514	2.7471	0.	-1883.6
160	6.0228	1.5177	0.	-241.16
161	4.4965	1.9344	0.	-315.46
162	4.684	1.291	5.e-002	-2.4901e-006
163	4.7899	0.64551	0.	-141.56
164	3.4253	1.1455	0.	-210.98
165	9.0194	1.8414	0.	-141.7
166	7.3616	1.7443	5.e-002	7.6397e-008
167	7.4933	0.87214	0.	-97.329
168	10.677	1.9385	5.e-002	1.6258e-005
169	10.516	0.96927	0.	-161.41
170	1.9894	3.5997	0.	860.23
171	2.0685	3.5674	5.e-002	-4.7916e-014
172	2.1176	3.7837	0.	-497.91
173	1.9103	3.632	5.e-002	-3.827e-013
174	1.9551	3.816	0.	-2667.3
175	2.5698	3.5452	5.e-002	1.3118e-004
176	2.3682	3.7726	0.	-1171.9
177	4.309	2.5778	5.e-002	-2.3325e-006
178	3.2379	2.0389	0.	-525.97
179	4.4965	1.9344	0.1	315.46
180	3.9226	3.036	0.1	391.14
181	5.6103	3.1686	0.1	501.31
182	3.2379	2.0389	0.1	525.97
183	3.053	3.5197	0.1	422.69
184	2.3794	3.3561	0.1	207.57
185	2.3682	3.7726	0.1	1171.9
186	1.9894	3.5997	0.1	-860.23
187	1.7839	3.535	0.1	342.99
188	1.9551	3.816	0.1	2667.3
189	2.1287	3.3672	0.1	-853.43
190	2.1176	3.7837	0.1	497.91
191	9.0194	1.8414	0.1	141.7
192	11.653	1.816	0.1	166.5
193	10.83	2.9202	0.1	86.257
194	10.516	0.96927	0.1	161.41
195	6.0228	1.5177	0.1	241.16
196	7.1365	2.7518	0.1	374.26
197	7.4933	0.87214	0.1	97.329
198	3.4253	1.1455	0.1	210.98
199	4.7899	0.64551	0.1	141.56
200	3.9781	4.0619	0.1	26.197
201	2.8514	2.7471	0.1	1883.6
202	2.8514	3.9971	0.1	885.48
203	5.6657	4.1945	0.1	60.021
204	3.2933	4.8148	0.1	338.26
205	4.8529	5.3148	0.1	179.07
206	8.9476	3.8307	0.1	346.8
207	7.6581	4.8797	0.1	451.94
208	13.441	2.4912	0.1	158.3
209	12.856	0.84669	0.1	101.6
210	12.618	3.5954	0.1	93.312
211	11.254	4.951	0.1	-8.5654
212	16.195	3.2251	0.1	71.699
213	14.448	4.6445	0.1	116.69
214	15.033	1.6445	0.1	48.206
215	19.606	3.1438	0.1	6.6498
216	17.95	4.5807	0.1	-4.9013
217	18.339	1.5807	0.1	-32.189
218	20.978	4.5632	0.1	38.169
219	22.537	3.0632	0.1	66.481
220	21.173	1.5632	0.1	60.058
221	1.9233	3.3026	0.1	517.57
222	2.1779	2.5835	0.1	1892.5
223	1.281	3.6653	0.1	224.49
224	1.4522	2.6962	0.1	2791.
225	1.4522	3.9462	0.1	2647.7
226	1.4522	4.1962	0.1	1580.5
227	1.4522	4.4462	0.1	725.33
228	0.45223	3.8212	0.1	1709.8
229	0.95223	4.9462	0.1	13.918
230	1.8288	2.719	0.1	3388.
231	2.1667	1.25	0.1	388.97
232	2.1667	0.5	0.1	129.81
233	2.1667	1.	5.e-002	-3.9591e-014
234	2.1667	1.75	0.1	2187.5
235	2.1667	1.5	5.e-002	-6.842e-014
236	2.0833	2.	0.1	5189.
237	2.1667	2.	5.e-002	-1.16e-013
238	2.	1.75	0.1	5316.8
239	2.	2.	5.e-002	-4.102e-013
240	2.	1.25	0.1	3649.8
241	2.	1.5	5.e-002	-1.0437e-004
242	1.	2.375	0.1	3035.7
243	2.	0.5	0.1	1843.3
244	2.	1.	5.e-002	-7.5667e-014
245	2.1667	4.75	0.1	1192.6
246	2.1667	5.5	0.1	435.01
247	2.1667	5.	5.e-002	-6.7819e-014
248	2.1667	4.25	0.1	2306.2
249	2.1667	4.5	5.e-002	1.3752e-005
250	2.0833	4.	0.1	4844.4
251	2.1667	4.	5.e-002	-3.8988e-006
252	2.	4.25	0.1	3267.4
253	2.	4.	5.e-002	-4.4236e-013
254	2.	4.75	0.1	1459.5
255	2.	4.5	5.e-002	-1.3613e-013
256	2.	5.5	0.1	1820.6
257	2.	5.	5.e-002	-8.2485e-014
258	3.7262	6.	0.1	146.23
259	2.1667	6.	5.e-002	-1.9199e-014
260	6.8452	6.	0.1	309.66
261	5.2857	6.	5.e-002	-7.3656e-014
262	9.9643	6.	0.1	139.22
263	8.4048	6.	5.e-002	4.8101e-007
264	13.083	6.	0.1	55.076
265	11.524	6.	5.e-002	3.4381e-007
266	16.202	6.	0.1	65.225
267	14.643	6.	5.e-002	3.0404e-005
