Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.6888	3.22	0.	7.7001e-005
2	1.3418	4.4664	0.	1.1371e-004
3	3.9403	2.7231	0.	1.3951e-004
4	1.9975	2.6151	0.	3.2056e-004
5	2.0909	2.4662	0.	4.3467e-004
6	2.315	3.0779	0.	2.8364e-004
7	19.38	2.7841	0.	1.4786e-005
8	2.3454	2.5687	0.	2.4245e-004
9	1.4636	3.2364	0.	2.6217e-004
10	2.1397	2.5436	0.	2.5788e-004
11	2.7718	2.5615	0.	1.0689e-004
12	1.9479	2.9841	0.	3.0892e-004
13	1.0608	2.8206	0.	2.3477e-004
14	4.9999	3.8802	0.	1.3242e-004
15	4.9999	3.8802	0.1	-1.3242e-004
16	1.0608	2.8206	0.1	-2.3477e-004
17	1.9479	2.9841	0.1	-3.0892e-004
18	2.7718	2.5615	0.1	-1.0689e-004
19	2.1397	2.5436	0.1	-2.5788e-004
20	1.4636	3.2364	0.1	-2.6217e-004
21	2.3454	2.5687	0.1	-2.4245e-004
22	19.38	2.7841	0.1	-1.4786e-005
23	2.315	3.0779	0.1	-2.8364e-004
24	2.0909	2.4662	0.1	-4.3467e-004
25	1.9975	2.6151	0.1	-3.2056e-004
26	3.9403	2.7231	0.1	-1.3951e-004
27	1.3418	4.4664	0.1	-1.1371e-004
28	2.6888	3.22	0.1	-7.7001e-005
29	2.1667	1.	0.1	-1.2985e-004
30	2.1667	1.5	0.1	-1.4563e-004
31	2.1667	2.	0.1	-3.8537e-004
32	2.	2.	0.1	-2.8257e-004
33	2.	1.5	0.1	4.4229e-005
34	2.	1.	0.1	4.3825e-006
35	2.1667	5.	0.1	-1.0279e-004
36	2.1667	4.5	0.1	-1.898e-004
37	2.1667	4.	0.1	-5.0794e-004
38	2.	4.	0.1	-3.0555e-004
39	2.	4.5	0.1	-1.9821e-004
40	2.	5.	0.1	-2.7127e-006
41	2.1667	6.	0.1	-6.3913e-005
42	5.8056	6.	0.1	-1.0256e-004
43	9.4444	6.	0.1	-6.0549e-005
44	16.722	6.	0.1	-4.9032e-005
45	24.	6.	0.1	3.08e-005
46	24.	3.	0.1	-5.9757e-006
47	2.6226e-014	3.	0.1	9.6092e-006
48	3.937e-014	6.	0.1	8.8499e-006
49	1.	6.	0.1	-9.0173e-005
50	2.	6.	0.1	1.5399e-005
51	24.	0.	0.1	-1.7887e-005
52	18.178	0.	0.1	-1.9694e-005
53	12.356	0.	0.1	9.7945e-006
54	7.9889	0.	0.1	-6.6622e-005
55	5.0778	0.	0.1	-1.2425e-004
56	2.1667	0.	0.1	-7.9772e-005
57	2.	0.	0.1	1.5529e-005
58	0.	0.	0.1	1.7517e-005
59	2.	0.	0.	-1.5529e-005
60	0.	0.	0.	-1.7517e-005
61	5.0778	0.	0.	1.2425e-004
62	7.9889	0.	0.	6.6622e-005
63	12.356	0.	0.	-9.7945e-006
64	18.178	0.	0.	1.9694e-005
65	2.1667	0.	0.	7.9772e-005
66	24.	0.	0.	1.7887e-005
67	1.	6.	0.	9.0173e-005
68	2.	6.	0.	-1.5399e-005
69	3.937e-014	6.	0.	-8.8499e-006
70	2.6226e-014	3.	0.	-9.6092e-006
71	24.	3.	0.	5.9757e-006
72	24.	6.	0.	-3.08e-005
73	16.722	6.	0.	4.9032e-005
74	9.4444	6.	0.	6.0549e-005
75	5.8056	6.	0.	1.0256e-004
76	2.1667	6.	0.	6.3913e-005
77	2.	4.5	0.	1.9821e-004
78	2.	5.	0.	2.7126e-006
79	2.	4.	0.	3.0555e-004
80	2.1667	5.	0.	1.0279e-004
81	2.1667	4.5	0.	1.898e-004
82	2.1667	4.	0.	5.0794e-004
83	2.	1.5	0.	-4.4229e-005
84	2.	1.	0.	-4.3825e-006
85	2.	2.	0.	2.8257e-004
86	2.1667	1.	0.	1.2985e-004
87	2.1667	1.5	0.	1.4563e-004
88	2.1667	2.	0.	3.8537e-004
89	3.3146	2.9716	0.	1.0816e-004
90	2.5019	3.149	0.	1.8021e-004
91	2.6888	3.22	5.e-002	4.0545e-011
92	2.4277	3.61	0.	3.4189e-004
93	1.4027	3.8514	0.	2.0328e-004
94	1.3418	4.4664	5.e-002	-1.1018e-011
95	1.1709	5.2332	0.	1.0161e-004
96	0.67088	3.7332	0.	3.3218e-005
97	1.6709	4.4832	0.	2.6506e-004
98	1.6709	4.7332	0.	1.2305e-004
99	3.3561	2.6423	0.	1.2307e-004
100	4.4701	3.3016	0.	1.4039e-004
101	3.9403	2.7231	5.e-002	1.4952e-011
102	4.5091	1.3615	0.	1.3178e-004
103	3.0535	3.6115	0.	1.8015e-004
104	3.0535	1.8615	0.	1.4176e-004
