Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	5.1	2.1818	0.	-1.7696e-003
2	5.1	2.3636	0.	-1.4016e-003
3	5.1	2.5455	0.	-1.2349e-003
4	5.1	2.7273	0.	-1.149e-003
5	5.1	2.9091	0.	-1.1123e-003
6	5.1	3.0909	0.	-1.1123e-003
7	5.1	3.2727	0.	-1.149e-003
8	5.1	3.4545	0.	-1.2349e-003
9	5.1	3.6364	0.	-1.4016e-003
10	5.1	3.8182	0.	-1.7696e-003
11	5.2667	2.1818	0.	-1.756e-003
12	5.2667	2.3636	0.	-1.3949e-003
13	5.2667	2.5455	0.	-1.2292e-003
14	5.2667	2.7273	0.	-1.1438e-003
15	5.2667	2.9091	0.	-1.1074e-003
16	5.2667	3.0909	0.	-1.1074e-003
17	5.2667	3.2727	0.	-1.1438e-003
18	5.2667	3.4545	0.	-1.2292e-003
19	5.2667	3.6364	0.	-1.3949e-003
20	5.2667	3.8182	0.	-1.756e-003
21	4.9179	5.8182	0.	-1.0656e-004
22	4.9179	5.6364	0.	-1.5167e-004
23	4.9179	5.4545	0.	-2.0521e-004
24	4.9179	5.2727	0.	-2.6295e-004
25	4.9179	5.0909	0.	-3.2669e-004
26	4.9179	4.9091	0.	-3.9994e-004
27	4.9179	4.7273	0.	-4.8884e-004
28	4.9179	4.5455	0.	-6.0451e-004
29	4.9179	4.3636	0.	-7.7213e-004
30	4.9179	4.1818	0.	-1.0523e-003
31	4.9179	4.	0.	-1.3394e-003
32	4.9179	3.8182	0.	-1.3188e-003
33	4.9179	3.6364	0.	-1.2374e-003
34	4.9179	3.4545	0.	-1.1469e-003
35	4.9179	3.2727	0.	-1.0939e-003
36	4.9179	3.0909	0.	-1.0688e-003
37	4.9179	2.9091	0.	-1.0688e-003
38	4.9179	2.7273	0.	-1.0939e-003
39	4.9179	2.5455	0.	-1.1469e-003
40	4.9179	2.3636	0.	-1.2374e-003
41	4.9179	2.1818	0.	-1.3188e-003
42	4.9179	2.	0.	-1.3394e-003
43	4.9179	1.8182	0.	-1.0523e-003
44	4.9179	1.6364	0.	-7.7213e-004
45	4.9179	1.4545	0.	-6.0451e-004
46	4.9179	1.2727	0.	-4.8884e-004
47	4.9179	1.0909	0.	-3.9994e-004
48	4.9179	0.90909	0.	-3.2669e-004
49	4.9179	0.72727	0.	-2.6295e-004
50	4.9179	0.54545	0.	-2.0521e-004
51	4.9179	0.36364	0.	-1.5167e-004
52	4.9179	0.18182	0.	-1.0656e-004
53	4.7357	5.8182	0.	-1.6305e-004
54	4.7357	5.6364	0.	-1.866e-004
55	4.7357	5.4545	0.	-2.2545e-004
56	4.7357	5.2727	0.	-2.7306e-004
57	4.7357	5.0909	0.	-3.2831e-004
58	4.7357	4.9091	0.	-3.9259e-004
59	4.7357	4.7273	0.	-4.694e-004
60	4.7357	4.5455	0.	-5.6282e-004
61	4.7357	4.3636	0.	-6.7961e-004
62	4.7357	4.1818	0.	-8.142e-004
63	4.7357	4.	0.	-9.2154e-004
64	4.7357	3.8182	0.	-1.0021e-003
65	4.7357	3.6364	0.	-1.0244e-003
66	4.7357	3.4545	0.	-1.0162e-003
67	4.7357	3.2727	0.	-1.0005e-003
68	4.7357	3.0909	0.	-9.9089e-004
69	4.7357	2.9091	0.	-9.9089e-004
70	4.7357	2.7273	0.	-1.0005e-003
71	4.7357	2.5455	0.	-1.0162e-003
72	4.7357	2.3636	0.	-1.0244e-003
73	4.7357	2.1818	0.	-1.0021e-003
74	4.7357	2.	0.	-9.2154e-004
75	4.7357	1.8182	0.	-8.142e-004
76	4.7357	1.6364	0.	-6.7961e-004
77	4.7357	1.4545	0.	-5.6282e-004
78	4.7357	1.2727	0.	-4.694e-004
79	4.7357	1.0909	0.	-3.9259e-004
80	4.7357	0.90909	0.	-3.2831e-004
81	4.7357	0.72727	0.	-2.7306e-004
82	4.7357	0.54545	0.	-2.2545e-004
83	4.7357	0.36364	0.	-1.866e-004
84	4.7357	0.18182	0.	-1.6305e-004
85	4.5536	5.8182	0.	-2.2225e-004
86	4.5536	5.6364	0.	-2.3805e-004
87	4.5536	5.4545	0.	-2.6693e-004
88	4.5536	5.2727	0.	-3.0551e-004
89	4.5536	5.0909	0.	-3.5246e-004
90	4.5536	4.9091	0.	-4.0768e-004
91	4.5536	4.7273	0.	-4.718e-004
92	4.5536	4.5455	0.	-5.4556e-004
93	4.5536	4.3636	0.	-6.2551e-004
94	4.5536	4.1818	0.	-7.0595e-004
95	4.5536	4.	0.	-7.7839e-004
96	4.5536	3.8182	0.	-8.3565e-004
97	4.5536	3.6364	0.	-8.7552e-004
98	4.5536	3.4545	0.	-8.9428e-004
99	4.5536	3.2727	0.	-9.0048e-004
100	4.5536	3.0909	0.	-9.0165e-004
101	4.5536	2.9091	0.	-9.0165e-004
102	4.5536	2.7273	0.	-9.0048e-004
103	4.5536	2.5455	0.	-8.9428e-004
104	4.5536	2.3636	0.	-8.7552e-004
105	4.5536	2.1818	0.	-8.3565e-004
106	4.5536	2.	0.	-7.7839e-004
107	4.5536	1.8182	0.	-7.0595e-004
108	4.5536	1.6364	0.	-6.2551e-004
109	4.5536	1.4545	0.	-5.4556e-004
110	4.5536	1.2727	0.	-4.718e-004
111	4.5536	1.0909	0.	-4.0768e-004
112	4.5536	0.90909	0.	-3.5246e-004
113	4.5536	0.72727	0.	-3.0551e-004
114	4.5536	0.54545	0.	-2.6693e-004
115	4.5536	0.36364	0.	-2.3805e-004
116	4.5536	0.18182	0.	-2.2225e-004
117	4.3714	5.8182	0.	-2.7667e-004
118	4.3714	5.6364	0.	-2.8912e-004
119	4.3714	5.4545	0.	-3.116e-004
120	4.3714	5.2727	0.	-3.4239e-004
121	4.3714	5.0909	0.	-3.8066e-004
122	4.3714	4.9091	0.	-4.2573e-004
123	4.3714	4.7273	0.	-4.7685e-004
124	4.3714	4.5455	0.	-5.3261e-004
125	4.3714	4.3636	0.	-5.9043e-004
126	4.3714	4.1818	0.	-6.4603e-004
