Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.919	2.6759	0.	-1.9998e-004
2	5.5809	3.539	0.	-1.5994e-004
3	4.4902	2.6611	0.	-1.4953e-004
4	6.0531	3.6772	0.	-1.1152e-004
5	3.8685	2.0742	0.	-1.0552e-004
6	7.0002	4.0899	0.	-7.5938e-005
7	5.3245	3.5245	0.	-2.4834e-004
8	5.1927	2.6305	0.	-2.3503e-004
9	19.319	2.9893	0.	-9.5658e-006
10	14.603	2.9865	0.	-2.8789e-005
11	9.2075	2.7455	0.	-5.1055e-005
12	2.3523	3.8372	0.	-1.222e-004
13	6.438	2.2819	0.	-9.2774e-005
14	5.8341	2.6722	0.	-1.4045e-004
15	4.9769	3.2218	0.	-2.0279e-004
16	5.2141	3.1019	0.	-2.2037e-004
17	5.4612	2.9416	0.	-1.9683e-004
18	7.2319	1.4003	0.	-7.1941e-005
19	7.2319	1.4003	0.1	-2.772e-005
20	5.4612	2.9416	0.1	-7.4555e-005
21	5.2141	3.1019	0.1	-7.7806e-005
22	4.9769	3.2218	0.1	-6.8461e-005
23	5.8341	2.6722	0.1	-5.789e-005
24	6.438	2.2819	0.1	-3.7712e-005
25	2.3523	3.8372	0.1	-7.7201e-005
26	9.2075	2.7455	0.1	-1.9294e-005
27	14.603	2.9865	0.1	-9.8915e-006
28	19.319	2.9893	0.1	-4.1361e-006
29	5.1927	2.6305	0.1	-1.1307e-004
30	5.3245	3.5245	0.1	-9.538e-005
31	7.0002	4.0899	0.1	-2.8684e-005
32	3.8685	2.0742	0.1	-3.8559e-005
33	6.0531	3.6772	0.1	-5.2308e-005
34	4.4902	2.6611	0.1	-6.5494e-005
35	5.5809	3.539	0.1	-5.6336e-005
36	4.919	2.6759	0.1	-9.3656e-005
37	5.2667	5.	0.1	-3.902e-005
38	5.2667	4.5	0.1	-5.565e-005
39	5.2667	4.	0.1	-1.5602e-004
40	5.1	4.	0.1	-1.8074e-004
41	5.1	4.5	0.1	-1.2161e-004
42	5.1	5.	0.1	-4.1709e-005
43	5.2667	1.	0.1	-3.0074e-005
44	5.2667	1.5	0.1	-4.725e-005
45	5.2667	2.	0.1	-1.282e-004
46	5.1	2.	0.1	-1.2148e-004
47	5.1	1.5	0.1	-4.9242e-005
48	5.1	1.	0.1	-2.6082e-005
49	5.2667	6.	0.1	-1.9739e-005
50	7.6083	6.	0.1	-2.4846e-005
51	9.95	6.	0.1	-1.7429e-005
52	14.633	6.	0.1	-9.6789e-006
53	19.317	6.	0.1	-4.8446e-006
54	24.	6.	0.1	-1.3057e-006
55	24.	3.	0.1	-4.9107e-007
56	2.6226e-014	3.	0.1	-3.8324e-007
57	24.	0.	0.1	-1.5133e-006
58	19.317	0.	0.1	-4.7529e-006
59	14.633	0.	0.1	-1.0171e-005
60	9.95	0.	0.1	-1.7859e-005
61	7.6083	0.	0.1	-2.3943e-005
62	5.2667	0.	0.1	-2.0085e-005
63	5.1	0.	0.1	-5.7104e-005
64	2.55	1.0919e-030	0.1	-7.1303e-005
65	0.	0.	0.1	-3.3189e-006
66	3.937e-014	6.	0.1	-9.2999e-006
67	2.55	6.	0.1	-7.0141e-005
68	5.1	6.	0.1	-3.968e-005
69	2.55	6.	0.	-1.1466e-004
70	5.1	6.	0.	-1.1812e-004
71	3.937e-014	6.	0.	-1.1141e-004
72	2.55	1.0919e-030	0.	-9.7619e-005
73	5.1	0.	0.	-1.0746e-004
74	0.	0.	0.	-1.2311e-004
75	7.6083	0.	0.	-5.5546e-005
76	9.95	0.	0.	-4.9684e-005
77	14.633	0.	0.	-2.8808e-005
78	19.317	0.	0.	-9.9531e-006
79	5.2667	0.	0.	-5.8272e-005
80	24.	0.	0.	-4.1413e-006
81	2.6226e-014	3.	0.	-1.2598e-004
82	24.	3.	0.	-2.9274e-006
83	24.	6.	0.	-4.3498e-006
84	19.317	6.	0.	-1.0064e-005
85	14.633	6.	0.	-2.8637e-005
86	9.95	6.	0.	-4.7541e-005
87	7.6083	6.	0.	-5.694e-005
88	5.2667	6.	0.	-5.8314e-005
89	5.1	1.5	0.	-1.6315e-004
90	5.1	1.	0.	-6.8167e-005
91	5.1	2.	0.	-3.9348e-004
92	5.2667	1.	0.	-9.6617e-005
93	5.2667	1.5	0.	-1.6511e-004
94	5.2667	2.	0.	-3.8131e-004
95	5.1	4.5	0.	-1.546e-004
96	5.1	5.	0.	-1.1257e-004
97	5.1	4.	0.	-4.3903e-004
98	5.2667	5.	0.	-1.1683e-004
99	5.2667	4.5	0.	-1.5125e-004
100	5.2667	4.	0.	-4.7729e-004
101	4.7046	2.6685	0.	-1.7472e-004
102	5.0559	2.6532	0.	-2.17e-004
103	5.0665	2.8889	0.	-2.099e-004
104	4.919	2.6759	5.e-002	-2.506e-006
105	5.0095	2.338	0.	-2.95e-004
106	5.817	3.6081	0.	-1.3547e-004
107	5.4527	3.5318	0.	-2.0384e-004
108	5.521	3.2403	0.	-1.7681e-004
109	5.5809	3.539	5.e-002	-1.5861e-005
110	5.4238	3.7695	0.	-3.1599e-004
111	4.1794	2.3677	0.	-1.2751e-004
112	4.7336	2.9415	0.	-1.7568e-004
113	4.4902	2.6611	5.e-002	-5.8842e-006
