Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	4.919	2.6759	0.	366.82
2	5.5809	3.539	0.	31.434
3	4.4902	2.6611	0.	155.36
4	6.0531	3.6772	0.	158.34
5	3.8685	2.0742	0.	55.945
6	7.0002	4.0899	0.	53.311
7	5.3245	3.5245	0.	44.638
8	5.1927	2.6305	0.	353.11
9	19.319	2.9893	0.	1.3384
10	14.603	2.9865	0.	2.2845
11	9.2075	2.7455	0.	-5.5552
12	2.3523	3.8372	0.	317.14
13	6.438	2.2819	0.	33.078
14	5.8341	2.6722	0.	105.
15	4.9769	3.2218	0.	-27.435
16	5.2141	3.1019	0.	68.906
17	5.4612	2.9416	0.	92.335
18	7.2319	1.4003	0.	45.555
19	7.2319	1.4003	0.1	703.26
20	5.4612	2.9416	0.1	1946.7
21	5.2141	3.1019	0.1	2171.5
22	4.9769	3.2218	0.1	2065.5
23	5.8341	2.6722	0.1	1385.3
24	6.438	2.2819	0.1	947.34
25	2.3523	3.8372	0.1	1181.1
26	9.2075	2.7455	0.1	534.13
27	14.603	2.9865	0.1	288.35
28	19.319	2.9893	0.1	101.61
29	5.1927	2.6305	0.1	2262.4
30	5.3245	3.5245	0.1	2537.9
31	7.0002	4.0899	0.1	732.78
32	3.8685	2.0742	0.1	1026.6
33	6.0531	3.6772	0.1	1072.6
34	4.4902	2.6611	0.1	1460.2
35	5.5809	3.539	0.1	1593.6
36	4.919	2.6759	0.1	1839.4
37	5.2667	5.	0.1	1251.3
38	5.2667	4.5	0.1	1623.3
39	5.2667	4.	0.1	5001.3
40	5.1	4.	0.1	4759.7
41	5.1	4.5	0.1	1298.9
42	5.1	5.	0.1	1219.5
43	5.2667	1.	0.1	1046.2
44	5.2667	1.5	0.1	1778.6
45	5.2667	2.	0.1	4142.9
46	5.1	2.	0.1	4179.5
47	5.1	1.5	0.1	1779.1
48	5.1	1.	0.1	851.7
49	5.2667	6.	0.1	649.82
50	7.6083	6.	0.1	554.71
