Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.1611,3.3765,0,0.00015356,1534.6,6.6116e-05,305.21,5.2296e-05,201.38,-0.00014468,-1278.6,0.017048
2,3.3245,2.616,0,0.00014642,1463.2,6.0917e-05,93.758,3.4761e-05,-102.77,-0.00014558,-1457.8,0.018236
3,4.1785,3.3567,0,0.00012185,1217.7,4.8444e-05,-12.975,2.4226e-05,-194.94,-0.00012436,-1311.4,0.030439
4,0.92074,0.81694,0,8.8143e-05,880.82,4.5197e-05,167.93,1.534e-05,-56.4,-8.4075e-05,-803.37,0.00067257
5,3.4292,0.77996,0,9.5655e-05,955.89,4.1018e-05,116.53,2.5819e-05,2.3331,-9.3119e-05,-891.33,0.016327
6,1.4566,4.0147,0,0.00017057,1704.5,0.00011122,557.89,4.3229e-07,-274.52,-0.00014974,-1402.8,0.0030794
7,3.3887,4.7194,0,0.00012304,1229.6,5.4434e-05,165.8,3.1635e-05,-5.4987,-0.00011942,-1140.4,0.02014
8,2.9526,5.0599,0,7.993e-05,798.74,3.8079e-05,134.99,1.8024e-05,-15.697,-7.6826e-05,-728.37,0.014547
9,0.74572,4.3855,0,0.00012764,1275.5,5.4667e-05,325.34,5.0674e-05,295.34,-0.00011705,-964.89,0.00079084
10,3.1451,5.4603,0,8.3526e-05,834.68,3.6638e-05,115.47,2.235e-05,8.1116,-8.0904e-05,-767.7,0.016704
11,4.2487,2.1772,0,0.00011474,1146.6,4.8767e-05,28.99,2.0833e-05,-180.89,-0.00011587,-1208,0.030152
12,5.3342,3.5078,0,9.7592e-05,975.25,3.455e-05,-29.617,2.538e-05,-98.52,-9.9589e-05,-1037.5,0.048874
13,4.4986,1.0391,0,0.00010618,1061,3.8821e-05,33.926,3.1668e-05,-19.818,-0.00010583,-1052.9,0.031986
14,5.5595,1.1719,0,9.8065e-05,979.98,3.4966e-05,-2.5871,2.7628e-05,-57.719,-9.8975e-05,-1009,0.049614
15,6.7248,1.2024,0,8.614e-05,860.81,2.9577e-05,-4.0135,2.6091e-05,-30.206,-8.6692e-05,-877.62,0.07131
16,7.9023,1.2081,0,7.5596e-05,755.44,2.5667e-05,-0.11424,2.3711e-05,-14.814,-7.5839e-05,-762.79,0.095577
17,9.0705,1.2007,0,6.5416e-05,653.71,2.1801e-05,-0.79442,2.1153e-05,-5.6648,-6.5525e-05,-656.93,0.12171
18,10.235,1.1813,0,5.591e-05,558.72,1.8526e-05,0.51881,1.837e-05,-0.65174,-5.5913e-05,-558.78,0.1495
19,11.387,1.1807,0,4.7149e-05,471.16,1.5922e-05,3.8794,1.53e-05,-0.7998,-4.7095e-05,-469.61,0.17854
20,12.531,1.2129,0,3.9193e-05,391.66,1.3493e-05,6.3002,1.2562e-05,-0.69524,-3.9093e-05,-388.81,0.20865
21,13.682,1.1933,0,3.1929e-05,319.07,1.1172e-05,7.3098,1.0126e-05,-0.55234,-3.1807e-05,-315.62,0.23987
22,14.827,1.1963,0,2.5451e-05,254.33,9.0989e-06,8.0399,7.9429e-06,-0.64574,-2.5314e-05,-250.53,0.2718
23,15.977,1.1823,0,1.9674e-05,196.6,7.2159e-06,8.3805,6.0245e-06,-0.57081,-1.9526e-05,-192.55,0.30452
24,17.121,1.1828,0,1.4692e-05,146.82,5.6007e-06,8.7055,4.3555e-06,-0.65055,-1.4533e-05,-142.57,0.33759
25,18.266,1.1912,0,1.0476e-05,104.68,4.2165e-06,8.8584,2.9569e-06,-0.60568,-1.0303e-05,-100.24,0.37106
26,19.411,1.1915,0,7.02e-06,70.152,3.0689e-06,8.8354,1.8128e-06,-0.60254,-6.8322e-06,-65.558,0.40479
27,20.558,1.192,0,4.327e-06,43.24,2.154e-06,8.6322,9.2616e-07,-0.59334,-4.1158e-06,-38.476,0.43875
