Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	4.9704	3.0245	0.	4.2002e-005
2	5.6809	4.1706	0.	4.54e-005
3	2.3874	0.66723	0.	4.5951e-005
4	2.44	1.7323	0.	5.1116e-005
5	4.6725	0.59982	0.	2.4816e-005
6	2.2465	4.3652	0.	3.4936e-005
7	4.5644	5.4753	0.	3.1171e-005
8	2.2152	5.1795	0.	3.7895e-005
9	1.0806	4.9463	0.	7.9567e-005
10	1.1052	3.8708	0.	9.165e-005
11	1.4379	1.2847	0.	7.6898e-005
12	5.6402	0.79497	0.	3.7934e-005
13	6.6995	0.96607	0.	3.2354e-005
14	7.7053	1.2222	0.	2.7727e-005
15	9.0086	1.2401	0.	2.2506e-005
16	10.269	1.2296	0.	1.8842e-005
17	11.495	1.2019	0.	1.5484e-005
18	12.673	1.1872	0.	1.306e-005
19	13.824	1.1797	0.	1.0792e-005
20	14.964	1.1745	0.	8.7877e-006
21	16.091	1.1739	0.	7.0152e-006
22	17.215	1.1762	0.	5.451e-006
23	18.342	1.18	0.	4.1069e-006
24	19.467	1.1858	0.	2.9992e-006
25	20.596	1.1896	0.	2.1167e-006
26	21.728	1.1896	0.	1.4525e-006
27	22.866	1.1954	0.	1.0028e-006
28	22.857	2.3937	0.	1.3476e-006
29	22.858	3.6011	0.	1.3494e-006
30	22.863	4.7973	0.	1.005e-006
31	21.727	4.7935	0.	1.4556e-006
32	20.591	4.7925	0.	2.1144e-006
33	19.46	4.7484	0.	3.0069e-006
34	18.333	4.7118	0.	4.1164e-006
35	17.208	4.6925	0.	5.4537e-006
36	16.084	4.6848	0.	7.0198e-006
37	14.959	4.6834	0.	8.8213e-006
38	13.835	4.6835	0.	1.0845e-005
39	12.702	4.6904	0.	1.316e-005
40	11.547	4.75	0.	1.5809e-005
41	10.265	4.7449	0.	1.874e-005
42	8.9649	4.704	0.	2.3624e-005
43	7.7079	4.7543	0.	2.7195e-005
44	6.6025	4.9887	0.	2.7936e-005
45	5.5252	5.2518	0.	3.4461e-005
46	7.1807	2.316	0.	2.9275e-005
47	8.7259	2.4239	0.	2.144e-005
48	10.141	2.409	0.	2.0081e-005
49	11.437	2.3796	0.	1.544e-005
50	12.646	2.3611	0.	1.3025e-005
51	13.822	2.3507	0.	1.0911e-005
52	14.964	2.3555	0.	8.9563e-006
53	16.09	2.3564	0.	7.1878e-006
54	17.214	2.3601	0.	5.6403e-006
55	18.34	2.3658	0.	4.3172e-006
56	19.466	2.3722	0.	3.2232e-006
57	20.594	2.3795	0.	2.3607e-006
58	21.724	2.3884	0.	1.737e-006
59	21.725	3.5915	0.	1.7413e-006
60	20.591	3.5815	0.	2.3636e-006
61	19.458	3.5545	0.	3.2274e-006
