Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	4.7744	3.0251	0.	3.7205e-005
2	6.0099	2.2987	0.	3.2919e-005
3	3.9103	2.4114	0.	2.6968e-005
4	8.3276	3.1632	0.	1.8632e-005
5	5.4724	3.0377	0.	4.35e-005
6	3.4098	5.064	0.	2.6191e-005
7	1.7438	4.5125	0.	5.4656e-006
8	1.4168	2.8589	0.	6.0077e-006
9	1.5223	1.38	0.	9.5254e-006
10	3.1511	1.2356	0.	2.7829e-005
11	6.7667	5.4138	0.	2.0026e-005
12	6.351	4.8663	0.	1.9135e-005
13	5.9687	4.3899	0.	2.7016e-005
14	22.571	4.5255	0.	-5.1571e-008
15	21.136	4.5524	0.	6.0222e-007
16	19.687	4.59	0.	1.5988e-006
17	18.236	4.6012	0.	2.9778e-006
18	16.795	4.6012	0.	4.8233e-006
19	15.354	4.6012	0.	7.0831e-006
20	13.913	4.6012	0.	9.7853e-006
21	12.472	4.6012	0.	1.287e-005
22	11.016	4.5672	0.	1.5689e-005
23	9.5668	4.5816	0.	1.7714e-005
24	7.9516	5.0338	0.	1.9704e-005
25	7.0314	4.1407	0.	2.4397e-005
26	22.547	1.5266	0.	-2.518e-008
27	22.576	3.0039	0.	-1.7053e-007
28	6.6357	0.67449	0.	2.007e-005
29	7.9616	1.4322	0.	1.9751e-005
30	9.5625	1.5532	0.	1.6668e-005
31	11.026	1.5002	0.	1.5454e-005
32	12.472	1.3988	0.	1.2819e-005
33	13.913	1.3988	0.	9.6688e-006
34	15.354	1.3988	0.	7.0215e-006
35	16.795	1.3988	0.	4.7979e-006
36	18.236	1.3988	0.	2.9861e-006
37	19.677	1.3988	0.	1.563e-006
38	21.112	1.4883	0.	5.4286e-007
39	6.1217	1.2009	0.	2.3684e-005
40	5.7964	1.6263	0.	2.7751e-005
41	3.712	4.3019	0.	1.5224e-005
42	4.2442	3.7858	0.	2.9449e-005
43	4.0907	1.6392	0.	2.8943e-005
44	6.1226	3.0576	0.	3.7242e-005
45	2.6952	2.6559	0.	1.9274e-005
46	3.9782	3.1549	0.	3.5116e-005
47	6.1856	3.8143	0.	3.0302e-005
48	21.114	3.1129	0.	4.3226e-007
49	7.2546	3.1344	0.	2.0656e-005
50	19.677	3.2024	0.	1.4636e-006
51	18.235	3.2024	0.	2.8977e-006
52	16.795	3.2024	0.	4.7172e-006
53	15.354	3.2024	0.	6.9536e-006
54	13.913	3.2024	0.	9.6209e-006
55	12.472	3.2024	0.	1.2842e-005
56	11.034	3.1245	0.	1.4928e-005
57	9.5581	3.0979	0.	1.671e-005
58	6.9781	2.0871	0.	2.2583e-005
59	3.0095	3.5838	0.	1.8541e-005
60	3.0095	3.5838	0.1	-1.8541e-005
61	6.9781	2.0871	0.1	-2.2583e-005
62	9.5581	3.0979	0.1	-1.671e-005
63	11.034	3.1245	0.1	-1.4928e-005
64	12.472	3.2024	0.1	-1.2842e-005
65	13.913	3.2024	0.1	-9.6209e-006
66	15.354	3.2024	0.1	-6.9536e-006
67	16.795	3.2024	0.1	-4.7172e-006
68	18.235	3.2024	0.1	-2.8977e-006
69	19.677	3.2024	0.1	-1.4636e-006
70	7.2546	3.1344	0.1	-2.0656e-005
71	21.114	3.1129	0.1	-4.3226e-007
72	6.1856	3.8143	0.1	-3.0302e-005
73	3.9782	3.1549	0.1	-3.5116e-005
74	2.6952	2.6559	0.1	-1.9274e-005
75	6.1226	3.0576	0.1	-3.7242e-005
76	4.0907	1.6392	0.1	-2.8943e-005
77	4.2442	3.7858	0.1	-2.9449e-005
