Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.4287,2.7174,0,0.00016452,1644.1,7.8977e-05,346.71,4.2849e-05,75.263,-0.00015565,-1416.2,0.039347
2,6.2498,3.3514,0,0.00013998,1398.9,6.9338e-05,351.89,3.7998e-05,116.42,-0.00013052,-1149.8,0.052476
3,6.7171,1.3381,0,9.1656e-05,915.92,3.9674e-05,97.516,2.2662e-05,-30.301,-8.984e-05,-875.6,0.059834
4,4.3088,2.615,0,0.00013626,1361.6,5.4173e-05,20.172,3.05e-05,-157.7,-0.00013772,-1421.6,0.024863
5,4.0872,3.4335,0,0.00013374,1336.5,5.2952e-05,-3.8902,2.803e-05,-191.14,-0.00013607,-1424.1,0.022454
6,7.4145,3.4036,0,9.8289e-05,982.21,3.777e-05,-23.659,2.0715e-05,-151.8,-0.00010064,-1063.7,0.074171
7,4.533,0.6223,0,8.2392e-05,823.35,3.4742e-05,84.538,2.1793e-05,-12.761,-8.0738e-05,-783.14,0.025478
8,6.7507,0.51692,0,6.1624e-05,615.82,2.6319e-05,79.908,1.73e-05,12.144,-5.9778e-05,-566.99,0.059561
9,4.7849,4.7265,0,0.00012275,1226.6,5.9258e-05,215.89,2.7007e-05,-26.43,-0.00011771,-1113.8,0.02935
10,6.8748,4.6976,0,8.6579e-05,865.2,3.8721e-05,105.65,2.0374e-05,-32.197,-8.4502e-05,-820.19,0.062985
11,6.4625,5.0528,0,6.1228e-05,611.86,2.8241e-05,93.744,1.465e-05,-8.3706,-5.9133e-05,-562.75,0.054751
12,7.3569,2.5175,0,9.8089e-05,980.21,3.9084e-05,-7.3188,1.9645e-05,-153.38,-0.0001,-1052.4,0.072973
13,4.8028,5.4007,0,9.1272e-05,912.09,4.3297e-05,169.71,2.2511e-05,13.53,-8.7146e-05,-810.39,0.028516
14,4.962,1.5767,0,0.00011261,1125.3,5.1629e-05,167.78,2.708e-05,-16.676,-0.0001089,-1038.4,0.031828
15,6.6611,5.4608,0,5.8818e-05,587.77,2.6456e-05,88.265,1.5185e-05,3.5824,-5.6795e-05,-537.25,0.058069
16,3.5304,0.86778,0,0.00011402,1139.4,3.9542e-05,37.313,3.78e-05,24.227,-0.00011297,-1108.6,0.015834
17,3.8927,5.2185,0,9.7532e-05,974.64,3.5077e-05,-5.4274,2.6676e-05,-68.547,-9.8637e-05,-1010.1,0.01921
18,3.0688,2.2932,0,0.00011628,1161.9,4.8e-05,-64.543,1.4384e-05,-317.12,-0.00012069,-1332,0.012759
19,1.3757,4.7409,0,0.00014063,1405.3,7.6425e-05,258.67,1.4116e-05,-209.5,-0.00013381,-1321,0.0024689
20,1.3418,1.2452,0,0.00013994,1398.5,7.6452e-05,271.35,1.4691e-05,-192.69,-0.0001327,-1300.1,0.0023373
21,2.5815,1.1919,0,0.00012609,1260.1,4.3795e-05,-66.273,3.1648e-05,-157.54,-0.00012965,-1369.5,0.008649
22,7.6692,0.7434,0,6.6336e-05,662.9,2.341e-05,-5.2945,1.8784e-05,-40.053,-6.7039e-05,-684.89,0.078219
23,8.517,1.2007,0,6.6912e-05,668.65,2.2581e-05,-14.821,1.9862e-05,-35.246,-6.774e-05,-693.45,0.096546
24,9.9956,1.203,0,5.722e-05,571.81,2.0357e-05,5.9811,1.6903e-05,-19.975,-5.7414e-05,-578.36,0.13008
25,11.301,1.196,0,4.7141e-05,471.09,1.5562e-05,-3.8762,1.5193e-05,-6.6434,-4.7319e-05,-476.34,0.16176
26,12.521,1.1982,0,3.899e-05,389.64,1.2922e-05,0.4924,1.2819e-05,-0.28485,-3.8987e-05,-389.53,0.19285
27,13.696,1.1941,0,3.1621e-05,315.99,1.0747e-05,3.1828,1.0197e-05,-0.95149,-3.1581e-05,-314.86,0.22389
28,14.867,1.1791,0,2.5101e-05,250.83,8.7676e-06,5.4692,7.9612e-06,-0.58931,-2.5012e-05,-248.34,0.25567
29,16.012,1.1773,0,1.9417e-05,194.03,7.012e-06,6.8493,6.004e-06,-0.72477,-1.9301e-05,-190.86,0.2874
30,17.148,1.1786,0,1.451e-05,145,5.4596e-06,7.7044,4.3442e-06,-0.67671,-1.4372e-05,-141.31,0.3194
31,18.288,1.1818,0,1.0357e-05,103.5,4.1175e-06,8.1404,2.9571e-06,-0.57804,-1.0201e-05,-99.44,0.35186
32,19.425,1.1871,0,6.9478e-06,69.43,3.0075e-06,8.3581,1.8124e-06,-0.62141,-6.7724e-06,-65.124,0.38448
33,20.565,1.1904,0,4.2867e-06,42.838,2.1187e-06,8.3585,9.2844e-07,-0.58451,-4.0838e-06,-38.245,0.41739
34,21.706,1.1905,0,2.3778e-06,23.762,1.4511e-06,8.0953,2.9149e-07,-0.61735,-2.1275e-06,-18.793,0.4504
35,22.856,1.1957,0,1.2371e-06,12.363,9.9778e-07,7.5705,-9.2913e-08,-0.62452,-8.9478e-07,-6.6494,0.48374
36,1.5,3.5562,0,0.00014617,1460.7,8.5599e-05,317.48,5.7554e-06,-282.43,-0.00013601,-1347.6,0.0031104
37,1.4582,2.402,0,0.00014476,1446.6,8.3704e-05,288.03,5.2218e-06,-301.66,-0.00013567,-1360.3,0.0029262
38,22.849,2.3942,0,1.5721e-06,15.71,1.3409e-06,10.601,-2.3879e-07,-1.2688,-1.0301e-06,-7.2146,0.4836
39,22.848,3.6007,0,1.5709e-06,15.698,1.3383e-06,10.579,-2.3407e-07,-1.2352,-1.0324e-06,-7.2336,0.48364
40,22.851,4.8077,0,1.2402e-06,12.393,9.9755e-07,7.5373,-9.1568e-08,-0.6459,-9.002e-07,-6.7217,0.4837
41,21.707,4.7943,0,2.3823e-06,23.806,1.4573e-06,8.1662,2.9008e-07,-0.60409,-2.1291e-06,-18.781,0.45055
