Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	3.8048	2.7312	0.	3142.4
2	4.5245	2.9396	0.	-41.677
3	4.8236	4.0005	0.	-329.86
4	2.6066	1.7666	0.	-151.52
5	2.4683	0.68192	0.	169.78
6	4.9162	0.54778	0.	339.49
7	4.4964	5.0548	0.	439.26
8	5.398	3.2368	0.	-19.219
9	2.3146	5.1774	0.	-97.564
10	5.9647	0.76686	0.	-2.6026
11	4.7015	5.4764	0.	532.64
12	1.3866	1.3286	0.	1013.8
13	1.1425	3.8641	0.	1069.2
14	5.4806	2.3564	0.	10.434
15	4.7867	4.6663	0.	563.25
16	1.434	2.6857	0.	895.53
17	6.9293	0.996	0.	30.902
18	5.6901	5.195	0.	-93.474
19	8.1225	1.1525	0.	2.1407
20	9.3097	1.1823	0.	-29.223
21	10.473	1.1949	0.	1.2247
22	11.637	1.1847	0.	1.5439
23	12.786	1.1738	0.	0.95589
24	13.907	1.1731	0.	4.7678
25	15.028	1.1736	0.	9.9334
26	16.145	1.1754	0.	14.343
27	17.263	1.1781	0.	18.636
28	18.381	1.1818	0.	23.934
29	19.5	1.1828	0.	30.953
30	20.627	1.1926	0.	41.111
31	21.745	1.1954	0.	57.356
32	22.875	1.196	0.	85.002
33	22.865	2.3944	0.	124.43
34	22.865	3.6033	0.	124.31
35	22.872	4.7982	0.	85.314
36	21.744	4.7964	0.	57.609
37	20.615	4.7993	0.	41.698
38	19.493	4.7753	0.	32.818
39	18.373	4.7334	0.	25.625
40	17.255	4.7012	0.	19.729
41	16.139	4.685	0.	14.535
42	15.024	4.6805	0.	9.6323
43	13.909	4.6789	0.	3.6484
44	12.784	4.717	0.	-0.19261
45	11.641	4.7545	0.	0.98721
46	10.463	4.7497	0.	1.1617
47	9.2607	4.7326	0.	21.889
48	7.9988	4.6967	0.	51.094
49	6.5775	4.609	0.	-8.272
50	21.73	2.3998	0.	81.866
51	21.727	3.5971	0.	82.076
52	7.9005	3.4748	0.	-24.148
53	6.6122	2.0987	0.	34.392
54	7.9486	2.2961	0.	131.3
55	9.2128	2.3548	0.	3.6442
56	10.434	2.3628	0.	1.3702
57	11.622	2.3554	0.	-2.5928
58	12.777	2.3512	0.	0.16634
59	13.905	2.3523	0.	0.32253
60	15.025	2.3535	0.	6.4004
61	16.142	2.3571	0.	12.839
62	17.261	2.3604	0.	19.112
63	18.379	2.3643	0.	26.66
64	19.497	2.3691	0.	37.695
65	20.615	2.3874	0.	54.927
66	20.603	3.586	0.	55.475
67	19.493	3.572	0.	37.323
68	18.37	3.5449	0.	26.212
69	17.255	3.5325	0.	18.544
70	16.139	3.5224	0.	12.52
71	15.022	3.5159	0.	6.2157
72	13.905	3.5137	0.	0.49215
73	12.77	3.5233	0.	-0.14209
74	11.62	3.5336	0.	1.6322
75	10.418	3.5508	0.	-1.5272
76	9.1783	3.5143	0.	-8.0813
77	6.6333	3.3944	0.	77.477
78	2.8204	1.1365	0.	407.02
79	3.0291	2.6134	0.	-772.98
80	1.1315	4.9616	0.	1002.6
81	2.3261	4.3627	0.	-453.39
