Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	13.5	2.1818	0.	-8492.5
2	13.5	2.3636	0.	-6773.6
3	13.5	2.5455	0.	-5994.1
4	13.5	2.7273	0.	-5596.7
5	13.5	2.9091	0.	-5427.1
6	13.5	3.0909	0.	-5427.1
7	13.5	3.2727	0.	-5596.7
8	13.5	3.4545	0.	-5994.1
9	13.5	3.6364	0.	-6773.6
10	13.5	3.8182	0.	-8492.5
11	13.667	2.1818	0.	-8540.5
12	13.667	2.3636	0.	-6777.1
13	13.667	2.5455	0.	-5970.
14	13.667	2.7273	0.	-5563.9
15	13.667	2.9091	0.	-5390.4
16	13.667	3.0909	0.	-5390.4
17	13.667	3.2727	0.	-5563.9
18	13.667	3.4545	0.	-5970.
19	13.667	3.6364	0.	-6777.1
20	13.667	3.8182	0.	-8540.5
21	13.315	5.8182	0.	-476.2
22	13.315	5.6364	0.	-649.17
23	13.315	5.4545	0.	-850.45
24	13.315	5.2727	0.	-1067.5
25	13.315	5.0909	0.	-1308.7
26	13.315	4.9091	0.	-1589.5
27	13.315	4.7273	0.	-1934.1
28	13.315	4.5455	0.	-2399.8
29	13.315	4.3636	0.	-3067.1
30	13.315	4.1818	0.	-4410.4
31	13.315	4.	0.	-6157.6
32	13.315	3.8182	0.	-6276.3
33	13.315	3.6364	0.	-5980.9
34	13.315	3.4545	0.	-5592.3
35	13.315	3.2727	0.	-5361.
36	13.315	3.0909	0.	-5249.3
37	13.315	2.9091	0.	-5249.3
38	13.315	2.7273	0.	-5361.
39	13.315	2.5455	0.	-5592.3
40	13.315	2.3636	0.	-5980.9
41	13.315	2.1818	0.	-6276.3
42	13.315	2.	0.	-6157.6
43	13.315	1.8182	0.	-4410.4
44	13.315	1.6364	0.	-3067.1
45	13.315	1.4545	0.	-2399.8
46	13.315	1.2727	0.	-1934.1
47	13.315	1.0909	0.	-1589.5
48	13.315	0.90909	0.	-1308.7
49	13.315	0.72727	0.	-1067.5
50	13.315	0.54545	0.	-850.45
51	13.315	0.36364	0.	-649.17
52	13.315	0.18182	0.	-476.2
53	13.13	5.8182	0.	-770.04
54	13.13	5.6364	0.	-869.6
55	13.13	5.4545	0.	-1022.1
56	13.13	5.2727	0.	-1209.7
57	13.13	5.0909	0.	-1431.6
58	13.13	4.9091	0.	-1696.6
59	13.13	4.7273	0.	-2023.9
