Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.6443	3.3436	0.	1.8217e-004
2	1.8728	3.2331	0.	3.1219e-004
3	0.99476	3.7465	0.	1.8023e-004
4	3.7695	3.4067	0.	1.091e-004
5	3.3387	1.7192	0.	1.2761e-004
6	2.6314	2.2818	0.	2.4728e-004
7	2.1365	3.5176	0.	3.9673e-004
8	17.697	2.964	0.	3.7419e-005
9	10.154	3.3491	0.	3.6107e-005
10	6.8122	1.6915	0.	1.0172e-004
11	4.9496	4.5716	0.	8.6193e-005
12	4.9496	4.5716	0.1	-8.6193e-005
13	6.8122	1.6915	0.1	-1.0172e-004
14	10.154	3.3491	0.1	-3.6107e-005
15	17.697	2.964	0.1	-3.7419e-005
16	2.1365	3.5176	0.1	-3.9673e-004
17	2.6314	2.2818	0.1	-2.4728e-004
18	3.3387	1.7192	0.1	-1.2761e-004
19	3.7695	3.4067	0.1	-1.091e-004
20	0.99476	3.7465	0.1	-1.8023e-004
21	1.8728	3.2331	0.1	-3.1219e-004
22	2.6443	3.3436	0.1	-1.8217e-004
23	2.1667	1.	0.1	-4.8945e-005
24	2.1667	1.5	0.1	-8.9872e-005
25	2.1667	2.	0.1	-5.1239e-004
26	2.	2.	0.1	-1.1101e-004
27	2.	1.5	0.1	-1.2252e-005
28	2.	1.	0.1	6.294e-005
29	2.1667	5.	0.1	-1.1179e-004
30	2.1667	4.5	0.1	-2.6314e-004
31	2.1667	4.	0.1	-5.2081e-004
32	2.	4.	0.1	-2.4203e-004
33	2.	4.5	0.1	-1.2079e-004
34	2.	5.	0.1	-8.1044e-005
35	2.1667	6.	0.1	-1.1025e-004
36	5.5781	6.	0.1	-6.2149e-005
37	10.354	6.	0.1	-4.7757e-005
38	17.177	6.	0.1	-3.8972e-005
39	24.	6.	0.1	-2.5144e-005
40	24.	3.	0.1	1.6202e-007
41	2.6226e-014	3.	0.1	1.2248e-005
42	3.937e-014	6.	0.1	3.8814e-006
43	1.	6.	0.1	-9.2151e-005
44	2.	6.	0.1	5.4834e-005
45	24.	0.	0.1	2.5651e-005
46	18.542	0.	0.1	-3.7993e-005
47	13.083	0.	0.1	-5.2076e-005
48	7.625	0.	0.1	-6.7868e-005
49	4.8958	0.	0.1	-1.2947e-004
50	2.1667	0.	0.1	-4.7691e-006
51	2.	0.	0.1	3.357e-005
52	0.	0.	0.1	2.014e-005
53	2.	0.	0.	-3.357e-005
54	0.	0.	0.	-2.014e-005
55	4.8958	0.	0.	1.2947e-004
56	7.625	0.	0.	6.7868e-005
57	13.083	0.	0.	5.2076e-005
58	18.542	0.	0.	3.7993e-005
59	2.1667	0.	0.	4.7691e-006
60	24.	0.	0.	-2.5651e-005
61	1.	6.	0.	9.2151e-005
62	2.	6.	0.	-5.4834e-005
63	3.937e-014	6.	0.	-3.8814e-006
64	2.6226e-014	3.	0.	-1.2248e-005
65	24.	3.	0.	-1.6202e-007
66	24.	6.	0.	2.5144e-005
67	17.177	6.	0.	3.8972e-005
68	10.354	6.	0.	4.7757e-005
69	5.5781	6.	0.	6.2149e-005
70	2.1667	6.	0.	1.1025e-004
71	2.	4.5	0.	1.2079e-004
72	2.	5.	0.	8.1044e-005
73	2.	4.	0.	2.4203e-004
74	2.1667	5.	0.	1.1179e-004
75	2.1667	4.5	0.	2.6314e-004
76	2.1667	4.	0.	5.2081e-004
77	2.	1.5	0.	1.2252e-005
78	2.	1.	0.	-6.294e-005
79	2.	2.	0.	1.1101e-004
80	2.1667	1.	0.	4.8945e-005
81	2.1667	1.5	0.	8.9872e-005
82	2.1667	2.	0.	5.1239e-004
83	3.2069	3.3752	0.	1.4805e-004
84	2.6379	2.8127	0.	2.4129e-004
85	2.3904	3.4306	0.	2.9414e-004
86	2.6443	3.3436	5.e-002	2.2057e-011
87	2.4055	3.6718	0.	4.5553e-004
88	1.4338	3.4898	0.	3.0553e-004
89	2.2521	2.7575	0.	2.8495e-004
90	2.0047	3.3753	0.	3.5558e-004
91	1.8728	3.2331	5.e-002	3.0692e-011
92	1.9364	2.6165	0.	2.2529e-004
93	0.99476	3.7465	5.e-002	2.0403e-011
94	0.99738	4.8733	0.	1.3038e-004
95	0.49738	3.3733	0.	8.5738e-005
96	1.4974	4.1233	0.	9.1846e-005
97	1.4974	4.3733	0.	1.0387e-004
98	1.4974	3.8733	0.	2.6749e-004
99	1.4974	2.6233	0.	7.7557e-006
100	1.4974	2.8733	0.	7.4001e-005
101	3.5541	2.563	0.	1.3045e-004
102	5.2909	2.5491	0.	1.04e-004
103	4.3596	3.9892	0.	1.3056e-004
104	3.7695	3.4067	5.e-002	-3.0912e-012
105	2.9681	3.9534	0.	2.0644e-004
106	2.9851	2.0005	0.	1.8943e-004
107	3.3387	1.7192	5.e-002	-1.1413e-012
108	4.1173	0.85962	0.	1.2919e-004
109	2.7527	1.3596	0.	1.1304e-004
110	2.6314	2.2818	5.e-002	-1.1888e-011
111	2.399	1.8909	0.	1.7844e-004
112	2.399	2.1409	0.	3.9533e-004
113	2.1365	3.5176	5.e-002	8.8704e-012
114	2.0682	3.7588	0.	3.401e-004
115	13.925	3.1565	0.	4.5334e-005
116	17.697	2.964	5.e-002	4.1672e-012
117	18.119	1.482	0.	3.7772e-005
118	20.848	2.982	0.	1.893e-005
119	17.437	4.482	0.	3.886e-005
120	8.4829	2.5203	0.	7.8649e-005
121	7.5516	3.9604	0.	6.7265e-005
122	10.154	3.3491	5.e-002	1.1692e-012
123	11.618	1.6745	0.	4.9997e-005
124	10.254	4.6745	0.	4.6618e-005
125	6.8122	1.6915	5.e-002	-1.238e-012
126	5.854	0.84573	0.	1.1737e-004
127	7.2186	0.84573	0.	8.5614e-005
128	4.9496	4.5716	5.e-002	7.8272e-012
129	5.2639	5.2858	0.	7.4283e-005
130	3.5581	4.7858	0.	9.3344e-005
131	7.5516	3.9604	0.1	-6.7265e-005
132	4.3596	3.9892	0.1	-1.3056e-004
133	3.5581	4.7858	0.1	-9.3344e-005
134	5.2639	5.2858	0.1	-7.4283e-005
135	8.4829	2.5203	0.1	-7.8649e-005
136	5.2909	2.5491	0.1	-1.04e-004
137	7.2186	0.84573	0.1	-8.5614e-005
138	5.854	0.84573	0.1	-1.1737e-004
139	13.925	3.1565	0.1	-4.5334e-005
140	10.254	4.6745	0.1	-4.6618e-005
141	11.618	1.6745	0.1	-4.9997e-005
142	17.437	4.482	0.1	-3.886e-005
143	20.848	2.982	0.1	-1.893e-005
144	18.119	1.482	0.1	-3.7772e-005
145	2.0047	3.3753	0.1	-3.5558e-004
146	2.3904	3.4306	0.1	-2.9414e-004
147	2.0682	3.7588	0.1	-3.401e-004
148	2.9851	2.0005	0.1	-1.8943e-004
149	2.2521	2.7575	0.1	-2.8495e-004
150	2.6379	2.8127	0.1	-2.4129e-004
151	2.399	1.8909	0.1	-1.7844e-004
152	2.399	2.1409	0.1	-3.9533e-004
153	3.5541	2.563	0.1	-1.3045e-004
154	2.7527	1.3596	0.1	-1.1304e-004
155	4.1173	0.85962	0.1	-1.2919e-004
156	3.2069	3.3752	0.1	-1.4805e-004
157	2.9681	3.9534	0.1	-2.0644e-004
158	1.4338	3.4898	0.1	-3.0553e-004
159	1.4974	2.8733	0.1	-7.4001e-005
160	1.4974	2.6233	0.1	-7.7558e-006
161	1.4974	3.8733	0.1	-2.6749e-004
162	1.4974	4.1233	0.1	-9.1846e-005
163	1.4974	4.3733	0.1	-1.0387e-004
164	0.49738	3.3733	0.1	-8.5738e-005
165	0.99738	4.8733	0.1	-1.3038e-004
166	1.9364	2.6165	0.1	-2.2529e-004
167	2.4055	3.6718	0.1	-4.5553e-004
168	2.1667	1.25	0.1	-9.0705e-005
169	2.1667	0.5	0.1	-4.385e-005
170	2.1667	1.	5.e-002	-1.5128e-020
171	2.1667	1.75	0.1	-3.1939e-004
172	2.1667	1.5	5.e-002	2.3689e-012
173	2.0833	2.	0.1	-3.6112e-004
174	2.1667	2.	5.e-002	-1.9501e-019
175	2.	1.75	0.1	-5.8411e-005
176	2.	2.	5.e-002	-7.8315e-013
177	2.	1.25	0.1	2.4055e-005
178	2.	1.5	5.e-002	-1.1142e-020
179	1.	2.	0.1	4.5829e-005
180	2.	0.5	0.1	5.1755e-005
181	2.	1.	5.e-002	-1.0577e-011
182	2.1667	4.75	0.1	-1.8729e-004
183	2.1667	5.5	0.1	-1.1004e-004
184	2.1667	5.	5.e-002	-2.1815e-012
185	2.1667	4.25	0.1	-3.8572e-004
186	2.1667	4.5	5.e-002	-2.6148e-011
187	2.0833	4.	0.1	-3.2693e-004
188	2.1667	4.	5.e-002	2.9239e-012
189	2.	4.25	0.1	-2.7284e-004
190	2.	4.	5.e-002	5.2528e-011
191	2.	4.75	0.1	-1.0141e-004
192	2.	4.5	5.e-002	-2.6156e-020
193	2.	5.5	0.1	1.1158e-005
194	2.	5.	5.e-002	1.5979e-012
195	3.8724	6.	0.1	-8.588e-005
196	2.1667	6.	5.e-002	-5.1228e-021
197	7.9661	6.	0.1	-5.2918e-005
198	5.5781	6.	5.e-002	7.0106e-012
199	13.766	6.	0.1	-4.3622e-005
200	10.354	6.	5.e-002	9.8612e-012
201	20.589	6.	0.1	-3.2076e-005
202	17.177	6.	5.e-002	6.5921e-012
203	24.	4.5	0.1	-1.3317e-005
204	24.	6.	5.e-002	2.8678e-012
205	24.	1.5	0.1	1.3616e-005
206	24.	3.	5.e-002	1.347e-012
207	3.9339e-014	4.5	0.1	8.0768e-006
208	1.3113e-014	1.5	0.1	5.2992e-006
209	2.6581e-014	3.	5.e-002	4.2532e-012
210	0.5	6.	0.1	-3.1885e-005
211	5.2451e-014	6.	5.e-002	-5.5303e-012
212	1.5	6.	0.1	-9.6306e-006
213	1.	6.	5.e-002	1.1721e-012
214	2.	6.	5.e-002	3.6395e-013
215	21.271	0.	0.1	-5.4102e-006
216	24.	0.	5.e-002	-3.1659e-012
217	15.813	0.	0.1	-4.6262e-005
218	18.542	0.	5.e-002	-9.7543e-013
219	10.354	0.	0.1	-6.1508e-005
220	13.083	0.	5.e-002	2.9829e-012
221	6.2604	0.	0.1	-9.9513e-005
222	7.625	0.	5.e-002	8.8845e-013
223	3.5313	0.	0.1	-6.7333e-005
224	4.8958	0.	5.e-002	-3.3084e-013
225	2.1667	0.	5.e-002	-1.8354e-020
226	1.	1.8804e-030	0.1	1.5366e-005
227	2.	3.7609e-030	5.e-002	-9.0003e-021
228	0.	0.	5.e-002	-1.2585e-020
229	1.	1.8804e-030	0.	-1.5366e-005
230	2.	0.5	0.	-5.1755e-005
231	1.3113e-014	1.5	0.	-5.2992e-006
232	6.2604	0.	0.	9.9513e-005
233	3.5313	0.	0.	6.7333e-005
234	10.354	0.	0.	6.1508e-005
235	15.813	0.	0.	4.6262e-005
236	21.271	0.	0.	5.4102e-006
237	2.1667	0.5	0.	4.385e-005
238	24.	1.5	0.	-1.3616e-005
239	1.5	6.	0.	9.6306e-006
240	0.5	6.	0.	3.1885e-005
241	2.	5.5	0.	-1.1158e-005
242	3.9339e-014	4.5	0.	-8.0768e-006
243	1.	2.	0.	-4.5829e-005
244	24.	4.5	0.	1.3317e-005
245	20.589	6.	0.	3.2076e-005
246	13.766	6.	0.	4.3622e-005
247	7.9661	6.	0.	5.2918e-005
248	3.8724	6.	0.	8.588e-005
249	2.1667	5.5	0.	1.1004e-004
250	2.	4.75	0.	1.0141e-004
251	2.	4.25	0.	2.7284e-004
252	2.0833	4.	0.	3.2693e-004
253	2.1667	4.75	0.	1.8729e-004
254	2.1667	4.25	0.	3.8572e-004
255	2.	1.25	0.	-2.4055e-005
256	2.	1.75	0.	5.8411e-005
257	2.0833	2.	0.	3.6112e-004
258	2.1667	1.25	0.	9.0705e-005
259	2.1667	1.75	0.	3.1939e-004
