Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	17.87	3.3069	0.	-2342.5
2	17.903	2.5346	0.	-1737.5
3	18.463	3.3813	0.	-1753.
4	20.303	3.8664	0.	-680.59
5	17.34	2.9577	0.	-2255.1
6	18.107	2.7583	0.	-2535.9
7	17.8	3.6579	0.	-1723.9
8	16.73	3.5764	0.	-1699.7
9	13.393	2.9499	0.	-2118.2
10	10.704	4.1106	0.	-2448.9
11	7.1383	4.166	0.	-4038.3
12	3.5	3.5634	0.	-4255.4
13	5.4149	1.8731	0.	-4655.4
14	7.7143	2.4366	0.	-3742.
15	10.252	2.2564	0.	-2876.
16	12.844	1.6327	0.	-2037.5
17	15.259	1.1199	0.	-1579.6
18	19.105	3.7379	0.	-1218.4
19	19.976	1.973	0.	-784.8
20	16.36	4.1882	0.	-1900.8
21	16.131	2.819	0.	-1601.5
22	15.525	2.1493	0.	-1492.7
23	18.593	2.6894	0.	-1434.
24	19.129	2.5459	0.	-1181.2
25	16.43	5.0393	0.	-1373.9
26	14.472	3.7576	0.	-1702.3
27	13.774	4.7904	0.	-2005.6
28	22.036	3.1336	0.	-393.96
29	22.036	3.1336	0.1	-18.337
30	13.774	4.7904	0.1	-488.38
31	14.472	3.7576	0.1	-98.365
32	16.43	5.0393	0.1	-472.61
33	19.129	2.5459	0.1	-366.06
34	18.593	2.6894	0.1	-902.28
35	15.525	2.1493	0.1	-450.07
36	16.131	2.819	0.1	-362.81
37	16.36	4.1882	0.1	-188.84
38	19.976	1.973	0.1	-20.627
39	19.105	3.7379	0.1	-262.07
40	15.259	1.1199	0.1	-242.16
41	12.844	1.6327	0.1	-252.17
42	10.252	2.2564	0.1	-186.34
43	7.7143	2.4366	0.1	-251.3
44	5.4149	1.8731	0.1	258.93
45	3.5	3.5634	0.1	-988.75
46	7.1383	4.166	0.1	18.556
47	10.704	4.1106	0.1	-62.699
48	13.393	2.9499	0.1	-653.68
49	16.73	3.5764	0.1	-72.681
50	17.8	3.6579	0.1	-990.17
51	18.107	2.7583	0.1	-626.05
52	17.34	2.9577	0.1	-603.66
53	20.303	3.8664	0.1	-28.737
54	18.463	3.3813	0.1	-661.18
55	17.903	2.5346	0.1	-1362.5
56	17.87	3.3069	0.1	-578.71
57	18.167	1.	0.1	129.7
58	18.167	1.5	0.1	55.038
59	18.167	2.	0.1	189.18
60	18.	2.	0.1	-563.11
61	18.	1.5	0.1	117.46
62	18.	1.	0.1	208.93
63	18.167	5.	0.1	82.548
64	18.167	4.5	0.1	-15.912
65	18.167	4.	0.1	79.467
66	18.	4.	0.1	-696.7
67	18.	4.5	0.1	-816.21
68	18.	5.	0.1	14.311
69	18.167	6.	0.1	101.09
70	20.111	6.	0.1	-89.228
71	22.056	6.	0.1	-50.647
72	24.	6.	0.1	-32.441
73	24.	3.	0.1	-23.622
74	2.6226e-014	3.	0.1	3549.4
75	3.937e-014	6.	0.1	3237.9
76	3.5	6.	0.1	-1104.2
77	7.	6.	0.1	163.78
78	10.5	6.	0.1	-147.55
79	14.	6.	0.1	30.762
80	16.25	6.	0.1	-385.54
81	18.	6.	0.1	179.38
82	24.	0.	0.1	-17.537
83	21.083	0.	0.1	24.823
84	18.167	0.	0.1	10.428
85	18.	0.	0.1	-35.207
86	15.429	2.3917e-030	0.1	-233.46
87	12.857	1.9931e-030	0.1	-229.8
88	10.286	1.5945e-030	0.1	-188.61
89	7.7143	1.1959e-030	0.1	-98.575
90	5.1429	7.9724e-031	0.1	162.89
91	2.5714	3.9862e-031	0.1	-1101.8
92	0.	0.	0.1	3042.6
93	2.5714	3.9862e-031	0.	-4372.1
94	5.1429	7.9724e-031	0.	-4837.9
95	7.7143	1.1959e-030	0.	-3998.2
96	10.286	1.5945e-030	0.	-2630.3
97	12.857	1.9931e-030	0.	-2151.8
98	15.429	2.3917e-030	0.	-1504.8
99	18.	0.	0.	-1234.1
100	0.	0.	0.	-6405.9
101	21.083	0.	0.	-484.05
102	18.167	0.	0.	-669.71
103	24.	0.	0.	-311.9
104	16.25	6.	0.	-1275.6
105	14.	6.	0.	-2086.1
106	10.5	6.	0.	-2902.3
107	7.	6.	0.	-4168.5
108	3.5	6.	0.	-4325.6
109	18.	6.	0.	-1138.9
110	3.937e-014	6.	0.	-6982.
111	2.6226e-014	3.	0.	-7261.5
112	24.	3.	0.	-265.99
113	24.	6.	0.	-199.68
114	22.056	6.	0.	-341.06
115	20.111	6.	0.	-502.58
116	18.167	6.	0.	-633.68
117	18.	4.5	0.	-2013.1
118	18.	5.	0.	-1563.3
119	18.	4.	0.	-4265.9
120	18.167	5.	0.	-1544.8
121	18.167	4.5	0.	-2013.5
122	18.167	4.	0.	-6031.9
123	18.	1.5	0.	-2299.7
124	18.	1.	0.	-1667.1
125	18.	2.	0.	-4932.5
126	18.167	1.	0.	-1237.5
127	18.167	1.5	0.	-2280.2
128	18.167	2.	0.	-6190.1
129	17.605	3.1323	0.	-2292.7
130	17.988	3.0326	0.	-2413.5
