Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	7.8449	2.5976	0.	1967.3
2	8.3707	3.4601	0.	2220.1
3	9.085	2.3441	0.	390.17
4	7.2089	2.553	0.	39.149
5	7.2338	3.7411	0.	124.75
6	10.078	2.1728	0.	213.36
7	10.045	3.9948	0.	322.88
8	7.9856	3.2874	0.	1675.4
9	8.2265	2.6801	0.	1948.9
10	22.542	1.5299	0.	72.403
11	22.56	3.0301	0.	93.038
12	22.567	4.523	0.	72.589
13	21.132	4.5541	0.	47.148
14	19.684	4.5733	0.	26.787
15	18.243	4.5756	0.	15.147
16	16.806	4.5571	0.	2.3016
17	15.364	4.6012	0.	0.46204
18	13.924	4.6012	0.	-8.2859
19	12.531	4.5651	0.	30.978
20	11.045	4.6012	0.	37.282
21	9.4701	5.2226	0.	497.38
22	8.8916	4.3574	0.	753.23
23	9.7051	0.8195	0.	387.37
24	11.115	1.4938	0.	56.965
25	12.553	1.5206	0.	25.262
26	13.955	1.5499	0.	-5.7478
27	15.375	1.5612	0.	0.8377
28	16.803	1.5569	0.	2.8208
29	18.242	1.5756	0.	14.604
30	19.675	1.5718	0.	26.206
31	21.111	1.5336	0.	46.29
32	6.3939	0.81966	0.	435.06
33	6.7	1.4155	0.	913.27
34	6.9099	2.0821	0.	374.76
35	1.6	1.3988	0.	1042.9
36	3.2	1.3988	0.	-189.48
37	4.7306	1.2673	0.	94.932
38	1.5013	4.4945	0.	1002.5
39	1.5607	2.981	0.	1116.
40	6.0159	3.8978	0.	43.944
41	4.8449	4.4875	0.	116.18
42	3.2	4.6012	0.	-161.06
43	8.9099	1.758	0.	604.91
44	6.9108	4.5715	0.	1272.7
45	9.0366	3.1556	0.	-72.099
46	7.4463	2.8842	0.	-36.837
47	9.3827	1.4123	0.	307.8
48	9.1633	3.8332	0.	94.52
49	21.12	3.0707	0.	57.434
50	3.2058	2.9483	0.	-146.92
51	6.7519	3.3109	0.	359.31
52	19.683	3.0674	0.	29.232
53	18.243	3.0705	0.	13.567
54	16.803	3.1013	0.	-1.1875
55	15.372	3.076	0.	4.0536
56	13.951	3.0981	0.	-15.576
57	12.562	3.0908	0.	55.762
58	5.0022	2.6575	0.	138.44
59	6.0003	2.9418	0.	114.11
60	10.268	3.0663	0.	-153.17
61	11.4	3.071	0.	-65.922
62	9.337	4.7172	0.	178.74
63	6.3734	5.2332	0.	607.38
64	6.3734	5.2332	0.1	3685.1
65	9.337	4.7172	0.1	2866.
66	11.4	3.071	0.1	2964.9
67	10.268	3.0663	0.1	3593.3
68	6.0003	2.9418	0.1	4657.6
69	5.0022	2.6575	0.1	4424.3
70	12.562	3.0908	0.1	2662.4
71	13.951	3.0981	0.1	2294.7
72	15.372	3.076	0.1	1933.4
73	16.803	3.1013	0.1	1592.7
74	18.243	3.0705	0.1	1255.6
75	19.683	3.0674	0.1	931.5
76	6.7519	3.3109	0.1	4971.7
77	3.2058	2.9483	0.1	5462.1
78	21.12	3.0707	0.1	617.75
79	9.1633	3.8332	0.1	4286.1
80	9.3827	1.4123	0.1	2993.8
81	7.4463	2.8842	0.1	7253.8
82	9.0366	3.1556	0.1	5528.8
83	6.9108	4.5715	0.1	3566.9
84	8.9099	1.758	0.1	3372.9
85	3.2	4.6012	0.1	5463.5
86	4.8449	4.4875	0.1	4481.3
87	6.0159	3.8978	0.1	4560.7
88	1.5607	2.981	0.1	5468.8
89	1.5013	4.4945	0.1	5266.8
90	4.7306	1.2673	0.1	4662.1
91	3.2	1.3988	0.1	5505.5
92	1.6	1.3988	0.1	5261.
93	6.9099	2.0821	0.1	4507.5
94	6.7	1.4155	0.1	3864.9
95	6.3939	0.81966	0.1	3625.4
96	21.111	1.5336	0.1	615.03
97	19.675	1.5718	0.1	931.88
98	18.242	1.5756	0.1	1257.
99	16.803	1.5569	0.1	1595.1
100	15.375	1.5612	0.1	1940.6
101	13.955	1.5499	0.1	2300.
102	12.553	1.5206	0.1	2641.3
103	11.115	1.4938	0.1	2813.6
104	9.7051	0.8195	0.1	2793.
105	8.8916	4.3574	0.1	3381.8
106	9.4701	5.2226	0.1	2711.
107	11.045	4.6012	0.1	2745.8
108	12.531	4.5651	0.1	2648.5
109	13.924	4.6012	0.1	2320.5
110	15.364	4.6012	0.1	1949.2
111	16.806	4.5571	0.1	1598.
112	18.243	4.5756	0.1	1257.2
113	19.684	4.5733	0.1	929.06
114	21.132	4.5541	0.1	609.83
115	22.567	4.523	0.1	317.46
116	22.56	3.0301	0.1	326.5
117	22.542	1.5299	0.1	323.15
118	8.2265	2.6801	0.1	7170.2
119	7.9856	3.2874	0.1	7043.4
120	10.045	3.9948	0.1	3584.6
121	10.078	2.1728	0.1	3649.4
122	7.2338	3.7411	0.1	5776.6
123	7.2089	2.553	0.1	5597.9
124	9.085	2.3441	0.1	4227.8
