Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.3906,2.8437,0,0.00088581,8116.3,0.00031471,286.03,0.00021303,-477.94,-0.00081275,-8185.3,0.034799
2,4.6571,2.6629,0,0.0007114,6872.6,0.00025648,-674.58,0.00010954,-1778.7,-0.00072278,-8032.4,0.15546
3,1.4498,1.9335,0,0.00067189,6063.9,0.00030815,1028.4,9.8437e-05,-547.35,-0.00058307,-5667.9,0.01155
4,1.1275,0.77943,0,0.00062029,5955.7,0.00030146,887.48,8.6219e-05,-729.79,-0.00057659,-5709.9,0.0054178
5,2.1077,0.5278,0,0.00045765,4397.2,0.00018412,246.81,9.9022e-05,-392.59,-0.000439,-4435.1,0.019341
6,2.3799,4.2448,0,0.00089833,8730.1,0.00038896,548.72,0.00015697,-1194.3,-0.00087144,-8921.4,0.031473
7,1.9501,5.2382,0,0.00046552,4626.1,0.00014959,-247.46,0.00013542,-353.93,-0.00047307,-4925.9,0.01796
8,3.9417,5.0594,0,0.00049732,4380.1,0.00018112,249.29,0.00010329,-335.51,-0.00043684,-4393.8,0.098057
9,4.4264,4.698,0,0.00061398,5753.8,0.00023135,394.35,0.00015438,-183.92,-0.00057001,-5626.8,0.13426
10,4.9929,3.5005,0,0.00059096,5747.2,0.00024917,143.48,9.4889e-05,-1015.8,-0.00058111,-6095,0.18015
11,4.2934,0.60942,0,0.00036845,3666.8,0.00013369,154.41,0.00011374,4.4895,-0.000364,-3585,0.12061
12,2.0814,4.6338,0,0.00061491,5992.5,0.00021176,-271.8,0.00014839,-747.93,-0.00061559,-6488.2,0.022818
13,0.95015,4.9584,0,0.00058236,5810.3,0.00030386,957.75,7.2986e-05,-776.97,-0.00055859,-5522.4,0.0043575
14,4.1321,5.4592,0,0.00037663,3620.5,0.00015506,435.04,9.7736e-05,4.3586,-0.00035289,-3381.5,0.10816
15,5.3329,0.91702,0,0.00044003,4382.3,0.00015782,66.519,0.00012833,-155.04,-0.00043962,-4422.4,0.20179
16,1.2557,3.9035,0,0.00065597,6483.9,0.00037662,1293.7,2.0202e-05,-1384.3,-0.00060745,-6100.2,0.008627
