Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	18.9	2.1818	0.	4207.4
2	18.9	2.3636	0.	3291.8
3	18.9	2.5455	0.	2905.3
4	18.9	2.7273	0.	2705.4
5	18.9	2.9091	0.	2620.3
6	18.9	3.0909	0.	2620.3
7	18.9	3.2727	0.	2705.4
8	18.9	3.4545	0.	2905.3
9	18.9	3.6364	0.	3291.8
10	18.9	3.8182	0.	4207.4
11	19.067	2.1818	0.	4081.8
12	19.067	2.3636	0.	3249.
13	19.067	2.5455	0.	2855.3
14	19.067	2.7273	0.	2654.5
15	19.067	2.9091	0.	2568.6
16	19.067	3.0909	0.	2568.6
17	19.067	3.2727	0.	2654.5
18	19.067	3.4545	0.	2855.3
19	19.067	3.6364	0.	3249.
20	19.067	3.8182	0.	4081.8
21	18.717	5.8182	0.	246.76
22	18.717	5.6364	0.	365.62
23	18.717	5.4545	0.	517.53
24	18.717	5.2727	0.	690.09
25	18.717	5.0909	0.	886.53
26	18.717	4.9091	0.	1115.6
27	18.717	4.7273	0.	1393.4
28	18.717	4.5455	0.	1750.
29	18.717	4.3636	0.	2249.
30	18.717	4.1818	0.	2986.5
31	18.717	4.	0.	3469.3
32	18.717	3.8182	0.	3174.6
33	18.717	3.6364	0.	2942.2
34	18.717	3.4545	0.	2733.4
35	18.717	3.2727	0.	2613.9
36	18.717	3.0909	0.	2557.4
37	18.717	2.9091	0.	2557.4
38	18.717	2.7273	0.	2613.9
39	18.717	2.5455	0.	2733.4
40	18.717	2.3636	0.	2942.2
41	18.717	2.1818	0.	3174.6
42	18.717	2.	0.	3469.3
43	18.717	1.8182	0.	2986.5
44	18.717	1.6364	0.	2249.
45	18.717	1.4545	0.	1750.
46	18.717	1.2727	0.	1393.4
47	18.717	1.0909	0.	1115.6
48	18.717	0.90909	0.	886.53
49	18.717	0.72727	0.	690.09
50	18.717	0.54545	0.	517.53
51	18.717	0.36364	0.	365.62
52	18.717	0.18182	0.	246.76
53	18.533	5.8182	0.	387.32
54	18.533	5.6364	0.	456.32
55	18.533	5.4545	0.	567.08
56	18.533	5.2727	0.	707.63
57	18.533	5.0909	0.	874.96
58	18.533	4.9091	0.	1071.6
59	18.533	4.7273	0.	1305.3
60	18.533	4.5455	0.	1580.9
61	18.533	4.3636	0.	1909.4
62	18.533	4.1818	0.	2226.9
63	18.533	4.	0.	2396.2
64	18.533	3.8182	0.	2485.1
65	18.533	3.6364	0.	2494.
66	18.533	3.4545	0.	2467.8
67	18.533	3.2727	0.	2433.3
68	18.533	3.0909	0.	2412.8
69	18.533	2.9091	0.	2412.8
70	18.533	2.7273	0.	2433.3
71	18.533	2.5455	0.	2467.8
72	18.533	2.3636	0.	2494.
73	18.533	2.1818	0.	2485.1
74	18.533	2.	0.	2396.2
75	18.533	1.8182	0.	2226.9
76	18.533	1.6364	0.	1909.4
77	18.533	1.4545	0.	1580.9
78	18.533	1.2727	0.	1305.3
79	18.533	1.0909	0.	1071.6
80	18.533	0.90909	0.	874.96
81	18.533	0.72727	0.	707.63
82	18.533	0.54545	0.	567.08
83	18.533	0.36364	0.	456.32
84	18.533	0.18182	0.	387.32
85	18.35	5.8182	0.	541.42
86	18.35	5.6364	0.	596.97
87	18.35	5.4545	0.	684.63
88	18.35	5.2727	0.	800.97
89	18.35	5.0909	0.	943.48
90	18.35	4.9091	0.	1111.2
91	18.35	4.7273	0.	1303.3
92	18.35	4.5455	0.	1516.7
93	18.35	4.3636	0.	1731.6
94	18.35	4.1818	0.	1917.8
95	18.35	4.	0.	2050.1
96	18.35	3.8182	0.	2134.5
97	18.35	3.6364	0.	2195.9
98	18.35	3.4545	0.	2227.9
99	18.35	3.2727	0.	2240.1
100	18.35	3.0909	0.	2243.2
101	18.35	2.9091	0.	2243.2
102	18.35	2.7273	0.	2240.1
103	18.35	2.5455	0.	2227.9
104	18.35	2.3636	0.	2195.9
105	18.35	2.1818	0.	2134.5
106	18.35	2.	0.	2050.1
107	18.35	1.8182	0.	1917.8
108	18.35	1.6364	0.	1731.6
109	18.35	1.4545	0.	1516.7
110	18.35	1.2727	0.	1303.3
111	18.35	1.0909	0.	1111.2
112	18.35	0.90909	0.	943.48
113	18.35	0.72727	0.	800.97
114	18.35	0.54545	0.	684.63
115	18.35	0.36364	0.	596.97
116	18.35	0.18182	0.	541.42
117	18.166	5.8182	0.	689.28
118	18.166	5.6364	0.	740.31
119	18.166	5.4545	0.	814.35
120	18.166	5.2727	0.	911.43
121	18.166	5.0909	0.	1030.2
122	18.166	4.9091	0.	1168.4
123	18.166	4.7273	0.	1321.7
124	18.166	4.5455	0.	1482.4
125	18.166	4.3636	0.	1637.1
126	18.166	4.1818	0.	1768.3
127	18.166	4.	0.	1870.1
128	18.166	3.8182	0.	1947.1
129	18.166	3.6364	0.	2005.9
130	18.166	3.4545	0.	2049.1
131	18.166	3.2727	0.	2075.8
132	18.166	3.0909	0.	2088.1
133	18.166	2.9091	0.	2088.1
